Split,Class0_Threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
Val_RawArgmax,,0.8039443155452436,0.7738228611767654,0.8039443155452436,0.518387314439946,0.7812590999182769,0.0,0.0,0.0,0.0,30,0.8582130643390103,0.5462543127260598,0.23880597014925373,0.2088167053364269
Test_RawArgmax,,0.8102147417295414,0.7816087846536278,0.8102147417295414,0.5229661785777876,0.7875823044438738,0.0,0.0,0.0,0.0,59,0.8338534025899076,0.5526242284284528,0.24615384615384617,0.20313406848520024
Val_Class0Calibrated,0.26,0.8004640371229699,0.7894976300478728,0.8004640371229699,0.5778171751800326,0.7848519158446853,0.3076923076923077,0.13333333333333333,0.18604651162790697,0.15037593984962408,30,0.8582130643390103,0.5490573786521689,0.22388059701492538,0.21577726218097448
Test_Class0Calibrated,0.26,0.800348229831689,0.7830272095158484,0.800348229831689,0.5271436070426656,0.7827626984976117,0.047619047619047616,0.01694915254237288,0.025,0.019455252918287935,59,0.8338534025899076,0.5160677757147794,0.23076923076923078,0.22054556006964596
