ticker,company_name,rating_date,sector,xai_shared_row_id,xai_shared_sample_id,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,feature,feature_value,gradientshap_attribution,direction,feature_source,probability_source,xai_probability_source,xai_method,gradientshap_method,proxy_mse,proxy_argmax_agreement
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,1,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,ebit_margin,-2.08089916697054,-0.012364635244011879,opposes_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,2,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,net_profit_margin,-1.6695071113073647,-0.005521973129361868,opposes_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,3,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,current_ratio,-0.0475330219672951,0.004573915619403124,supports_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,4,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,operating_cashflow_ps,-0.3235482963337073,0.0016821002354845405,supports_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,5,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,roe,-0.4365813676994084,-0.001436215010471642,opposes_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,6,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,asset_turnover,-1.4241630892476718,0.0014289197279140353,supports_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,7,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,roa,-1.1180728548007115,-0.0009619526099413633,opposes_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,8,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,free_cashflow_ps,-0.4966841266479834,0.0009345452417619526,supports_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,9,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,pretax_profit_margin,0.581554161540587,0.0008827887359075248,supports_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,10,fi_ttx,FI-TTX Fuzzy Choquet Ensemble,2,2,0.9939413617575057,0,0,1.4533969130684382e-05,debt_equity_ratio,-0.1479470613960644,0.000625520886387676,supports_explained_class,aligned_financial_features,fp,fp,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.10834011474812968,0.705745792222867
