selected_threshold,selection_metric,accuracy_floor_drop,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.48,Class0_F2,0.005,0.48,0.7633410672853829,0.7509968947869905,0.7633410672853829,0.5109723891719865,0.7541324411926519,0.045454545454545456,0.03333333333333333,0.038461538461538464,0.035211267605633804,30.0,0.7684550545572745,0.45670011220338824,0.2835820895522388,0.2633410672853828
