Split,Calibration,Protocol,NLL,Objective,CDF_EMD2,Brier,ECE,Accuracy,Macro_F1,Weighted_F1,QWK,Ordinal_MAE,AUC_ROC_OVR_Macro,AUC,ChgAcc,Temperature
Val,raw,benchmark_ce,0.21773589038046662,0.21773589038046662,0.028805124650026062,0.11306216503198542,0.021005440418597268,0.9234338747099768,0.8145178542413912,0.9218153005110864,0.8646757158913547,0.0777262180974478,0.9759460763403557,0.9759460763403557,,0.8890844863358928
Val,temperature_oof,benchmark_ce,0.2157412943381606,0.2157412943381606,0.02889964949797831,0.11360061293363959,0.01773644134306631,0.9234338747099768,0.8145178542413912,0.9218153005110864,0.8646757158913547,0.0777262180974478,0.9742047857093955,0.9742047857093955,,0.8890844863358928
Test,raw,benchmark_ce,0.22092976784197255,0.22092976784197255,0.029387532859391,0.11529823350061481,0.021095377380712217,0.922809053975624,0.7851863720625621,0.9204041722777978,0.8678949865478969,0.0771909460243761,0.9728758448165893,0.9728758448165893,,0.8890844863358928
Test,temperature,benchmark_ce,0.2183123427316318,0.2183123427316318,0.029516496884020145,0.11613075647796325,0.01750901392748184,0.922809053975624,0.7851863720625621,0.9204041722777978,0.8678949865478969,0.0771909460243761,0.9726796550471944,0.9726796550471944,,0.8890844863358928
