Split,Calibration,Protocol,NLL,Objective,CDF_EMD2,Brier,ECE,Accuracy,Macro_F1,Weighted_F1,QWK,Ordinal_MAE,AUC_ROC_OVR_Macro,AUC,ChgAcc,Temperature
Val,raw,benchmark_ce,0.268231249833442,0.268231249833442,0.03338532569941023,0.13094315264963283,0.04003426214063501,0.9164733178654292,0.7739914666848998,0.9140113288479784,0.8522062756895897,0.08468677494199536,0.956199259421982,0.956199259421982,,1.1913275819111426
Val,temperature_oof,benchmark_ce,0.26324685344362164,0.26324685344362164,0.03349142385164149,0.1313131267731401,0.02887879333731197,0.9164733178654292,0.7739914666848998,0.9140113288479784,0.8522062756895897,0.08468677494199536,0.9548391067100356,0.9548391067100356,,1.1913275819111426
Test,raw,benchmark_ce,0.27993399211849457,0.27993399211849457,0.03503658249049003,0.1371061302330783,0.033479638508727046,0.922228670922809,0.7977967039834306,0.9204071591208633,0.8649946781648048,0.0783517121300058,0.9533037101803462,0.9533037101803462,,1.1913275819111426
Test,temperature,benchmark_ce,0.27181414591723274,0.27181414591723274,0.035004944457876844,0.13691693883016448,0.022132695750234167,0.922228670922809,0.7977967039834306,0.9204071591208633,0.8649946781648048,0.0783517121300058,0.9534257830152248,0.9534257830152248,,1.1913275819111426
