checkpoint,epoch,val_accuracy,val_ce_loss,train_ce_loss,val_loss_gap,metric_score,checkpoint_score,accuracy_floor
metric,1,0.9222737819025522,0.3635651469230652,0.366354763507843,0.0,0.8349061451563148,0.7694903939381508,
loss,55,0.919953596287703,0.2890302240848541,0.2762921154499054,0.01273810863494873,0.8079071769612716,0.7705021494622729,
balanced_loss,55,0.919953596287703,0.2890302240848541,0.2762921154499054,0.01273810863494873,0.8079071769612716,0.7705021494622729,0.9192737819025522
selected:balanced_loss,55,0.919953596287703,0.2890302240848541,0.2762921154499054,0.01273810863494873,0.8079071769612716,0.7705021494622729,0.9192737819025522
