selected_threshold,selection_metric,accuracy_floor_drop,selected_checkpoint,selected_checkpoint_epoch,final_train_ce_loss,final_val_ce_loss,final_loss_gap,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.18,Class0_F2,0.005,balanced_loss,55,0.2762921154499054,0.2890302240848541,0.01273810863494873,0.18,0.9187935034802784,0.9233788626020538,0.9187935034802784,0.8186705234442478,0.9204412168155987,0.5365853658536586,0.7333333333333333,0.6197183098591549,0.6832298136645962,30.0,0.9746558815726004,0.8579415311056687,0.04477611940298507,0.08468677494199536
