accuracy,precision_weighted,recall_weighted,f1_macro,f1_weighted,qwk,auc,n_samples,n_classes
0.9191919191919192,0.9212488684538374,0.9191919191919192,0.867347127971224,0.9193335063843463,0.8278805120910384,0.938120284592849,99,3
