class0_threshold,candidate,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
0.24,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.25,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.26,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.27,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.28,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.29,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.3,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.31,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.32,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.33,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.34,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.35,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.36,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.37,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.38,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.39,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.4,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.41,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.42,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.43,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.44,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.45,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.46,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.47,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.48,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.49,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
0.5,class0_threshold,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9320105006804565,0.8710992241173052,0.0,0.07888631090487239
