checkpoint,epoch,val_accuracy,val_ce_loss,train_ce_loss,val_loss_gap,metric_score,checkpoint_score,accuracy_floor
metric,1,0.9222737819025522,0.3348693251609802,0.3375488519668579,0.0,0.8349061451563148,0.7752295582905677,
loss,2,0.9222737819025522,0.305705189704895,0.3095562756061554,0.0,0.8349061451563148,0.7810623853817847,
balanced_loss,2,0.9222737819025522,0.305705189704895,0.3095562756061554,0.0,0.8349061451563148,0.7810623853817847,0.9192737819025522
selected:balanced_loss,2,0.9222737819025522,0.305705189704895,0.3095562756061554,0.0,0.8349061451563148,0.7810623853817847,0.9192737819025522
