checkpoint,epoch,train_loss,val_loss,train_ce_loss,val_ce_loss,ce_loss_gap,val_aux_loss,train_acc,val_acc,val_class0_recall,val_class0_f2,val_metric_score,val_checkpoint_score,checkpoint_mode,balanced_accuracy_floor_drop,min_val_loss_epoch,min_val_loss,min_val_loss_source,best_val_acc_epoch,best_val_acc,best_gap_epoch,best_gap,learning_rate,selected_class0_threshold,persistence_prior_scale
balanced_loss,2,0.3095562756061554,0.305705189704895,0.3095562756061554,0.305705189704895,0.0,0.0,0.9205506717531929,0.9222737819025522,0.7333333333333333,0.7096774193548386,0.8349061451563148,0.7810623853817847,balanced_loss,0.003,2,0.305705189704895,val_CE_Loss,1,0.9222737819025522,1,0.0,0.001,,2.0
