protocol,architecture_variant,class0_threshold,class0_threshold_margin,threshold_accepted,inference_source,target_accuracy,target_accuracy_passed,accuracy,precision_weighted,recall_weighted,f1_macro,f1_weighted,qwk,auc,chgacc,persistence_rate,n_samples,expected_test_rows,n_classes
row_level_sequence_context,pure_transformer_lstm,0.2,0.06,True,single_best_checkpoint,0.93,False,0.9251305861868834,0.9209800523754244,0.9251305861868834,0.7625423932759393,0.9222594171823576,0.8604835064873162,0.9805595628619183,0.3923076923076923,0.9408009286128846,1723,1723,3
