epoch,checkpoint_allowed,checkpoint_score,generalization_score,val_acc,val_f1_weighted,val_f1_macro,val_qwk,val_chgacc,val_persistence_rate,train_eval_loss,train_monitor_loss,train_loss,train_optim_loss,train_objective_loss,train_NLL,train_Objective,val_loss,val_monitor_loss,val_NLL,val_Objective,Protocol,loss_gap,lr
11,True,0.753375145968288,0.5796227202334796,0.8584686774941995,0.8428852706522271,0.5862893697233645,0.6959650112866818,0.34328358208955223,0.8805104408352669,0.2773206806394852,0.2773206806394852,0.2773206806394852,0.35211298507332367,0.2773206806394852,0.2773206806394852,0.2773206806394852,0.3843091138535076,0.3843091138535076,0.3843091138535076,0.3843091138535076,benchmark_ce,0.1069884332140224,5.6242661106559356e-05
12,True,0.7558407596524797,0.5843565715557169,0.8596287703016241,0.8441648465111016,0.5870895646176545,0.7049223241343898,0.34328358208955223,0.8816705336426914,0.26934032324985363,0.26934032324985363,0.26934032324985363,0.3598152255082,0.26934032324985363,0.26934032324985363,0.26934032324985363,0.3750862970396324,0.3750862970396324,0.3750862970396324,0.3750862970396324,benchmark_ce,0.10574597378977879,5.6242661106559356e-05
13,True,0.7664583601474977,0.5969650961459092,0.8689095127610209,0.8551599587950156,0.5947925458392964,0.7264089186883815,0.34328358208955223,0.8909512761020881,0.26399797795233243,0.26399797795233243,0.26399797795233243,0.34817401077734295,0.26399797795233243,0.26399797795233243,0.26399797795233243,0.36889139480061,0.36889139480061,0.36889139480061,0.36889139480061,benchmark_ce,0.10489341684827758,5.6242661106559356e-05
14,True,0.7545646583364116,0.5832763049513636,0.8584686774941995,0.84264854892864,0.5866569668037168,0.7013197230048611,0.34328358208955223,0.8805104408352669,0.26459457301772643,0.26459457301772643,0.26459457301772643,0.34382378418732734,0.26459457301772643,0.26459457301772643,0.26459457301772643,0.3734002094025965,0.3734002094025965,0.3734002094025965,0.3734002094025965,benchmark_ce,0.10880563638487006,5.6242661106559356e-05
15,True,0.7729627178414002,0.6045544885902974,0.87122969837587,0.8575502506312985,0.6168363788145572,0.7278658622141153,0.373134328358209,0.888631090487239,0.25607380056100776,0.25607380056100776,0.25607380056100776,0.3421904770997319,0.25607380056100776,0.25607380056100776,0.25607380056100776,0.363761981052381,0.363761981052381,0.363761981052381,0.363761981052381,benchmark_ce,0.10768818049137324,5.6242661106559356e-05
16,True,0.7647704367142729,0.597199621456506,0.8642691415313225,0.8501421693586395,0.6107915108356821,0.7141249183458118,0.3582089552238806,0.8839907192575406,0.2549753168583451,0.2549753168583451,0.2549753168583451,0.33932403774157055,0.2549753168583451,0.2549753168583451,0.2549753168583451,0.36315232363564,0.36315232363564,0.36315232363564,0.36315232363564,benchmark_ce,0.10817700677729486,5.6242661106559356e-05
17,True,0.7698742036618436,0.603289384461963,0.8689095127610209,0.8550879646706802,0.6148304896293681,0.7232939099381064,0.3582089552238806,0.888631090487239,0.24840234234740494,0.24840234234740494,0.24840234234740494,0.3265385304978729,0.24840234234740494,0.24840234234740494,0.24840234234740494,0.3588408375227893,0.3588408375227893,0.3588408375227893,0.3588408375227893,benchmark_ce,0.11043849517538434,5.6242661106559356e-05
18,True,0.7775488296543231,0.6145098048837275,0.8735498839907193,0.8611840163720644,0.6367501625432023,0.7335792622133599,0.3582089552238806,0.8932714617169374,0.24229823191301603,0.24229823191301603,0.24229823191301603,0.3292467073693763,0.24229823191301603,0.24229823191301603,0.24229823191301603,0.3528460250408561,0.3528460250408561,0.3528460250408561,0.3528460250408561,benchmark_ce,0.11054779312784008,5.6242661106559356e-05
19,True,0.7785174324557023,0.6148752069503247,0.8735498839907193,0.8611840163720644,0.6367501625432023,0.7335792622133599,0.373134328358209,0.8921113689095128,0.24195286603419705,0.24195286603419705,0.24195286603419705,0.32148764198170093,0.24195286603419705,0.24195286603419705,0.24195286603419705,0.3513844167744672,0.3513844167744672,0.3513844167744672,0.3513844167744672,benchmark_ce,0.10943155074027014,5.6242661106559356e-05
20,True,0.7899778124340262,0.6287101812025633,0.8839907192575406,0.8721696822184397,0.6456527591720923,0.7539209309945933,0.373134328358209,0.9025522041763341,0.2324887244340526,0.2324887244340526,0.2324887244340526,0.3170851399428653,0.2324887244340526,0.2324887244340526,0.2324887244340526,0.3404961380141753,0.3404961380141753,0.3404961380141753,0.3404961380141753,benchmark_ce,0.10800741358012267,5.6242661106559356e-05
21,True,0.7903307496165599,0.6303396562347815,0.8851508120649652,0.8732578693254978,0.6464656339599593,0.755950488754669,0.3582089552238806,0.9060324825986079,0.22940680880088474,0.22940680880088474,0.22940680880088474,0.31132875895467554,0.22940680880088474,0.22940680880088474,0.22940680880088474,0.33833122349999567,0.33833122349999567,0.33833122349999567,0.33833122349999567,benchmark_ce,0.10892441469911093,5.6242661106559356e-05
22,True,0.7846351424794015,0.6256361179165201,0.8805104408352669,0.868389934100946,0.6425286440141399,0.7469297983718477,0.34328358208955223,0.9025522041763341,0.22717892539190393,0.22717892539190393,0.22717892539190393,0.30615542902454845,0.22717892539190393,0.22717892539190393,0.22717892539190393,0.337450058095985,0.337450058095985,0.337450058095985,0.337450058095985,benchmark_ce,0.11027113270408107,5.6242661106559356e-05
23,True,0.790666364331642,0.6318124165176947,0.8851508120649652,0.8733822678787841,0.6466313631772941,0.7561709096322763,0.3582089552238806,0.9060324825986079,0.2219546962399622,0.2219546962399622,0.2219546962399622,0.2974630896627468,0.2219546962399622,0.2219546962399622,0.2219546962399622,0.3329935242180471,0.3329935242180471,0.3329935242180471,0.3329935242180471,benchmark_ce,0.11103882797808493,5.6242661106559356e-05
24,True,0.7871344348253002,0.6286794125541697,0.8816705336426914,0.8699566928554635,0.6421075457313593,0.7504836738430175,0.3582089552238806,0.9025522041763341,0.21933533692847554,0.21933533692847554,0.21933533692847554,0.29698575796545856,0.21933533692847554,0.21933533692847554,0.21933533692847554,0.3305986209048165,0.3305986209048165,0.3305986209048165,0.3305986209048165,benchmark_ce,0.11126328397634097,5.6242661106559356e-05
25,True,0.7945208103629423,0.6368412206264217,0.888631090487239,0.8768922552630029,0.6493964812181967,0.7626946294909251,0.3582089552238806,0.9095127610208816,0.21431450052671733,0.21431450052671733,0.21431450052671733,0.29272818127579064,0.21431450052671733,0.21431450052671733,0.21431450052671733,0.32702866472579817,0.32702866472579817,0.32702866472579817,0.32702866472579817,benchmark_ce,0.11271416419908084,5.6242661106559356e-05
26,True,0.7996104795156997,0.6453917507258066,0.8909512761020881,0.8804044349287968,0.6682396682396682,0.7681709393273952,0.3582089552238806,0.9118329466357309,0.2097062794607576,0.2097062794607576,0.2097062794607576,0.2838948277117562,0.2097062794607576,0.2097062794607576,0.2097062794607576,0.32037585132099966,0.32037585132099966,0.32037585132099966,0.32037585132099966,benchmark_ce,0.11066957186024207,5.6242661106559356e-05
27,True,0.795930149982518,0.6394702030260178,0.8897911832946636,0.8778625463010669,0.6500527390600161,0.7645136295001191,0.3582089552238806,0.9106728538283063,0.20684217047875897,0.20684217047875897,0.20684217047875897,0.2808956709982705,0.20684217047875897,0.20684217047875897,0.20684217047875897,0.32034050411096326,0.32034050411096326,0.32034050411096326,0.32034050411096326,benchmark_ce,0.1134983336322043,5.6242661106559356e-05
28,True,0.7986988768799118,0.6434941262800532,0.8921113689095128,0.8803984881791121,0.6521562706262005,0.7692124625666859,0.3582089552238806,0.9129930394431555,0.20194636333343605,0.20194636333343605,0.20194636333343605,0.2724310504068641,0.20194636333343605,0.20194636333343605,0.20194636333343605,0.3145509624370822,0.3145509624370822,0.3145509624370822,0.3145509624370822,benchmark_ce,0.11260459910364615,5.6242661106559356e-05
29,True,0.8061539334530322,0.6547520887500371,0.8967517401392111,0.8864092910597136,0.6707988717615673,0.7798406664112614,0.3582089552238806,0.9176334106728539,0.19628085181923374,0.19628085181923374,0.19628085181923374,0.26575478730573704,0.19628085181923374,0.19628085181923374,0.19628085181923374,0.30559851408556654,0.30559851408556654,0.30559851408556654,0.30559851408556654,benchmark_ce,0.1093176622663328,5.6242661106559356e-05
30,True,0.8064067263202485,0.655734177490617,0.8967517401392111,0.8862093302316314,0.6727857507210725,0.7789045852734591,0.3582089552238806,0.9176334106728539,0.1930084019445547,0.1930084019445547,0.1930084019445547,0.2620643607891389,0.1930084019445547,0.1930084019445547,0.1930084019445547,0.3023447125322289,0.3023447125322289,0.3023447125322289,0.3023447125322289,benchmark_ce,0.10933631058767418,5.6242661106559356e-05
31,True,0.8076119992540532,0.6571426845772823,0.8979118329466357,0.8873042747752724,0.6736069402736069,0.7809321720249698,0.3582089552238806,0.9187935034802784,0.18971667923397798,0.18971667923397798,0.18971667923397798,0.26507008958091266,0.18971667923397798,0.18971667923397798,0.18971667923397798,0.3010830825401677,0.3010830825401677,0.3010830825401677,0.3010830825401677,benchmark_ce,0.11136640330618972,5.6242661106559356e-05
32,True,0.8054120060684395,0.6556558681176079,0.8955916473317865,0.885314665730497,0.669978009783835,0.7778230537731542,0.3582089552238806,0.9164733178654292,0.1855198732979148,0.1855198732979148,0.1855198732979148,0.25013891659017623,0.1855198732979148,0.1855198732979148,0.1855198732979148,0.297619106317008,0.297619106317008,0.297619106317008,0.297619106317008,benchmark_ce,0.11209923301909319,5.6242661106559356e-05
33,True,0.8120866674296614,0.6649515189012903,0.9013921113689095,0.8910146900072897,0.6766375637943396,0.7877892663712457,0.3582089552238806,0.9222737819025522,0.17922351998169214,0.17922351998169214,0.17922351998169214,0.2402155226925864,0.17922351998169214,0.17922351998169214,0.17922351998169214,0.2848726323357335,0.2848726323357335,0.2848726323357335,0.2848726323357335,benchmark_ce,0.10564911235404137,5.6242661106559356e-05
34,True,0.8103303635859664,0.661637484649623,0.8990719257540604,0.8883999590882611,0.6744294218904184,0.7829615806155396,0.373134328358209,0.9176334106728539,0.17838825383902876,0.17838825383902876,0.17838825383902876,0.24479402792062202,0.17838825383902876,0.17838825383902876,0.17838825383902876,0.2874802088847867,0.2874802088847867,0.2874802088847867,0.2874802088847867,benchmark_ce,0.10909195504575794,5.6242661106559356e-05
35,True,0.8093215214522604,0.6614974541301438,0.8979118329466357,0.8875046582473415,0.6716210279473538,0.7818600834369334,0.373134328358209,0.9164733178654292,0.17589407641262236,0.17589407641262236,0.17589407641262236,0.2281686726576873,0.17589407641262236,0.17589407641262236,0.17589407641262236,0.28298526464237106,0.28298526464237106,0.28298526464237106,0.28298526464237106,benchmark_ce,0.1070911882297487,5.6242661106559356e-05
36,True,0.8156012597095229,0.6688071160067716,0.9037122969837587,0.8932082072178442,0.6782839703863063,0.7918469529563665,0.373134328358209,0.9222737819025522,0.16944547561402415,0.16944547561402415,0.16944547561402415,0.2288487867798901,0.16944547561402415,0.16944547561402415,0.16944547561402415,0.27820765047713564,0.27820765047713564,0.27820765047713564,0.27820765047713564,benchmark_ce,0.10876217486311149,5.6242661106559356e-05
37,True,0.81574996766891,0.6695506558037068,0.9037122969837587,0.8932082072178442,0.6782839703863063,0.7918469529563665,0.373134328358209,0.9222737819025522,0.16667222255199185,0.16667222255199185,0.16667222255199185,0.22621095291998264,0.16667222255199185,0.16667222255199185,0.16667222255199185,0.2752334912893949,0.2752334912893949,0.2752334912893949,0.2752334912893949,benchmark_ce,0.10856126873740304,5.6242661106559356e-05
38,True,0.8158856016699901,0.670353453852145,0.9037122969837587,0.8935233726301112,0.67644664361764,0.7929124052519587,0.373134328358209,0.9222737819025522,0.16398567567200462,0.16398567567200462,0.16398567567200462,0.22412108571479356,0.16398567567200462,0.16398567567200462,0.16398567567200462,0.2718029080165757,0.2718029080165757,0.2718029080165757,0.2718029080165757,benchmark_ce,0.10781723234457108,5.6242661106559356e-05
39,True,0.8158708970343214,0.6718239163822832,0.9037122969837587,0.8933478546538955,0.6781866582867835,0.7984900906044067,0.3582089552238806,0.9245939675174014,0.16051659214259004,0.16051659214259004,0.16051659214259004,0.21859584213064534,0.16051659214259004,0.16051659214259004,0.16051659214259004,0.2711171683062006,0.2711171683062006,0.2711171683062006,0.2711171683062006,benchmark_ce,0.11060057616361055,5.6242661106559356e-05
40,True,0.8219105829052914,0.6811744545686865,0.9071925754060325,0.8977545118951922,0.6967498757678604,0.8055912375834714,0.3582089552238806,0.9280742459396751,0.15597167606934556,0.15597167606934556,0.15597167606934556,0.21435956840478157,0.15597167606934556,0.15597167606934556,0.15597167606934556,0.2639767872514548,0.2639767872514548,0.2639767872514548,0.2639767872514548,benchmark_ce,0.10800511118210923,5.6242661106559356e-05
41,True,0.8220981602664466,0.6799583635541917,0.9060324825986079,0.8969718570315189,0.6934692678481498,0.8109538569506989,0.373134328358209,0.925754060324826,0.15819154396776958,0.15819154396776958,0.15819154396776958,0.21178735679790486,0.15819154396776958,0.15819154396776958,0.15819154396776958,0.26824999255714593,0.26824999255714593,0.26824999255714593,0.26824999255714593,benchmark_ce,0.11005844858937636,5.6242661106559356e-05
42,True,0.8209778612703451,0.6782000878551094,0.9060324825986079,0.8957247003510598,0.6795060475344666,0.8156244929267897,0.373134328358209,0.925754060324826,0.15186952151901778,0.15186952151901778,0.15186952151901778,0.20890071111167,0.15186952151901778,0.15186952151901778,0.15186952151901778,0.2638640060193009,0.2638640060193009,0.2638640060193009,0.2638640060193009,benchmark_ce,0.1119944845002831,5.6242661106559356e-05
43,True,0.8244053942153939,0.6841088643501465,0.9071925754060325,0.8982137256114021,0.6941971152647309,0.8195159955202804,0.373134328358209,0.9269141531322506,0.14902952257701668,0.14902952257701668,0.14902952257701668,0.21030375063691262,0.14902952257701668,0.14902952257701668,0.14902952257701668,0.2609369720297831,0.2609369720297831,0.2609369720297831,0.2609369720297831,benchmark_ce,0.11190744945276643,5.6242661106559356e-05
44,True,0.821247784782893,0.6797234789958282,0.9060324825986079,0.8960446398766964,0.677671205841721,0.816566136867286,0.373134328358209,0.925754060324826,0.1435789177960939,0.1435789177960939,0.1435789177960939,0.1983129997078302,0.1435789177960939,0.1435789177960939,0.1435789177960939,0.2574736434552405,0.2574736434552405,0.2574736434552405,0.2574736434552405,benchmark_ce,0.11389472565914657,5.6242661106559356e-05
45,True,0.8247364429037063,0.6827939353306541,0.9083526682134571,0.8982199612289236,0.6815468723965455,0.820184846149693,0.3880597014925373,0.925754060324826,0.14107708720819093,0.14107708720819093,0.14107708720819093,0.19503866078971077,0.14107708720819093,0.14107708720819093,0.14107708720819093,0.25555851807196933,0.25555851807196933,0.25555851807196933,0.25555851807196933,benchmark_ce,0.1144814308637784,5.6242661106559356e-05
46,True,0.8238723622486276,0.6834507030160365,0.9083526682134571,0.8983369887589823,0.6794479310571674,0.82078300728413,0.373134328358209,0.9280742459396751,0.13880554753918584,0.13880554753918584,0.13880554753918584,0.19228145572608404,0.13880554753918584,0.13880554753918584,0.13880554753918584,0.2517491100286996,0.2517491100286996,0.2517491100286996,0.2517491100286996,benchmark_ce,0.11294356248951376,5.6242661106559356e-05
47,True,0.829921119529172,0.692604626988773,0.9118329466357309,0.9030012094578678,0.6980110423779787,0.8282150738332021,0.373134328358209,0.931554524361949,0.13441109484200964,0.13441109484200964,0.13441109484200964,0.1922268692648759,0.13441109484200964,0.13441109484200964,0.13441109484200964,0.24614848141317014,0.24614848141317014,0.24614848141317014,0.24614848141317014,benchmark_ce,0.1117373865711605,5.6242661106559356e-05
48,True,0.8319273054518056,0.6931759358600524,0.9129930394431555,0.9038141251075761,0.701053389499319,0.8293686674910434,0.3880597014925373,0.9303944315545244,0.13449203218247222,0.13449203218247222,0.13449203218247222,0.19012070920345556,0.13449203218247222,0.13449203218247222,0.13449203218247222,0.24899693012789445,0.24899693012789445,0.24899693012789445,0.24899693012789445,benchmark_ce,0.11450489794542223,5.6242661106559356e-05
49,True,0.8335278504641611,0.6957314745808993,0.9118329466357309,0.9036910407259056,0.7124884814166856,0.8286298925481982,0.40298507462686567,0.9269141531322506,0.13611663054787004,0.13611663054787004,0.13611663054787004,0.1899980973642673,0.13611663054787004,0.13611663054787004,0.13611663054787004,0.2480595694096,0.2480595694096,0.2480595694096,0.2480595694096,benchmark_ce,0.11194293886172996,5.6242661106559356e-05
50,True,0.83421090960625,0.6953462596588532,0.91415313225058,0.9050069933802158,0.702002005785003,0.8315501490058137,0.40298507462686567,0.9292343387470998,0.12977595470806924,0.12977595470806924,0.12977595470806924,0.18730819275616295,0.12977595470806924,0.12977595470806924,0.12977595470806924,0.24510682050000737,0.24510682050000737,0.24510682050000737,0.24510682050000737,benchmark_ce,0.11533086579193813,5.6242661106559356e-05
51,True,0.8397087595786956,0.7025732949685506,0.9164733178654292,0.9082279250265332,0.7188592411968248,0.8364501440024908,0.417910447761194,0.9292343387470998,0.12783452458676198,0.12783452458676198,0.12783452458676198,0.18168155547829656,0.12783452458676198,0.12783452458676198,0.12783452458676198,0.241002906113863,0.241002906113863,0.241002906113863,0.241002906113863,benchmark_ce,0.11316838152710101,5.6242661106559356e-05
52,True,0.8425911034836945,0.7064601402487637,0.9164733178654292,0.9090742767943629,0.7331273022413685,0.8371331401939791,0.43283582089552236,0.9269141531322506,0.12835337125032015,0.12835337125032015,0.12835337125032015,0.18207652419533607,0.12835337125032015,0.12835337125032015,0.12835337125032015,0.24019587950574028,0.24019587950574028,0.24019587950574028,0.24019587950574028,benchmark_ce,0.11184250825542014,5.6242661106559356e-05
53,True,0.8448561487314559,0.708688482228369,0.9176334106728539,0.9101757102534616,0.7339569482232021,0.83915026439127,0.44776119402985076,0.925754060324826,0.12511747995913738,0.12511747995913738,0.12511747995913738,0.18341979816773513,0.12511747995913738,0.12511747995913738,0.12511747995913738,0.23566779639157984,0.23566779639157984,0.23566779639157984,0.23566779639157984,benchmark_ce,0.11055031643244245,5.6242661106559356e-05
54,True,0.8387951541860258,0.7025733052641713,0.9129930394431555,0.9055984146051643,0.7272719407445715,0.8313502702859379,0.43283582089552236,0.9234338747099768,0.12490949101520171,0.12490949101520171,0.12490949101520171,0.17389129754155874,0.12490949101520171,0.12490949101520171,0.12490949101520171,0.23947511061474128,0.23947511061474128,0.23947511061474128,0.23947511061474128,benchmark_ce,0.11456561959953956,5.6242661106559356e-05
55,True,0.846080122129526,0.7072511234483719,0.919953596287703,0.9120520568869238,0.7191364038799876,0.8437416916019317,0.4626865671641791,0.925754060324826,0.12053918221070022,0.12053918221070022,0.12053918221070022,0.17875373382529203,0.12053918221070022,0.12053918221070022,0.12053918221070022,0.23543367334813983,0.23543367334813983,0.23543367334813983,0.23543367334813983,benchmark_ce,0.11489449113743962,5.6242661106559356e-05
56,True,0.8436419946060894,0.7044323751544591,0.9176334106728539,0.9097617442474223,0.7173648548936634,0.8395748033779832,0.4626865671641791,0.9234338747099768,0.12041389491851559,0.12041389491851559,0.12041389491851559,0.17266361891924248,0.12041389491851559,0.12041389491851559,0.12041389491851559,0.2375689186155796,0.2375689186155796,0.2375689186155796,0.2375689186155796,benchmark_ce,0.11715502369706401,5.6242661106559356e-05
57,True,0.8434484463025292,0.703605812534462,0.9176334106728539,0.9096698053117859,0.7172462429510102,0.8394335396033616,0.4626865671641791,0.9234338747099768,0.12131471624125792,0.12131471624125792,0.12131471624125792,0.17194195967983372,0.12131471624125792,0.12131471624125792,0.12131471624125792,0.24048520279703317,0.24048520279703317,0.24048520279703317,0.24048520279703317,benchmark_ce,0.11917048655577525,5.6242661106559356e-05
58,True,0.8447266189197288,0.7052391387956534,0.9187935034802784,0.9108615773403321,0.7181922341188661,0.8415885635802648,0.4626865671641791,0.9245939675174014,0.1184778298029215,0.1184778298029215,0.1184778298029215,0.16743925860301204,0.1184778298029215,0.1184778298029215,0.1184778298029215,0.23871953130044318,0.23871953130044318,0.23871953130044318,0.23871953130044318,benchmark_ce,0.12024170149752168,5.6242661106559356e-05
59,True,0.8481583481108397,0.708411103348431,0.9211136890951276,0.9132412585763703,0.7200787659137514,0.8458929261693081,0.47761194029850745,0.9245939675174014,0.11755715455699152,0.11755715455699152,0.11755715455699152,0.16642677077529,0.11755715455699152,0.11755715455699152,0.11755715455699152,0.235550324605019,0.235550324605019,0.235550324605019,0.235550324605019,benchmark_ce,0.1179931700480275,5.6242661106559356e-05
60,True,0.8449022747426538,0.7061174179102784,0.9187935034802784,0.9108615773403321,0.7181922341188661,0.8415885635802648,0.4626865671641791,0.9245939675174014,0.11630946570512962,0.11630946570512962,0.11630946570512962,0.16462791640393054,0.11630946570512962,0.11630946570512962,0.11630946570512962,0.23520641484194332,0.23520641484194332,0.23520641484194332,0.23520641484194332,benchmark_ce,0.1188969491368137,5.6242661106559356e-05
61,True,0.8414789334062985,0.700002119870974,0.9176334106728539,0.9087733242025585,0.7025019066685734,0.8387610834446738,0.4626865671641791,0.9234338747099768,0.11516020151231447,0.11516020151231447,0.11516020151231447,0.16547393942265398,0.11516020151231447,0.11516020151231447,0.11516020151231447,0.2396478268697306,0.2396478268697306,0.2396478268697306,0.2396478268697306,benchmark_ce,0.12448762535741613,5.6242661106559356e-05
62,True,0.841302164232077,0.6991182739998666,0.9176334106728539,0.9087733242025585,0.7025019066685734,0.8387610834446738,0.4626865671641791,0.9234338747099768,0.11511206379856763,0.11511206379856763,0.11511206379856763,0.16439230006568842,0.11511206379856763,0.11511206379856763,0.11511206379856763,0.24318321035416038,0.24318321035416038,0.24318321035416038,0.24318321035416038,benchmark_ce,0.12807114655559276,5.6242661106559356e-05
63,True,0.8468159801812528,0.7063161015999622,0.919953596287703,0.9121408623183138,0.7192508508898766,0.843879044293435,0.47761194029850745,0.9234338747099768,0.11318629899702035,0.11318629899702035,0.11318629899702035,0.17020821060142377,0.11318629899702035,0.11318629899702035,0.11318629899702035,0.23955097891114377,0.23955097891114377,0.23955097891114377,0.23955097891114377,benchmark_ce,0.12636467991412342,5.6242661106559356e-05
64,True,0.8435046376751564,0.7038828277913172,0.9164733178654292,0.9086626202199941,0.7165387422296071,0.8375628140703517,0.47761194029850745,0.919953596287703,0.11257661716755181,0.11257661716755181,0.11257661716755181,0.16414808280031828,0.11257661716755181,0.11257661716755181,0.11257661716755181,0.23539324856742663,0.23539324856742663,0.23539324856742663,0.23539324856742663,benchmark_ce,0.12281663139987482,5.6242661106559356e-05
65,True,0.8432854644907328,0.7027869618691995,0.9164733178654292,0.9086626202199941,0.7165387422296071,0.8375628140703517,0.47761194029850745,0.919953596287703,0.11152307633610646,0.11152307633610646,0.11152307633610646,0.15975522046337706,0.11152307633610646,0.11152307633610646,0.11152307633610646,0.23977671225589733,0.23977671225589733,0.23977671225589733,0.23977671225589733,benchmark_ce,0.1282536359197909,5.6242661106559356e-05
66,True,0.8423839500893748,0.7028927404830845,0.9153132250580046,0.9075641930378472,0.7157138850338697,0.8355525933224182,0.47761194029850745,0.9187935034802784,0.11021647483945486,0.11021647483945486,0.11021647483945486,0.1644722867186052,0.11021647483945486,0.11021647483945486,0.11021647483945486,0.23498351016530283,0.23498351016530283,0.23498351016530283,0.23498351016530283,benchmark_ce,0.12476703532584797,5.6242661106559356e-05
67,True,0.8418723390355694,0.7037811076249275,0.9129930394431555,0.9060851849750932,0.7279049785509734,0.832088421599419,0.47761194029850745,0.9164733178654292,0.11100018436571306,0.11100018436571306,0.11100018436571306,0.15833570512460313,0.11100018436571306,0.11100018436571306,0.11100018436571306,0.23670598412691443,0.23670598412691443,0.23670598412691443,0.23670598412691443,benchmark_ce,0.1257057997612014,5.6242661106559356e-05
