threshold,margin,score,accepted,accuracy,f1_weighted,f1_macro,qwk,target_recall
0.33999999999999997,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.33999999999999997,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.33999999999999997,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.33999999999999997,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.33999999999999997,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.33999999999999997,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.33999999999999997,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.35999999999999993,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.35999999999999993,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.35999999999999993,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.35999999999999993,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.35999999999999993,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.35999999999999993,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.35999999999999993,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3799999999999999,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.3799999999999999,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.3799999999999999,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.3799999999999999,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3799999999999999,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3799999999999999,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3799999999999999,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3999999999999999,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.3999999999999999,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.3999999999999999,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.3999999999999999,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3999999999999999,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3999999999999999,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.3999999999999999,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.41999999999999993,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.41999999999999993,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.41999999999999993,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.41999999999999993,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.41999999999999993,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.41999999999999993,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.41999999999999993,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4399999999999999,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.4399999999999999,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.4399999999999999,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.4399999999999999,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4399999999999999,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4399999999999999,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4399999999999999,0.12,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4599999999999999,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.4599999999999999,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.4599999999999999,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.4599999999999999,0.06,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4599999999999999,0.08,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
0.4599999999999999,0.1,1.522034541331385,True,0.9211136890951276,0.914918230304696,0.7505419225385143,0.8530754716075226,0.26666666666666666
