Split,Calibration,Protocol,NLL,Objective,CDF_EMD2,Brier,ECE,Accuracy,Macro_F1,Weighted_F1,QWK,Ordinal_MAE,AUC_ROC_OVR_Macro,AUC,ChgAcc,Temperature
Val,raw,benchmark_ce,0.2330712298255735,0.2330712298255735,0.031928028428720286,0.12408659458827215,0.03436353589194516,0.919953596287703,0.7360824315374065,0.9129609994059459,0.850321236325751,0.08120649651972157,0.9752067889749351,0.9752067889749351,,1.3443810437982757
Val,temperature_oof,benchmark_ce,0.2198191782591761,0.2198191782591761,0.03122495718952499,0.12088187014381922,0.01609824716026202,0.919953596287703,0.7360824315374065,0.9129609994059459,0.850321236325751,0.08120649651972157,0.9750966512499838,0.9750966512499838,,1.3443810437982757
Test,raw,benchmark_ce,0.23896525928386278,0.23896525928386278,0.031163980269746976,0.12070150158492252,0.03019990515437461,0.9245502031340684,0.7527681348184183,0.921084579314159,0.8585644288954816,0.07777132907719095,0.969685043894767,0.969685043894767,,1.3443810437982757
Test,temperature,benchmark_ce,0.22403490953609184,0.22403490953609184,0.03080182179137589,0.11868714560345046,0.013374662658329777,0.9245502031340684,0.7527681348184183,0.921084579314159,0.8585644288954816,0.07777132907719095,0.9699164819722507,0.9699164819722507,,1.3443810437982757
