selected_threshold,selection_metric,accuracy_floor_drop,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.37,Class0_F2,0.005,0.37,0.9245939675174014,0.9253645706819,0.9245939675174014,0.8466831476256971,0.9249157030963777,0.6666666666666666,0.7333333333333333,0.6984126984126984,0.7189542483660131,30.0,0.9691337958693523,0.8792763909178269,0.029850746268656716,0.07540603248259861
