Split,Class0_Threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
Val_RawArgmax,,0.9222737819025522,0.9221890120495452,0.9222737819025522,0.8452664070995124,0.9222299808608493,0.7,0.7,0.7,0.7,30,0.9683863045240618,0.8739595563683662,0.11940298507462686,0.0777262180974478
Test_RawArgmax,,0.9135229251305862,0.9129389497879626,0.9135229251305862,0.8047860167778152,0.9129556477729699,0.6530612244897959,0.5423728813559322,0.5925925925925926,0.5614035087719298,59,0.9644032724974535,0.8535627458830318,0.06153846153846154,0.08705745792222867
Val_Class0Calibrated,0.17,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
Test_Class0Calibrated,0.17,0.914103308183401,0.9152017022666532,0.914103308183401,0.8204230685597,0.9146082890886844,0.6190476190476191,0.6610169491525424,0.639344262295082,0.6521739130434783,59,0.9644032724974535,0.8559381756070759,0.023076923076923078,0.08705745792222867
