class0_threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
0.05,0.9095127610208816,0.9157406276712663,0.9095127610208816,0.8033702001093306,0.9116745694471913,0.5,0.7333333333333333,0.5945945945945946,0.6707317073170731,30,0.9683863045240618,0.8507310074131491,0.05970149253731343,0.09280742459396751
0.06,0.9118329466357309,0.9168517703164655,0.9118329466357309,0.8102615865627608,0.9135999006441197,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.6790123456790123,30,0.9683863045240618,0.8531308698615336,0.05970149253731343,0.09048723897911833
0.07,0.9118329466357309,0.9168517703164655,0.9118329466357309,0.8102615865627608,0.9135999006441197,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.6790123456790123,30,0.9683863045240618,0.8531308698615336,0.05970149253731343,0.09048723897911833
0.08,0.9118329466357309,0.9168517703164655,0.9118329466357309,0.8102615865627608,0.9135999006441197,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.6790123456790123,30,0.9683863045240618,0.8531308698615336,0.05970149253731343,0.09048723897911833
0.09,0.9118329466357309,0.9168517703164655,0.9118329466357309,0.8102615865627608,0.9135999006441197,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.6790123456790123,30,0.9683863045240618,0.8531308698615336,0.05970149253731343,0.09048723897911833
0.1,0.9129930394431555,0.9174360823469196,0.9129930394431555,0.8138198067261041,0.9145710204239309,0.5365853658536586,0.7333333333333333,0.6197183098591549,0.6832298136645962,30,0.9683863045240618,0.8543451141716351,0.05970149253731343,0.08932714617169374
0.11,0.9153132250580046,0.9181290540394935,0.9153132250580046,0.8237780619494175,0.9163457373265053,0.5789473684210527,0.7333333333333333,0.6470588235294118,0.6962025316455696,30,0.9683863045240618,0.8616863155761241,0.05970149253731343,0.08584686774941995
0.12,0.9164733178654292,0.9188136021082657,0.9164733178654292,0.827678655364319,0.9173458531887538,0.5945945945945946,0.7333333333333333,0.6567164179104478,0.7006369426751592,30,0.9683863045240618,0.8629547506899958,0.07462686567164178,0.08468677494199536
0.13,0.9176334106728539,0.9195273821419097,0.9176334106728539,0.8316743403268281,0.9183537571092331,0.6111111111111112,0.7333333333333333,0.6666666666666666,0.7051282051282052,30,0.9683863045240618,0.8642334772133256,0.07462686567164178,0.08352668213457076
0.14,0.9187935034802784,0.9202729984632537,0.9187935034802784,0.835769632508763,0.9193699321309531,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9683863045240618,0.8655226209048362,0.07462686567164178,0.08236658932714618
0.15,0.9187935034802784,0.9202729984632537,0.9187935034802784,0.835769632508763,0.9193699321309531,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9683863045240618,0.8655226209048362,0.07462686567164178,0.08236658932714618
0.16,0.9187935034802784,0.9202729984632537,0.9187935034802784,0.835769632508763,0.9193699321309531,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9683863045240618,0.8655226209048362,0.07462686567164178,0.08236658932714618
0.17,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
0.18,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
0.19,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
0.2,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
0.21,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
0.22,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
