selected_threshold,selection_metric,accuracy_floor_drop,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.17,Class0_F2,0.005,0.17,0.919953596287703,0.9210533603131558,0.919953596287703,0.8399693288847182,0.9203948905840524,0.6470588235294118,0.7333333333333333,0.6875,0.7142857142857143,30.0,0.9683863045240618,0.8668223095806225,0.07462686567164178,0.08120649651972157
