ticker,rating_date,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps,company_name,rating_agency,sector,source,rating_detail,delta_days
ACCO,2015-10-30,1.839572193,2.360977288,0.316737288,0.10824947,0.086996822,0.086996822,0.056872352,0.773215931,0.14779766,0.043974608,1.573529412,1.319852941,Acco Brands Corporation,Egan-Jones Ratings Company,Consumer Durables,corporate_rating,1,347.0
HRL,2013-06-18,2.9514,0.0885,0.161816,0.092905,0.097606,0.092135,0.060754,1.8034,0.178752,0.110641,0.0609,-0.0065,HORMEL FOODS CORPORATION,Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,126.0
MHO,2012-06-15,7.3736,1.0881,0.1753,-0.033362,-0.033362,-0.059853,-0.059809,0.8524,-0.191368,-0.050982,0.1975,0.2094,"M/I Homes, Inc.",Moody's Investors Service,Miscellaneous,credit_rating_financial,0,21.0
PXD,2012-06-22,1.5564,0.6156,0.846847,0.441284,0.441284,0.328158,0.248274,0.2461,0.121141,0.052892,6.2901,2.3077,Pioneer Natural Resources Co.,Fitch Ratings,Energy,credit_rating_financial,1,1.0
BAX,2013-11-19,1.7809,0.7608,0.507162,0.212049,0.212049,0.202188,0.160081,0.7284,0.330404,0.118282,-0.1394,-0.1935,BAXTER INTERNATIONAL INC,Egan-Jones Ratings Company,Health Care,credit_rating_financial,2,91.0
NRG,2014-03-28,1.8069,1.5693,0.280213,0.030367,0.030367,-0.056131,-0.034971,0.3332,-0.03363,-0.010383,-0.9784,6.8375,"NRG ENERGY, INC.",Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,1,74.0
AMCR,2013-03-17,2.3717,0.8693,0.185815,0.067262,0.067262,0.052622,0.037525,1.0951,0.090743,0.035574,0.0091,0.0057,Amcor Ltd.,Standard & Poor's Ratings Services,Capital Goods,credit_rating_financial,2,38.0
NWN,2010-06-16,0.8361,1.1191,0.396503,0.156724,0.156724,0.120264,0.074179,0.4221,0.113803,0.031311,9.0433,3.9589,Northwest Natural Gas Co.,Standard & Poor's Ratings Services,Public Utilities,credit_rating_financial,2,83.0
SJR,2010-11-16,0.5842,1.4374,1.0,0.295493,0.295493,0.195588,0.143299,0.3661,0.225964,0.061655,0.4769,0.303,Shaw Communications Inc.,Standard & Poor's Ratings Services,Public Utilities,credit_rating_financial,2,83.0
MHO,2011-09-12,8.3246,0.9116,0.1703,-0.015593,-0.015593,-0.04446,-0.042618,0.9312,-0.126802,-0.039688,-6.1071,-6.4226,"M/I Homes, Inc.",Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,0,25.0
MCK,2012-11-29,1.0884,0.5826,0.052338,0.017364,0.017364,0.015476,0.01147,3.5128,0.201874,0.04167,2.8633,2.7529,McKesson Corporation,Moody's Investors Service,Consumer Services,credit_rating_financial,2,167.0
BKD,2015-05-22,0.6072,2.1672,0.423137,-0.022158,-0.022158,-0.086314,-0.038883,0.3678,-0.051844,-0.014344,-1.3229,-1.2937,BROOKDALE SENIOR LIVING INC,Egan-Jones Ratings Company,Health Care,credit_rating_financial,0,91.0
NUE,2015-07-27,3.2701,0.5574,0.074041,0.048747,0.048747,0.041524,0.025515,1.2532,0.074021,0.038513,-0.3956,-1.2207,NUCOR CORPORATION,Egan-Jones Ratings Company,Capital Goods,credit_rating_financial,2,94.0
BCC,2016-11-10,3.0372,0.6445,0.132078,0.0284,0.0284,0.022206,0.014362,2.91,0.097597,0.041792,-0.5376,-1.2538,Boise Cascade Company,Standard & Poor's Ratings Services,Consumer Services,credit_rating_financial,1,85.0
XEL,2012-06-15,0.9542064269999999,1.8362749615,0.7476895,0.1621618405,0.140016266,0.119097766,0.07592046350000001,0.368856054,0.0960960535,0.0279864735,9.321377915,7.036904505,Xcel Energy Inc.,Fitch Ratings,Public Utilities,corporate_rating,2,364.0
AMX,2013-06-26,0.8271,1.3373,0.556887,0.202958,0.202958,0.178719,0.117971,0.7721,0.29501,0.09178,-0.6909,-0.1318,America Movil S.A.B. de C.V.,Fitch Ratings,Public Utilities,credit_rating_financial,2,62.0
MWA,2012-07-16,3.0739,1.7897,0.257205,0.054634,0.054634,-0.013373,-0.039498,0.6496,-0.026385,-0.006734,-0.299,-0.6558,Mueller Water Products Inc.,Standard & Poor's Ratings Services,Capital Goods,credit_rating_financial,1,31.0
EBAY,2014-01-24,1.8422,0.1744,0.819305,0.297202,0.297202,0.311372,0.345888,0.199,0.087411,0.049822,0.8812,1.3222,EBAY INC.,Egan-Jones Ratings Company,Technology,credit_rating_financial,2,99.0
NFG,2012-02-07,0.7593,0.5756,0.64655,0.248005,0.248005,0.237673,0.145264,0.3407,0.136584,0.049492,2.4077,-1.6645,National Fuel Gas Co.,Standard & Poor's Ratings Services,Public Utilities,credit_rating_financial,2,239.0
HSY,2015-02-04,1.7665,1.2141,0.459112,0.187243,0.187243,0.175106,0.114814,1.3338,0.5077,0.153145,0.449,0.1874,HERSHEY COMPANY,Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,84.0
SYK,2014-01-24,3.137,0.3055,0.667221,0.139231,0.139231,0.134353,0.111518,0.573,0.111197,0.063901,0.6095,0.6474,STRYKER CORPORATION,Egan-Jones Ratings Company,Health Care,credit_rating_financial,2,91.0
GIS,2014-01-13,0.812,1.1179,0.361419,0.160447,0.160447,0.142618,0.104377,0.7845,0.265484,0.083525,0.7854,0.91,"GENERAL MILLS, INC",Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,67.0
TCS,2013-11-18,1.2548,1.2806,0.588054,0.034159,0.034159,-0.006479,-0.12802,0.9388,-0.000557,-0.000173,15.6471,-1.044,"Container Store Group, Inc. (The)",Moody's Investors Service,Consumer Services,credit_rating_financial,1,3.0
ORLY,2012-06-15,1.8725,0.1118,0.485591,0.132056,0.132056,0.12772,0.077697,1.0693,0.130659,0.08308,2.8874,3.306,O'Reilly Automotive Inc,Moody's Investors Service,Consumer Services,credit_rating_financial,2,149.0
GIS,2014-09-26,0.8101,1.2541,0.355664,0.165129,0.165129,0.148245,0.101867,0.7738,0.265695,0.080417,-0.4607,-0.5922,"GENERAL MILLS, INC",Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,7.0
PFE,2014-03-17,2.2213,0.4586,0.820316,0.279269,0.279269,0.205683,0.266572,0.2942,0.110499,0.048553,-0.3414,-0.3072,PFIZER INC.,Egan-Jones Ratings Company,Health Care,credit_rating_financial,2,88.0
UNP,2015-06-17,1.1692,0.5386,0.534226,0.364891,0.364891,0.347799,0.215941,0.458,0.244467,0.098908,0.8708,-0.1512,Union Pacific Corporation,Moody's Investors Service,Miscellaneous,credit_rating_financial,2,48.0
MMP,2015-06-04,0.751,1.5881,0.748095,0.412748,0.412748,0.357633,0.355675,0.429,0.449365,0.152601,1.4604,1.5214,"MAGELLAN MIDSTREAM PARTNERS,",Egan-Jones Ratings Company,Miscellaneous,credit_rating_financial,2,73.0
BMY,2014-10-30,1.5206,0.5474,0.718096,0.176442,0.176442,0.176442,0.156424,0.4246,0.169336,0.066853,-1.979,-1.9774,BRISTOL-MYERS SQUIBB COMPANY,Egan-Jones Ratings Company,Health Care,credit_rating_financial,2,87.0
SLGN,2013-08-28,2.2397,2.0916,0.147779,0.100911,0.100911,0.082687,0.055047,1.178,0.293579,0.064843,1.3303,0.79,SILGAN HOLDINGS INC,Egan-Jones Ratings Company,Capital Goods,credit_rating_financial,1,365.0
AEP,2013-11-04,0.6726,1.2298,0.646705,0.177718,0.177718,0.121914,0.084242,0.2749,0.082825,0.023213,-0.0095,-1.0857,AMERICAN ELECTRIC POWER,Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,2,35.0
XOM,2013-09-30,0.9414,0.106,0.218225,0.150602,0.151109,0.150602,0.084411,1.4693,0.262567,0.127491,1.4665,0.6,Exxon Mobil Corp.,Standard & Poor's Ratings Services,Energy,credit_rating_financial,2,6.0
ROK,2012-06-15,2.3123,0.5177,0.398373,0.14459,0.154506,0.14459,0.116292,1.1354,0.398799,0.131904,1.0026,0.8287,"Rockwell Automation, Inc.",Moody's Investors Service,Capital Goods,credit_rating_financial,2,21.0
FLEX,2015-06-03,1.227727606,4.778946395,0.05516269,0.015338007,0.015338007,0.015338007,0.014002815,2.088663496,0.169017822,0.029247169,1.992573264,0.993972124,Flex Ltd.,Moody's Investors Service,Technology,corporate_rating,1,14.0
NRG,2014-12-18,1.8069,1.5693,0.280213,0.030367,0.030367,-0.056131,-0.034971,0.3332,-0.03363,-0.010383,-0.9784,6.8375,"NRG ENERGY, INC.",Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,1,106.0
PNM,2014-08-20,0.815,1.0752,0.561838,0.20667,0.20667,0.126137,0.072415,0.2523,0.066009,0.021009,1.3078,0.822,"PNM RESOURCES, INC.",Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,2,72.0
DRI,2012-07-13,0.4633,1.1513,0.232547,0.085863,0.085863,0.066659,0.089261,0.8962,0.151574,0.04697,-2.5219,-2.0803,"Darden Restaurants, Inc.",Fitch Ratings,Consumer Services,credit_rating_financial,2,28.0
HPE,2016-05-25,1.3624,0.4657,0.323841,0.062619,0.062619,0.062265,0.07919,0.3889,0.077835,0.033035,-1.7721,-1.7449,Hewlett Packard Enterprise Co.,Standard & Poor's Ratings Services,Technology,credit_rating_financial,2,159.0
PEP,2014-05-06,1.2446,1.2153,0.529579,0.146127,0.146127,0.13387,0.101483,0.8572,0.276806,0.087599,0.8268,0.7679,"PEPSICO, INC",Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,12.0
XRX,2015-08-24,1.4968,0.6282,0.324153,0.090423,0.090423,0.062131,0.057933,0.689,0.093325,0.039916,-0.1739,0.1418,XEROX CORPORATION,Egan-Jones Ratings Company,Miscellaneous,credit_rating_financial,1,7.0
IRM,2012-06-07,1.0771,2.6738,0.586958,0.189471,0.189471,0.11706,0.131203,0.499,0.196461,0.040788,0.0461,0.1701,Iron Mountain Inc.,Standard & Poor's Ratings Services,Finance,credit_rating_financial,1,83.0
YUM,2012-06-15,0.9461234695,2.9978292375,0.3758604715,0.149852995,0.1436752665,0.1359612665,0.1032779865,1.3966253115,0.7146723195,0.145482243,2.884732836,1.8535006395,"YUM! Brands, Inc.",Fitch Ratings,Consumer Services,corporate_rating,2,108.0
TXN,2014-01-23,2.9192,0.4773,0.521426,0.232036,0.232036,0.225645,0.174109,0.6445,0.200056,0.114162,0.0613,0.142,TEXAS INSTRUMENTS INCORPORATED,Egan-Jones Ratings Company,Technology,credit_rating_financial,2,80.0
PAA,2014-09-02,0.9174,1.0162,0.058274,0.041137,0.041137,0.035267,0.022722,2.0751,0.180579,0.06832,1.9163,1.4005,Plains All American Pipeline L.P.,Moody's Investors Service,Consumer Services,credit_rating_financial,2,6.0
CAL,2016-06-06,7.5048,0.0279,0.339546,0.247231,0.247231,0.255285,0.165584,1.7168,0.346698,0.20216647,3.9987,4.1306,United Utilities Water Finance Plc,Moody's Investors Service,Miscellaneous,credit_rating_financial,2,229.0
CCEP,2014-10-29,1.071,1.287,0.359712,0.115108,0.115108,0.10382,0.083974,0.8477,0.251393,0.071188,0.5101,0.4351,COCA-COLA EUROPEAN PARTNERS,Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,91.0
BWA,2015-03-05,1.3702,0.3631,0.211485,0.116037,0.116037,0.118012,0.078964,1.149,0.186269,0.095116,0.3953,-0.258,BorgWarner Inc.,Moody's Investors Service,Consumer Durables,credit_rating_financial,2,14.0
TRTN,2015-03-02,0.7405,4.5128,0.917968,0.473502,0.473502,0.251035,0.211346,0.1667,0.25701,0.040382,-0.6993,0.2616,Triton Container International Ltd.,Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,2,221.0
CMS,2015-02-09,1.289473684,4.227520436,1.0,0.160468032,0.101546176,0.101546176,0.066443794,0.374198593,0.129972752,0.024863174,5.347376201,-0.480413895,CMS Energy Corporation,Egan-Jones Ratings Company,Public Utilities,corporate_rating,2,365.0
MCK,2014-06-16,1.1088,1.0267,0.06079,0.017752,0.017752,0.015802,0.009193,2.6545,0.137042,0.027319,3.0701,2.9454,MCKESSON CORPORATION,Egan-Jones Ratings Company,Consumer Services,credit_rating_financial,2,103.0
TKR,2015-11-23,2.7761,0.3336,0.291919,0.067746,0.067746,0.066316,0.055523,1.0249,0.093953,0.049743,-1.1221,-0.9891,TIMKEN COMPANY,Egan-Jones Ratings Company,Capital Goods,credit_rating_financial,2,83.0
NRG,2014-06-13,1.8069,1.5693,0.280213,0.030367,0.030367,-0.056131,-0.034971,0.3332,-0.03363,-0.010383,-0.9784,6.8375,"NRG ENERGY, INC.",Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,1,70.0
CLF,2012-06-15,1.2724,0.5232,0.397767,0.349914,0.349914,0.333719,0.246667,0.4514,0.254627,0.123266,6.5352,2.2502,Cleveland-Cliffs Inc.,Moody's Investors Service,Miscellaneous,credit_rating_financial,2,83.0
GIS,2015-09-30,0.7537,1.7044,0.337442,0.117826,0.117826,0.099936,0.069273,0.8075,0.233538,0.057686,0.1739,0.0579,"GENERAL MILLS, INC",Egan-Jones Ratings Company,Consumer Non-Durables,credit_rating_financial,2,8.0
BTU,2014-08-28,1.5384,1.2661,0.265528,0.021356,0.021356,-0.025825,-0.07251,0.5109,-0.095347,-0.029787,-0.3888,-0.88,Peabody Energy Corp.,Standard & Poor's Ratings Services,Energy,credit_rating_financial,1,36.0
PCG,2016-08-15,0.9136,1.0164,0.657696,0.089586,0.089586,0.05115,0.051922,0.2662,0.052769,0.014043,-0.0893,-0.4285,PG&E Corp.,Standard & Poor's Ratings Services,Public Utilities,credit_rating_financial,2,195.0
RSG,2014-11-25,0.8281,0.8877,0.378095,0.143789,0.143789,0.101126,0.069964,0.4219,0.074512,0.02953,0.1465,0.1658,"REPUBLIC SERVICES, INC",Egan-Jones Ratings Company,Miscellaneous,credit_rating_financial,2,120.0
HON,2014-03-03,1.4924,0.5022,0.273742,0.140853,0.140853,0.138574,0.100474,0.8596,0.225383,0.087202,0.9959,0.937,HONEYWELL INTERNATIONAL INC,Egan-Jones Ratings Company,Miscellaneous,credit_rating_financial,2,88.0
AMGN,2015-01-14,4.9533,1.1915,0.779594,0.308578,0.308578,0.278373,0.25709,0.2907,0.200093,0.074744,3.4025,3.3536,AMGEN INC.,Egan-Jones Ratings Company,Health Care,credit_rating_financial,2,90.0
TEL,2015-11-02,2.2056,0.4052,0.334096,0.142974,0.142974,0.12875,0.197826,0.5942,0.12916,0.060129,-0.2993,-0.5044,TE CONNECTIVITY LTD,Egan-Jones Ratings Company,Technology,credit_rating_financial,2,98.0
CENT,2015-11-04,3.6959,0.784,0.295657,0.05539,0.05539,0.031228,0.019368,1.4588,0.065198,0.029176,-0.7985,-1.0715,Central Garden & Pet Company,Moody's Investors Service,Consumer Services,credit_rating_financial,1,71.0
CMP,2014-06-12,2.2415,0.8636,0.253187,0.164306,0.164306,0.154125,0.114908,0.8041,0.236016,0.093109,7.1305,3.459,Compass Minerals International Inc.,Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,1,365.0
TPC,2014-11-20,1.6064,0.5883,0.111815,0.048812,0.048812,0.033435,0.020906,1.2291,0.069975,0.025695,2.4736,2.28,Tutor Perini Corporation,Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,1,365.0
RCI,2014-02-28,0.7398,2.8633,0.8576,0.235304,0.235304,0.188371,0.136152,0.6365,0.473515,0.090947,-0.456,-0.3663,Rogers Communications Inc.,Moody's Investors Service,Public Utilities,credit_rating_financial,2,155.0
IMKTA,2012-06-15,1.3403,1.9797,0.222394,0.033207,0.033207,0.01701,0.010944,2.2053,0.090427,0.024135,-0.7698,-0.8816,"Ingles Markets, Incorporated",Moody's Investors Service,Consumer Services,credit_rating_financial,1,83.0
LXU,2014-10-16,2.6427,1.1579,0.196964,0.150174,0.150174,0.128524,0.07795,0.6474,0.134913,0.05091,-1.4885,-3.5537,LSB Industries Inc.,Standard & Poor's Ratings Services,Basic Industries,credit_rating_financial,1,79.0
PDC,2016-04-22,1.1019,0.4991,0.96902,-0.107208,-0.107208,-0.179041,-0.114694,0.2511,-0.053045,-0.028804,4.0459,1.5396,Pioneer Energy Services Corp.,Standard & Poor's Ratings Services,Energy,credit_rating_financial,1,50.0
RHP,2011-06-23,0.8626,1.1257,0.383593,-0.0857,-0.0857,-0.172627,-0.115757,0.2938,-0.089534,-0.035178,0.072,-2.8052,"Ryman Hospitality Properties, Inc.",Standard & Poor's Ratings Services,Finance,credit_rating_financial,1,83.0
PKG,2011-03-04,2.3863,0.7575,0.198631,0.164116,0.164116,0.147594,0.123811,0.9976,0.295819,0.123509,2.9908,1.8762,Packaging Corp. of America,Standard & Poor's Ratings Services,Capital Goods,credit_rating_financial,2,83.0
SHW,2013-07-22,1.6783,0.9515,0.44116,0.098729,0.098729,0.095161,0.065648,1.5292,0.373234,0.101213,0.5266,0.5079,SHERWIN-WILLIAMS COMPANY,Egan-Jones Ratings Company,Basic Industries,credit_rating_financial,2,73.0
SNY,2016-04-28,1.4816,0.2844,0.686785,0.181808,0.181808,0.150397,0.122974,0.3407,0.077512,0.044097,-0.3548,-0.7883,Sanofi,Standard & Poor's Ratings Services,Health Care,credit_rating_financial,2,28.0
BDX,2012-06-15,2.5605,0.5633,0.52202,0.219541,0.219541,0.213344,0.16759,0.7271,0.248748,0.115144,0.6306,0.5909,"Becton, Dickinson and Company",Moody's Investors Service,Health Care,credit_rating_financial,2,83.0
VRSK,2015-05-12,0.4985,6.8087,0.639438,0.441828,0.441828,0.393054,0.279505,0.6102,1.677383,0.150938,-0.0489,-0.0696,VERISK ANALYTICS INC,Egan-Jones Ratings Company,Finance,credit_rating_financial,2,1.0
CYH,2013-07-31,1.5953,3.4118,0.847814,0.095535,0.095535,0.040676,0.020728,0.7728,0.128016,0.021558,0.3346,0.2823,Community Health Systems Inc.,Standard & Poor's Ratings Services,Health Care,credit_rating_financial,0,365.0
FMS,2016-07-29,1.6312,0.8238,0.318515,0.139013,0.139013,0.115624,0.061505,0.6599,0.12511,0.05177,0.1411,0.1258,Fresenius Medical Care AG & Co. KGaA,Fitch Ratings,Health Care,credit_rating_financial,2,186.0
ARCO,2012-06-15,0.9988,0.7795,0.16413,0.068558,0.068558,0.043853,0.03166,1.9503,0.169993,0.061602,1.1816,-0.2148,Arcos Dorados Holdings Inc.,Moody's Investors Service,Consumer Services,credit_rating_financial,1,83.0
EBAY,2014-09-30,1.8422,0.1744,0.819305,0.297202,0.297202,0.311372,0.345888,0.199,0.087411,0.049822,0.8812,1.3222,EBAY INC.,Egan-Jones Ratings Company,Technology,credit_rating_financial,2,69.0
OXY,2014-08-26,1.3425,0.16,0.677888,0.384284,0.396133,0.384284,0.292018,0.2905,0.113714,0.071022,1.9318,2.5091,Occidental Petroleum Corp.,Standard & Poor's Ratings Services,Energy,credit_rating_financial,2,1.0
SWX,2015-06-03,1.2903,1.1139,0.761816,0.134082,0.134082,0.103464,0.066515,0.4074,0.094968,0.027101,-0.0248,-0.6888,"SOUTHWEST GAS HOLDINGS, INC.",Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,2,47.0
HAL,2013-08-26,2.7538,0.3053,0.166088,0.145915,0.145915,0.134091,0.092446,1.0399,0.163838,0.094382,-0.0582,-0.4459,HALLIBURTON COMPANY,Egan-Jones Ratings Company,Energy,credit_rating_financial,2,20.0
NEU,2014-01-13,3.6239,0.6105,0.286489,0.154294,0.154294,0.149675,0.116097,1.7181,0.423352,0.18259,0.5679,-0.9425,NewMarket Corporation,Standard & Poor's Ratings Services,Basic Industries,credit_rating_financial,2,144.0
MOS,2013-11-18,3.8985,0.0803,0.276737,0.221534,0.221534,0.222025,0.18936,0.5515,0.140729,0.1046,-1.7939,-1.7588,MOSAIC COMPANY,Egan-Jones Ratings Company,Basic Industries,credit_rating_financial,2,11.0
OLN,2016-04-08,2.1607,0.6662,0.173122,0.0908,0.0908,0.072595,0.047162,0.8307,0.103622,0.038916,-1.9209,-2.1285,Olin Canada ULC,Standard & Poor's Ratings Services,Basic Industries,credit_rating_financial,1,143.0
EPC,2016-02-23,2.454409118,1.677806985,0.488931109,-0.189451512,-0.189451512,-0.189451512,-0.113703948,0.485045175,-0.14768521,-0.055151552,2.4,0.796774194,Edgewell Personal Care,Moody's Investors Service,Consumer Non-Durables,corporate_rating,1,365.0
NKTR,2013-06-17,4.0062,2.9054,0.625229,-0.763475,-0.754728,-0.783061155,-0.827493,0.1631,-1.868179,-0.26277943,-0.123,-0.1291,NEKTAR THERAPEUTICS,Egan-Jones Ratings Company,Health Care,credit_rating_financial,0,83.0
NWL,2015-02-03,1.2137,1.338,0.384739,0.105588,0.105588,0.080688,0.065968,0.8724,0.201089,0.056823,0.1996,-0.4897,NEWELL BRANDS INC,Egan-Jones Ratings Company,Consumer Durables,credit_rating_financial,2,90.0
SITE,2016-11-23,3.0539,2.1503,0.295605,0.041196,0.041196,0.033343,-0.010196,2.1708,0.329157,0.043218,1.1827,0.7618,"SiteOne Landscape Supply Holding, LLC",Standard & Poor's Ratings Services,Consumer Services,credit_rating_financial,1,124.0
BMRN,2015-09-10,5.9288,0.4208,0.836822,-0.123973,-0.123973,-0.16665,-0.178796,0.3027,-0.087682,-0.054121,-0.065,0.4541,BIOMARIN PHARMACEUTICAL INC.,Egan-Jones Ratings Company,Health Care,credit_rating_financial,0,111.0
KBH,2012-06-15,4.7561,3.5774,0.120518,-0.070501,-0.070501,-0.13768,-0.135856,0.5237,-0.403852,-0.07115,-2.7688,-1.7202,KB Home,Moody's Investors Service,Miscellaneous,credit_rating_financial,1,80.0
BERY,2014-05-05,1.9547,-15.6497,0.174736,0.083064,0.083064,0.018291,0.012266,0.905,-0.290816,0.0111,-1.6456,-1.1866,Berry Global Inc.,Moody's Investors Service,Capital Goods,credit_rating_financial,0,365.0
ITW,2014-01-30,1.6268,0.6534,0.394836,0.177856,0.177856,0.166042,0.118783,0.708,0.167886,0.081639,1.2478,1.2573,ILLINOIS TOOL WORKS INC,Egan-Jones Ratings Company,Capital Goods,credit_rating_financial,2,90.0
EMR,2014-08-20,1.4425,0.5264,0.403421,0.153067,0.153067,0.129555,0.081236,0.9983,0.19276,0.083606,0.8917,0.8591,EMERSON ELECTRIC CO.,Egan-Jones Ratings Company,Technology,credit_rating_financial,2,35.0
MCHP,2015-08-28,7.5278,0.8864,0.57268,0.198236,0.198236,0.161109,0.171869,0.4491,0.177254,0.076416,0.0585,-0.0533,"MICRON TECHNOLOGY, INC",Egan-Jones Ratings Company,Technology,credit_rating_financial,1,58.0
MUR,2015-06-30,1.0883,0.3447,1.0,0.311853,0.311853,0.273221,0.208433,0.3078,0.103323,0.050723,2.0079,1.2404,Murphy Oil USA Inc.,Moody's Investors Service,Energy,credit_rating_financial,1,41.0
UNP,2013-11-26,1.1587,0.4526,0.50129,0.322326,0.322326,0.301921,0.188426,0.4438,0.19837,0.083621,0.4702,-0.1499,Union Pacific Corp.,Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,2,34.0
APH,2012-01-19,3.3954,0.6303,0.315667,0.190792,0.190792,0.181927,0.133051,0.8863,0.242057,0.118969,0.22,0.2385,Amphenol Corp.,Standard & Poor's Ratings Services,Technology,credit_rating_financial,2,44.0
AXL,2013-06-25,1.4516,-12.0373,0.136375,0.053362,0.053362,0.010748,0.125456,1.0226,-1.868179,0.127948,-1.5964,-1.8489,American Axle & Manufacturing Holdings Inc.,Standard & Poor's Ratings Services,Consumer Durables,credit_rating_financial,1,131.0
XOM,2015-11-12,0.8269,0.1258,0.204801,0.131684,0.131704,0.131684,0.07434,1.2637,0.185313,0.096445,-1.9732,-2.1872,EXXON MOBIL CORPORATION,Egan-Jones Ratings Company,Energy,credit_rating_financial,2,41.0
MSI,2015-02-10,3.0573,1.2292,0.481381,-0.171059,-0.171059,-0.197415,0.220881,0.5642,-0.251627,-0.066775,-4.6454,-4.8673,"MOTOROLA SOLUTIONS, INC",Egan-Jones Ratings Company,Technology,credit_rating_financial,2,70.0
WMB,2014-05-29,0.8487,1.2979,0.558746,0.200437,0.200437,0.157434,0.062682,0.2527,0.076113,0.025017,0.2925,-0.8579,WILLIAMS COMPANIES INC.,Egan-Jones Ratings Company,Public Utilities,credit_rating_financial,1,73.0
THC,2014-03-06,1.5207,4.312,0.362978,0.082136,0.082136,0.036627,0.015462,1.0083,0.171593,0.023109,1.3467,0.5989,Tenet Healthcare Corp.,Fitch Ratings,Health Care,credit_rating_financial,1,1.0
FCN,2012-06-15,1.5486,0.7204,0.389247,0.131128,0.131128,0.097734,0.066317,0.6498,0.093928,0.043094,-0.0938,-0.3348,"FTI Consulting, Inc.",Moody's Investors Service,Miscellaneous,credit_rating_financial,1,83.0
TPC,2016-11-03,1.8007,0.5757,0.072402,0.021423,0.021423,0.015006,0.009205,1.2743,0.031891,0.01173,1.4373,2.2332,Tutor Perini Corporation,Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,1,10.0
TRTN,2014-07-24,0.8019,4.0726,0.860205,0.49549581,0.49417,0.343568,0.222703,0.1589,0.206912,0.035391,1.6568,7.0039,Triton Container International Ltd.,Standard & Poor's Ratings Services,Miscellaneous,credit_rating_financial,2,45.0
NWL,2015-06-01,1.2137,1.338,0.384739,0.105588,0.105588,0.080688,0.065968,0.8724,0.201089,0.056823,0.1996,-0.4897,NEWELL BRANDS INC,Egan-Jones Ratings Company,Consumer Durables,credit_rating_financial,2,98.0
GOLD,2015-08-12,2.154,0.8174,0.414944,-0.695697,-0.695697,-0.755728,-0.827493,0.3345,-0.631023,-0.26277943,-1.8293,-0.4147,Barrick Gold Corporation,Moody's Investors Service,Miscellaneous,credit_rating_financial,2,12.0
PDC,2015-08-13,1.3563,0.5763,0.885974,0.261362,0.261362,0.206992,0.181539,0.3673,0.094307,0.046012,1.5446,-4.751,Pioneer Energy Services Corp.,Moody's Investors Service,Energy,credit_rating_financial,1,107.0
COP,2012-06-15,1.076599843,0.8466943025,0.7666455,0.15250847799999998,0.173951375,0.163356375,0.119512978,1.0144416105,0.1499955065,0.064034521,8.509818155,2.8516681549999996,ConocoPhillips,Fitch Ratings,Energy,corporate_rating,2,129.0
CLMT,2014-08-13,1.9472,1.0452,0.075626,0.016896,0.016896,0.000719,-0.002121,2.0168,0.003411,0.001302,-6.2514,-7.6303,Calumet Specialty Products Partners LP,Standard & Poor's Ratings Services,Energy,credit_rating_financial,1,140.0
CLW,2012-06-15,3.5298,1.08,0.116933,0.059879,0.059879,0.036785,0.020578,1.227,0.081818,0.025249,-4.9853,-8.1001,Clearwater Paper Corporation,Moody's Investors Service,Capital Goods,credit_rating_financial,1,83.0
LII,2016-10-25,1.1389,7.2943,0.273231,0.088078,0.088078,0.081502,0.053816,2.0671,1.842519,0.111601,3.9519,4.2175,Lennox International Inc.,Moody's Investors Service,Capital Goods,credit_rating_financial,2,365.0
CCEP,2013-12-19,1.4535,1.039,0.365765,0.124698,0.124698,0.114075,0.090415,0.9109,0.258365,0.082362,0.2096,-0.0721,"Coca-cola European Partners US, LLC",Standard & Poor's Ratings Services,Consumer Non-Durables,credit_rating_financial,2,44.0
TSN,2014-12-09,1.6384,0.9185,0.071448,0.038052,0.038052,0.033316,0.022991,1.5687,0.096137,0.035732,-0.3441,-0.5599,"Tyson Foods, Inc.",Moody's Investors Service,Consumer Non-Durables,credit_rating_financial,2,127.0
