row_id,ticker,company_name,rating_date,sector,true_label,true_label_name,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,feature,feature_value,gradientshap_attribution,direction,feature_source,probability_source,xai_probability_source,xai_method,gradientshap_method,proxy_mse,proxy_argmax_agreement
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,1,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,operating_profit_margin,-2.093356175517609,-0.027799079194664955,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,2,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,roa,-1.1180728548007115,-0.012998031452298164,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,3,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,ebit_margin,-2.08089916697054,0.010945693589746952,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,4,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,operating_cashflow_ps,-0.3235482963337073,0.007442301604896784,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,5,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,net_profit_margin,-1.6695071113073647,0.006272599566727877,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,6,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,roe,-0.4365813676994084,0.0053370362147688866,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,7,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,free_cashflow_ps,-0.4966841266479834,0.002842554124072194,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,8,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,pretax_profit_margin,0.581554161540587,-0.0018981731263920665,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,9,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,gross_profit_margin,0.0414450804684852,0.0010486001847311854,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,10,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,0,Distressed,0.8890104951794757,debt_equity_ratio,-0.1479470613960644,0.000672557158395648,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,1,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,operating_profit_margin,-2.093356175517609,-0.23727931082248688,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,2,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,pretax_profit_margin,0.581554161540587,-0.078284852206707,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,3,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,ebit_margin,-2.08089916697054,0.04837685078382492,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,4,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,asset_turnover,-1.4241630892476718,-0.02866313047707081,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,5,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,debt_equity_ratio,-0.1479470613960644,-0.025637634098529816,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,6,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,roe,-0.4365813676994084,0.017152072861790657,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,7,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,net_profit_margin,-1.6695071113073647,-0.009479103609919548,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,8,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,roa,-1.1180728548007115,0.008252840489149094,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,9,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,current_ratio,-0.0475330219672951,-0.0025136901531368494,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,10,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,1,HY,0.039731814294709,operating_cashflow_ps,-0.3235482963337073,0.0023274263367056847,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,1,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,operating_profit_margin,-2.093356175517609,0.24244482815265656,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,2,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,pretax_profit_margin,0.581554161540587,0.1806429922580719,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,3,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,ebit_margin,-2.08089916697054,-0.05751727521419525,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,4,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,roa,-1.1180728548007115,0.02384732849895954,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,5,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,debt_equity_ratio,-0.1479470613960644,0.01885787397623062,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,6,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,roe,-0.4365813676994084,-0.014802110381424427,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,7,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,asset_turnover,-1.4241630892476718,0.014336851425468922,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,8,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,operating_cashflow_ps,-0.3235482963337073,-0.01324709877371788,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
10122,KOS,"Kosmos Energy, Ltd.",2016-02-09,5,0,0,862,9,dmf_dcs,DMF/DCS Fusion,0,Distressed,0.8890104951794757,2,IG,0.07125769052581535,gross_profit_margin,0.0414450804684852,-0.011911316774785519,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.04516375533948854,0.8456181079512478
