selected_threshold,selection_metric,accuracy_floor_drop,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.22,Class0_F2,0.01,0.22,0.894431554524362,0.8991199485512201,0.894431554524362,0.7352523894862605,0.8963449948499721,0.3939393939393939,0.43333333333333335,0.4126984126984127,0.42483660130718964,30.0,0.9404148168692809,0.8267062466850309,0.29850746268656714,0.10672853828306264
