epoch,train_loss,val_loss,train_acc,val_acc,val_class0_recall,val_class0_f2,selected_class0_threshold
90,0.28387555480003357,0.3212445080280304,0.905954552993863,0.9037122969837587,0.26666666666666666,0.29850746268656714,0.22
