epoch,train_Loss,val_Loss,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_Class0_Precision,val_Class0_Precision,train_Class0_Recall,val_Class0_Recall,train_Class0_F1,val_Class0_F1,train_Class0_F2,val_Class0_F2,train_ChgAcc,val_ChgAcc,train_Ordinal_MAE,val_Ordinal_MAE,train_AUC,val_AUC,train_QWK,val_QWK
72,0.2973226010799408,0.3322916626930237,0.9033007132194394,0.9013921113689095,0.7422949640304112,0.7254029762454923,0.7045454545454546,0.6153846153846154,0.2995169082125604,0.26666666666666666,0.42033898305084744,0.37209302325581395,0.33842794759825323,0.30075187969924816,0.2651356993736952,0.29850746268656714,0.09736274672416653,0.09860788863109049,0.9544220345086828,0.9372847718820566,0.8286522222207893,0.8294610811892803
73,0.2966150641441345,0.3317258358001709,0.9013103333886217,0.8990719257540604,0.7409410005244665,0.7237993626914191,0.7045454545454546,0.6153846153846154,0.2995169082125604,0.26666666666666666,0.42033898305084744,0.37209302325581395,0.33842794759825323,0.30075187969924816,0.267223382045929,0.29850746268656714,0.09918726156908277,0.10092807424593968,0.9547111363224028,0.9373449717697424,0.8262633341052809,0.8255961600178604
74,0.29635339975357056,0.33006685972213745,0.9039641731630452,0.9013921113689095,0.7392538468929164,0.7254029762454923,0.6976744186046512,0.6153846153846154,0.2898550724637681,0.26666666666666666,0.40955631399317405,0.37209302325581395,0.3282275711159737,0.30075187969924816,0.2609603340292276,0.29850746268656714,0.09669928678056063,0.09860788863109049,0.9548401257603872,0.9383539304575003,0.8295239262184604,0.8294610811892803
75,0.2952452003955841,0.3288073241710663,0.9042959031348482,0.9013921113689095,0.7395186214332252,0.7254029762454923,0.6976744186046512,0.6153846153846154,0.2898550724637681,0.26666666666666666,0.40955631399317405,0.37209302325581395,0.3282275711159737,0.30075187969924816,0.2630480167014614,0.29850746268656714,0.09636755680875767,0.09860788863109049,0.955134940019953,0.9384865861908559,0.8301217541425595,0.8294610811892803
76,0.29402002692222595,0.328228622674942,0.9042959031348482,0.9002320185614849,0.7447941326374267,0.7220730727923527,0.7078651685393258,0.5714285714285714,0.30434782608695654,0.26666666666666666,0.42567567567567566,0.36363636363636365,0.34351145038167935,0.29850746268656714,0.267223382045929,0.29850746268656714,0.09620169182285619,0.09976798143851508,0.9554677119420393,0.9386156520520088,0.8314343865465614,0.8283615955249729
77,0.2929838001728058,0.3279731869697571,0.9047934980925527,0.9002320185614849,0.7485517952843707,0.7220730727923527,0.7142857142857143,0.5714285714285714,0.3140096618357488,0.26666666666666666,0.436241610738255,0.36363636363636365,0.35364526659412404,0.29850746268656714,0.267223382045929,0.29850746268656714,0.09570409686515177,0.09976798143851508,0.9557963721799904,0.9389218242243474,0.8324798156666829,0.8283615955249729
78,0.29309529066085815,0.3273826539516449,0.9047934980925527,0.9013921113689095,0.7475109753318746,0.722748219522413,0.6989247311827957,0.5714285714285714,0.3140096618357488,0.26666666666666666,0.43333333333333335,0.36363636363636365,0.35287730727470146,0.29850746268656714,0.2546972860125261,0.29850746268656714,0.09570409686515177,0.09860788863109049,0.9560545236548451,0.9398174376998697,0.8325284879438046,0.830142664397884
79,0.2928851544857025,0.3271341323852539,0.905954552993863,0.9002320185614849,0.7461433397359074,0.7218160735656132,0.6881720430107527,0.5714285714285714,0.30917874396135264,0.26666666666666666,0.4266666666666667,0.36363636363636365,0.34744842562432143,0.29850746268656714,0.2567849686847599,0.29850746268656714,0.0947089069497429,0.09976798143851508,0.9562789045810977,0.9400544701164361,0.8335141767279137,0.8280718029593209
80,0.2906574010848999,0.3264470100402832,0.9039641731630452,0.8990719257540604,0.7449039832412215,0.7211431398015287,0.6881720430107527,0.5714285714285714,0.30917874396135264,0.26666666666666666,0.4266666666666667,0.36363636363636365,0.34744842562432143,0.29850746268656714,0.267223382045929,0.29850746268656714,0.09653342179465915,0.10092807424593968,0.956626577395279,0.9392861445583988,0.8312680914126095,0.8262926022523545
81,0.29064372181892395,0.32744911313056946,0.9036324431912424,0.9002320185614849,0.7447082437210838,0.7220730727923527,0.6881720430107527,0.5714285714285714,0.30917874396135264,0.26666666666666666,0.4266666666666667,0.36363636363636365,0.34744842562432143,0.29850746268656714,0.26931106471816285,0.29850746268656714,0.0968651517664621,0.09976798143851508,0.9567878049677501,0.9389666108165109,0.8307563771280289,0.8283615955249729
82,0.2911215126514435,0.3259269595146179,0.9054569580361586,0.9013921113689095,0.7448824163160408,0.7252762940800972,0.7,0.6153846153846154,0.30434782608695654,0.26666666666666666,0.42424242424242425,0.37209302325581395,0.34313725490196084,0.30075187969924816,0.25260960334029225,0.29850746268656714,0.09520650190744734,0.09860788863109049,0.9568581806855955,0.9404854476834846,0.8322488811342799,0.829316473860518
83,0.2892850935459137,0.32431286573410034,0.9042959031348482,0.9013921113689095,0.7440812201608474,0.7252762940800972,0.7,0.6153846153846154,0.30434782608695654,0.26666666666666666,0.42424242424242425,0.37209302325581395,0.34313725490196084,0.30075187969924816,0.25052192066805845,0.29850746268656714,0.09620169182285619,0.09860788863109049,0.9571381010139818,0.9404927284445952,0.8312205692457845,0.829316473860518
84,0.2881372570991516,0.3244260549545288,0.9042959031348482,0.9013921113689095,0.7477444148183755,0.7255284716911178,0.7065217391304348,0.6153846153846154,0.3140096618357488,0.26666666666666666,0.43478260869565216,0.37209302325581395,0.35326086956521735,0.30075187969924816,0.2630480167014614,0.29850746268656714,0.09620169182285619,0.09860788863109049,0.9574909963329524,0.9398778021603746,0.8317454451419213,0.8296054436956107
85,0.28708595037460327,0.3225319981575012,0.9046276331066512,0.9013921113689095,0.7477504694072991,0.722748219522413,0.7065217391304348,0.5714285714285714,0.3140096618357488,0.26666666666666666,0.43478260869565216,0.36363636363636365,0.35326086956521735,0.29850746268656714,0.25052192066805845,0.29850746268656714,0.09586996185105325,0.09860788863109049,0.9576110750298317,0.9407799133106524,0.8320314300143203,0.830142664397884
86,0.2867124080657959,0.32207825779914856,0.9049593630784541,0.9013921113689095,0.7482523067833924,0.7226198355612201,0.6875,0.5714285714285714,0.3188405797101449,0.26666666666666666,0.43564356435643564,0.36363636363636365,0.3571428571428571,0.29850746268656714,0.24843423799582465,0.2835820895522388,0.09570409686515177,0.09860788863109049,0.9577533852949,0.9411751686176805,0.8320374723498409,0.8299992111332304
87,0.28544434905052185,0.3217813968658447,0.905954552993863,0.9002320185614849,0.7508293478922065,0.7219451755225301,0.6907216494845361,0.5714285714285714,0.32367149758454106,0.26666666666666666,0.4407894736842105,0.36363636363636365,0.3621621621621621,0.29850746268656714,0.2588726513569937,0.2835820895522388,0.09454304196384143,0.09976798143851508,0.9580054944180935,0.940853448037907,0.8349691456765455,0.8282168214596889
88,0.2851713299751282,0.3228192925453186,0.9049593630784541,0.9002320185614849,0.7529931336198726,0.7220730727923527,0.69,0.5714285714285714,0.3333333333333333,0.26666666666666666,0.4495114006514658,0.36363636363636365,0.37176724137931033,0.29850746268656714,0.2609603340292276,0.2835820895522388,0.09553823187925028,0.09976798143851508,0.9581249184888869,0.940476826809713,0.8336581118738106,0.8283615955249729
89,0.28582096099853516,0.3219541907310486,0.9079449328246807,0.9013921113689095,0.751835365453254,0.7226198355612201,0.7096774193548387,0.5714285714285714,0.3188405797101449,0.26666666666666666,0.44,0.36363636363636365,0.35830618892508137,0.29850746268656714,0.2546972860125261,0.2835820895522388,0.0927185271189252,0.09860788863109049,0.9581832257336992,0.9411793184677966,0.836884562971935,0.8299992111332304
90,0.28387555480003357,0.3212445080280304,0.905954552993863,0.9037122969837587,0.7475029116223499,0.7244831070258017,0.7111111111111111,0.5714285714285714,0.30917874396135264,0.26666666666666666,0.43097643097643096,0.36363636363636365,0.34858387799564267,0.29850746268656714,0.2567849686847599,0.29850746268656714,0.09437717697793996,0.0962877030162413,0.958468027669361,0.9404148168692809,0.8350358202964154,0.834139307588522
91,0.2834179401397705,0.32139894366264343,0.9061204179797645,0.9013921113689095,0.7460000911070193,0.7228754084083362,0.7078651685393258,0.5714285714285714,0.30434782608695654,0.26666666666666666,0.42567567567567566,0.36363636363636365,0.34351145038167935,0.29850746268656714,0.2588726513569937,0.29850746268656714,0.09421131199203849,0.09860788863109049,0.958654752940356,0.9402346691883968,0.8353199806085092,0.8302858757637946
92,0.2840366065502167,0.32147327065467834,0.9084425277823851,0.9013921113689095,0.7513712196218059,0.7226198355612201,0.7222222222222222,0.5714285714285714,0.3140096618357488,0.26666666666666666,0.4377104377104377,0.36363636363636365,0.35403050108932466,0.29850746268656714,0.24843423799582465,0.2835820895522388,0.09205506717531929,0.09860788863109049,0.9585300806741843,0.9407123220455292,0.8382719039386649,0.8299992111332304
93,0.28165188431739807,0.3200720250606537,0.9077790678387793,0.9025522041763341,0.7512684006200797,0.7235522815633314,0.7021276595744681,0.5714285714285714,0.3188405797101449,0.26666666666666666,0.43853820598006643,0.36363636363636365,0.35791757049891537,0.29850746268656714,0.2546972860125261,0.2835820895522388,0.09255266213302372,0.09744779582366589,0.9589749578454038,0.9407443821603355,0.8385249570422662,0.8320701331230577
94,0.2809460461139679,0.32008877396583557,0.9071156078951733,0.9013921113689095,0.7554173274200471,0.7228754084083362,0.7040816326530612,0.5714285714285714,0.3333333333333333,0.26666666666666666,0.4524590163934426,0.36363636363636365,0.37257019438444916,0.29850746268656714,0.2588726513569937,0.26865671641791045,0.09321612207662962,0.09860788863109049,0.9592935281134541,0.9409219360400752,0.8379469476461183,0.8302858757637946
95,0.2804550528526306,0.3188250660896301,0.9092718527118925,0.9002320185614849,0.7564315942366631,0.7218160735656132,0.696969696969697,0.5714285714285714,0.3333333333333333,0.26666666666666666,0.45098039215686275,0.36363636363636365,0.37216828478964403,0.29850746268656714,0.2546972860125261,0.2537313432835821,0.09122574224581191,0.09976798143851508,0.9594669430008032,0.9416921896875827,0.8407065751631391,0.8280718029593209
96,0.2797125577926636,0.31850048899650574,0.9081107978105822,0.9002320185614849,0.7540186540944379,0.7218160735656132,0.6938775510204082,0.5714285714285714,0.3285024154589372,0.26666666666666666,0.4459016393442623,0.36363636363636365,0.367170626349892,0.29850746268656714,0.2588726513569937,0.2537313432835821,0.09255266213302372,0.09976798143851508,0.9597635461807436,0.941791846832802,0.8378081663091623,0.8280718029593209
97,0.27941271662712097,0.3182118237018585,0.9079449328246807,0.9013921113689095,0.7519199514627184,0.722748219522413,0.7096774193548387,0.5714285714285714,0.3188405797101449,0.26666666666666666,0.44,0.36363636363636365,0.35830618892508137,0.29850746268656714,0.2588726513569937,0.26865671641791045,0.0927185271189252,0.09860788863109049,0.9599889385773558,0.941967082266054,0.8369846721072141,0.830142664397884
98,0.28023073077201843,0.318481981754303,0.9081107978105822,0.9002320185614849,0.7380039909440436,0.7117477883409257,0.7125,0.5833333333333334,0.2753623188405797,0.23333333333333334,0.397212543554007,0.3333333333333333,0.31387665198237885,0.26515151515151514,0.2567849686847599,0.26865671641791045,0.09255266213302372,0.09976798143851508,0.9599894790649932,0.9420120333482814,0.8357520703943214,0.8263903851017789
99,0.27923455834388733,0.31827205419540405,0.9071156078951733,0.9002320185614849,0.7360066076736066,0.7117477883409257,0.717948717948718,0.5833333333333334,0.27053140096618356,0.23333333333333334,0.3929824561403509,0.3333333333333333,0.3090507726269316,0.26515151515151514,0.2609603340292276,0.26865671641791045,0.09354785204843258,0.09976798143851508,0.9603204187970009,0.9418370117272858,0.8339621922035623,0.8263903851017789
100,0.27825844287872314,0.31735852360725403,0.9079449328246807,0.9002320185614849,0.7428786819298144,0.7117477883409257,0.7142857142857143,0.5833333333333334,0.2898550724637681,0.23333333333333334,0.41237113402061853,0.3333333333333333,0.32894736842105265,0.26515151515151514,0.2567849686847599,0.26865671641791045,0.0927185271189252,0.09976798143851508,0.9605381377945164,0.9420323867248208,0.8359747587406855,0.8263903851017789
