epoch,train_Loss,val_Loss,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_Class0_Precision,val_Class0_Precision,train_Class0_Recall,val_Class0_Recall,train_Class0_F1,val_Class0_F1,train_Class0_F2,val_Class0_F2,train_ChgAcc,val_ChgAcc,train_Ordinal_MAE,val_Ordinal_MAE,train_AUC,val_AUC,train_QWK,val_QWK
25,0.4236465394496918,0.44102197885513306,0.8430917233372035,0.8526682134570766,0.6267547838108204,0.6093101343101344,0.6097560975609756,1.0,0.12077294685990338,0.06666666666666667,0.20161290322580644,0.125,0.14384349827387802,0.08196721311475409,0.3862212943632568,0.43283582089552236,0.16205009122574224,0.1554524361948956,0.8969380398871584,0.873876203055446,0.6905088143113953,0.6867117205610782
26,0.4184097945690155,0.43576252460479736,0.8452479681539227,0.8538283062645011,0.6284535329351306,0.6099181548638808,0.6097560975609756,1.0,0.12077294685990338,0.06666666666666667,0.20161290322580644,0.125,0.14384349827387802,0.08196721311475409,0.3736951983298539,0.43283582089552236,0.15972798142312158,0.1519721577726218,0.8994104363205193,0.8773912285549533,0.6954684412874856,0.701929066465242
27,0.41311079263687134,0.4306209981441498,0.8459114280975286,0.8538283062645011,0.6290745838215629,0.6099181548638808,0.6097560975609756,1.0,0.12077294685990338,0.06666666666666667,0.20161290322580644,0.125,0.14384349827387802,0.08196721311475409,0.3674321503131524,0.417910447761194,0.15906452147951566,0.1519721577726218,0.9017219683000018,0.8806589865105504,0.6968518198238562,0.701929066465242
28,0.40777599811553955,0.425753116607666,0.8477359429424448,0.8584686774941995,0.6280662489863608,0.6133536861148802,0.6,1.0,0.11594202898550725,0.06666666666666667,0.19433198380566802,0.125,0.13824884792626727,0.08196721311475409,0.3653444676409186,0.417910447761194,0.15707414164869796,0.14733178654292342,0.9041538700462058,0.8836349609400895,0.7008767768686472,0.7103849794733202
29,0.40223491191864014,0.42105820775032043,0.8507215126886715,0.8607888631090487,0.626418843499302,0.6149143295647899,0.6666666666666666,1.0,0.10628019323671498,0.06666666666666667,0.18333333333333332,0.125,0.12775842044134728,0.08196721311475409,0.35908141962421714,0.417910447761194,0.15392270691656992,0.14501160092807425,0.9067772170782691,0.8867522881116839,0.7055446901281808,0.7143579497199299
30,0.3966995179653168,0.4165254831314087,0.8527118925194891,0.8654292343387471,0.6207311817089927,0.6185069829913792,0.6551724137931034,1.0,0.09178743961352658,0.06666666666666667,0.16101694915254236,0.125,0.11085180863477245,0.08196721311475409,0.34237995824634654,0.417910447761194,0.15242992204345662,0.14037122969837587,0.9093841570594053,0.8896818347448264,0.7056814348398854,0.7230688489854376
31,0.3913901746273041,0.4120914340019226,0.8555315972798142,0.8665893271461717,0.6228842467611597,0.6194406570575249,0.6551724137931034,1.0,0.09178743961352658,0.06666666666666667,0.16101694915254236,0.125,0.11085180863477245,0.08196721311475409,0.33611691022964507,0.417910447761194,0.14961021728313154,0.13921113689095127,0.9119689900665744,0.8921095603154495,0.7108743411173328,0.7253054340791873
32,0.38651105761528015,0.4079430103302002,0.8590147619837453,0.8700696055684455,0.6328394938487016,0.6224031933580099,0.6666666666666666,1.0,0.10628019323671498,0.06666666666666667,0.18333333333333332,0.125,0.12775842044134728,0.08196721311475409,0.3277661795407098,0.40298507462686567,0.14612705257920053,0.1368909512761021,0.9145143034001969,0.8948360493575193,0.7180478017923131,0.7255503198565789
33,0.38196665048599243,0.40400007367134094,0.8600099518991541,0.87122969837587,0.6373929034788415,0.6231898520202442,0.6,1.0,0.11594202898550725,0.06666666666666667,0.19433198380566802,0.125,0.13824884792626727,0.08196721311475409,0.31941544885177453,0.373134328358209,0.1449659976778902,0.1357308584686775,0.9169920224443965,0.8972850275795577,0.7222735481406866,0.727540024404228
34,0.37752997875213623,0.40023279190063477,0.8611710068004644,0.8723897911832946,0.6405070679549264,0.6239774055317491,0.6097560975609756,1.0,0.12077294685990338,0.06666666666666667,0.20161290322580644,0.125,0.14384349827387802,0.08196721311475409,0.31524008350730687,0.373134328358209,0.1436390777906784,0.1345707656612529,0.9194765452368783,0.8996728350004809,0.7253058087991356,0.7295315043241228
35,0.3731619715690613,0.396750807762146,0.864488306518494,0.8747099767981439,0.6474462288455901,0.6256939033891702,0.627906976744186,1.0,0.13043478260869565,0.06666666666666667,0.216,0.125,0.1549942594718714,0.08196721311475409,0.3048016701461378,0.373134328358209,0.14032177807264887,0.13225058004640372,0.9221217277178639,0.9025532717085308,0.731298262096177,0.7337575745690585
36,0.36891141533851624,0.39316526055336,0.8666445513352131,0.8747099767981439,0.6487008260546195,0.6255552338281163,0.6136363636363636,1.0,0.13043478260869565,0.06666666666666667,0.2151394422310757,0.125,0.15481651376146788,0.08196721311475409,0.302713987473904,0.3582089552238806,0.1379996682700282,0.13225058004640372,0.9243544992480608,0.9054440860210639,0.7361439331042139,0.7335197997939056
37,0.3646734654903412,0.3894171118736267,0.8674738762647205,0.8758700696055685,0.6578527526707492,0.6261317067978438,0.62,1.0,0.1497584541062802,0.06666666666666667,0.24124513618677043,0.125,0.1765375854214123,0.08196721311475409,0.30062630480167013,0.34328358208955223,0.13700447835461935,0.12877030162412992,0.9264228204518462,0.9080680445967602,0.7396146104633552,0.7486609527449856
38,0.36058270931243896,0.38559481501579285,0.8688007961519323,0.8735498839907193,0.6656115065359804,0.6223612702055966,0.6415094339622641,0.5,0.1642512077294686,0.06666666666666667,0.26153846153846155,0.11764705882352941,0.19296254256526676,0.08064516129032256,0.302713987473904,0.3283582089552239,0.1353458284956046,0.12993039443155452,0.9286990930205793,0.9105850756933013,0.7446298607796029,0.7534061927250512
39,0.35697683691978455,0.3816426396369934,0.870459446010947,0.8747099767981439,0.6758114850481829,0.6571983910452857,0.6190476190476191,0.6666666666666666,0.18840579710144928,0.13333333333333333,0.28888888888888886,0.2222222222222222,0.21885521885521886,0.15873015873015872,0.302713987473904,0.3283582089552239,0.13335544866478685,0.12877030162412992,0.9307098049434033,0.9146815355014567,0.7510668666946592,0.7576289189981591
40,0.3534921705722809,0.37709006667137146,0.8741084757007795,0.8747099767981439,0.6908815806994294,0.6571983910452857,0.6216216216216216,0.6666666666666666,0.2222222222222222,0.13333333333333333,0.3274021352313167,0.2222222222222222,0.25498891352549885,0.15873015873015872,0.3089770354906054,0.3283582089552239,0.1290429590313485,0.12877030162412992,0.9331737365639224,0.9196825964306464,0.762642513474817,0.7576289189981591
41,0.3495789170265198,0.3725258409976959,0.8756012605738929,0.8758700696055685,0.6955108218017388,0.654801243968768,0.6233766233766234,0.5,0.2318840579710145,0.13333333333333333,0.3380281690140845,0.21052631578947367,0.26519337016574585,0.15625,0.3089770354906054,0.31343283582089554,0.12738430917233373,0.12761020881670534,0.935327657500158,0.923604862226543,0.7667140395111661,0.7621910614737724
42,0.3458644449710846,0.369154155254364,0.8782551003483164,0.8805104408352669,0.7069229050104772,0.6749646030661068,0.6463414634146342,0.625,0.2560386473429952,0.16666666666666666,0.36678200692041524,0.2631578947368421,0.2912087912087913,0.19531249999999997,0.302713987473904,0.3283582089552239,0.1240670094543042,0.12064965197215777,0.9374953409130939,0.925134521480457,0.77593268628055,0.7830674264007598
43,0.34257885813713074,0.3661707639694214,0.8799137502073312,0.8781902552204176,0.7112082884387224,0.6848801014968329,0.6470588235294118,0.6,0.26570048309178745,0.2,0.3767123287671233,0.3,0.30120481927710846,0.23076923076923078,0.2964509394572025,0.31343283582089554,0.12240835959528944,0.12180974477958237,0.9393836275469892,0.9264522227771025,0.7790123102335815,0.7867673735941159
44,0.3400542736053467,0.3639966547489166,0.8799137502073312,0.8793503480278422,0.7057475648979419,0.6858147330553512,0.6341463414634146,0.6,0.25120772946859904,0.2,0.35986159169550175,0.3,0.28571428571428575,0.23076923076923078,0.2964509394572025,0.31343283582089554,0.12290595455299386,0.12064965197215777,0.9410439044066982,0.9273450110399177,0.7758207104964592,0.7888886795651928
45,0.337711364030838,0.3620995879173279,0.8810748051086416,0.8816705336426914,0.7051692782242368,0.6875357697653502,0.6375,0.6,0.2463768115942029,0.2,0.3554006968641115,0.3,0.28083700440528636,0.23076923076923078,0.2964509394572025,0.31343283582089554,0.121910764637585,0.11832946635730858,0.9422049401926266,0.9284854985537541,0.7766641905276319,0.7929485126504776
46,0.33499258756637573,0.36012518405914307,0.8828993199535577,0.882830626450116,0.7096588228791972,0.6886090116493992,0.6666666666666666,0.6,0.25120772946859904,0.2,0.3649122807017544,0.3,0.2869757174392936,0.23076923076923078,0.29436325678496866,0.29850746268656714,0.11942278984906286,0.11716937354988399,0.9430146333906967,0.9291511903667328,0.7833836932595833,0.7952417014351096
47,0.33288809657096863,0.35871586203575134,0.8837286448830652,0.882830626450116,0.7100583452584672,0.6887491248838482,0.6582278481012658,0.6,0.25120772946859904,0.2,0.36363636363636365,0.3,0.2866593164277839,0.23076923076923078,0.29018789144050106,0.29850746268656714,0.11859346491955548,0.11716937354988399,0.9436218446381677,0.9296259883295704,0.7852083543411695,0.7954168409476499
48,0.3307143747806549,0.3570319712162018,0.8855531597279814,0.8839907192575406,0.7108378003659478,0.6895372725494032,0.65,0.6,0.25120772946859904,0.2,0.3623693379790941,0.3,0.2863436123348018,0.23076923076923078,0.30062630480167013,0.29850746268656714,0.11593962514513187,0.11600928074245939,0.9444777551204501,0.9303724035242024,0.7928443884953212,0.7973557511472203
49,0.3303060829639435,0.35667863488197327,0.888206999502405,0.8874709976798144,0.7145446794804592,0.6891962545211948,0.6625,0.5454545454545454,0.2560386473429952,0.2,0.3693379790940767,0.2926829268292683,0.29185022026431723,0.22900763358778625,0.3068893528183716,0.3283582089552239,0.11345165035660972,0.11252900232018562,0.9450902698418577,0.9307681135719156,0.7959080399061653,0.8034748109114328
50,0.3277967870235443,0.35473889112472534,0.8892021894178139,0.8897911832946636,0.716769695345088,0.6910665517339648,0.6585365853658537,0.5454545454545454,0.2608695652173913,0.2,0.3737024221453287,0.2926829268292683,0.2967032967032967,0.22900763358778625,0.3048016701461378,0.3283582089552239,0.11229059545529939,0.11020881670533643,0.945649227858398,0.9312807449942632,0.7988872878861335,0.8076914044703705
51,0.32471176981925964,0.3526080250740051,0.888870459446011,0.8874709976798144,0.7186995728911909,0.6896192029913665,0.6626506024096386,0.5454545454545454,0.26570048309178745,0.2,0.3793103448275862,0.2926829268292683,0.30186608122941827,0.22900763358778625,0.2985386221294363,0.3283582089552239,0.11229059545529939,0.11252900232018562,0.9462359715099952,0.9316482881805102,0.8007263328023724,0.8039779254209315
52,0.32284122705459595,0.3511390686035156,0.8892021894178139,0.8851508120649652,0.7219199817358269,0.6989630898768965,0.6551724137931034,0.5384615384615384,0.2753623188405797,0.23333333333333334,0.3877551020408163,0.32558139534883723,0.3114754098360656,0.2631578947368421,0.29018789144050106,0.29850746268656714,0.11195886548349643,0.1148491879350348,0.9467342203785923,0.9320277784265798,0.8020765193591157,0.8020431738785508
53,0.3208514153957367,0.3484644889831543,0.8915242992204345,0.8897911832946636,0.7238379043435438,0.7021334669034239,0.6627906976744186,0.5384615384615384,0.2753623188405797,0.23333333333333334,0.3890784982935154,0.32558139534883723,0.31181619256017507,0.2631578947368421,0.29227557411273486,0.31343283582089554,0.10963675568087576,0.11020881670533643,0.9472387321803978,0.9327587612919573,0.8057006043533244,0.8097200987066822
54,0.3208179175853729,0.3477097451686859,0.8926853541217449,0.8897911832946636,0.7243533781925472,0.6888924911294825,0.6627906976744186,0.5,0.2753623188405797,0.2,0.3890784982935154,0.2857142857142857,0.31181619256017507,0.22727272727272727,0.2839248434237996,0.3283582089552239,0.10847570077956543,0.11020881670533643,0.9476123655503467,0.9331540893685292,0.8072773984402157,0.808466845982926
55,0.3189881443977356,0.34602823853492737,0.8938464090230552,0.8897911832946636,0.7323038727702569,0.7042901604243452,0.6526315789473685,0.5833333333333334,0.2995169082125604,0.23333333333333334,0.4105960264900662,0.3333333333333333,0.33586132177681477,0.26515151515151514,0.2797494780793319,0.31343283582089554,0.10748051086415658,0.11020881670533643,0.9479718962907695,0.9335629379601054,0.80956114142599,0.808629771402665
56,0.31624430418014526,0.34422460198402405,0.892021894178139,0.8897911832946636,0.7295324467234693,0.7045643986841613,0.648936170212766,0.5833333333333334,0.2946859903381642,0.23333333333333334,0.4053156146179402,0.3333333333333333,0.33080260303687636,0.26515151515151514,0.2755741127348643,0.29850746268656714,0.10913916072317134,0.11020881670533643,0.9482752074890356,0.9336210977903234,0.8075569016241647,0.808954792110899
57,0.31534045934677124,0.34404197335243225,0.8930170840935479,0.8909512761020881,0.7313351735912916,0.7054932348215224,0.6391752577319587,0.5833333333333334,0.2995169082125604,0.23333333333333334,0.40789473684210525,0.3333333333333333,0.33513513513513515,0.26515151515151514,0.2755741127348643,0.29850746268656714,0.10814397080776249,0.10904872389791183,0.9485212242612283,0.9334135865818055,0.8098807498644884,0.8110460235434584
58,0.3137173652648926,0.34264060854911804,0.8940122740089567,0.8897911832946636,0.7292890955447188,0.7045643986841613,0.6451612903225806,0.5833333333333334,0.2898550724637681,0.23333333333333334,0.4,0.3333333333333333,0.3257328990228013,0.26515151515151514,0.2755741127348643,0.29850746268656714,0.10714878089235362,0.11020881670533643,0.9489414224616618,0.933899725890425,0.8108619325475341,0.808954792110899
59,0.3137246370315552,0.3429471552371979,0.8950074639243656,0.894431554524362,0.7298351733826295,0.7076133354946776,0.6451612903225806,0.5833333333333334,0.2898550724637681,0.23333333333333334,0.4,0.3333333333333333,0.3257328990228013,0.26515151515151514,0.2776617954070981,0.31343283582089554,0.10631945596284624,0.10556844547563805,0.9492278407446135,0.934032927671209,0.8114332655736733,0.8165313998362764
60,0.3116162419319153,0.34151118993759155,0.8953391938961686,0.8932714617169374,0.7305531358660611,0.7069500924214417,0.6521739130434783,0.5833333333333334,0.2898550724637681,0.23333333333333334,0.4013377926421405,0.3333333333333333,0.3260869565217392,0.26515151515151514,0.2776617954070981,0.29850746268656714,0.10582186100514182,0.10672853828306264,0.949635523673793,0.9342196977943416,0.8128640928299611,0.8147518313649276
61,0.3098126947879791,0.3405761122703552,0.895173328910267,0.8955916473317865,0.7322782668502388,0.7214013221298176,0.6559139784946236,0.6153846153846154,0.2946859903381642,0.26666666666666666,0.4066666666666667,0.37209302325581395,0.3311617806731813,0.30075187969924816,0.2755741127348643,0.29850746268656714,0.1059877259910433,0.10440835266821345,0.9500129272128389,0.9340949495284128,0.8128564940002125,0.8198110315226177
62,0.30870652198791504,0.34029462933540344,0.895836788853873,0.894431554524362,0.733139740702485,0.720603904964494,0.6630434782608695,0.6153846153846154,0.2946859903381642,0.26666666666666666,0.4080267558528428,0.37209302325581395,0.33152173913043476,0.30075187969924816,0.2755741127348643,0.29850746268656714,0.10515840106153591,0.10556844547563805,0.9503654519603728,0.9340306043145703,0.8147224242945508,0.8178859146100805
63,0.3080635070800781,0.34022217988967896,0.8974954387128877,0.8932714617169374,0.7355181082353552,0.7196760463782038,0.6595744680851063,0.6153846153846154,0.2995169082125604,0.26666666666666666,0.4119601328903654,0.37209302325581395,0.3362255965292842,0.30075187969924816,0.2755741127348643,0.29850746268656714,0.10349975120252115,0.10672853828306264,0.950733787836117,0.9342317585876095,0.817643398014398,0.8158068322231203
64,0.30666977167129517,0.33891957998275757,0.898988223586001,0.8979118329466357,0.7378809147871231,0.7257885238505394,0.6813186813186813,0.6666666666666666,0.2995169082125604,0.26666666666666666,0.4161073825503356,0.38095238095238093,0.3373231773667029,0.30303030303030304,0.2755741127348643,0.29850746268656714,0.10200696632940787,0.10208816705336426,0.9511971954437514,0.9348147113191266,0.81983678288681,0.8229566353918686
65,0.3049747943878174,0.3371032774448395,0.8963343838115774,0.894431554524362,0.7361111830368943,0.7105603297557684,0.6813186813186813,0.6363636363636364,0.2995169082125604,0.23333333333333334,0.4161073825503356,0.34146341463414637,0.3373231773667029,0.26717557251908397,0.27139874739039666,0.29850746268656714,0.10449494111793001,0.10556844547563805,0.9516739711624584,0.9353802721021286,0.8164053987440488,0.8162597969633513
66,0.30361220240592957,0.33559083938598633,0.8988223586000995,0.8967517401392111,0.7382456383130003,0.7221996977952814,0.6888888888888889,0.6153846153846154,0.2995169082125604,0.26666666666666666,0.4175084175084175,0.37209302325581395,0.3376906318082789,0.30075187969924816,0.27139874739039666,0.29850746268656714,0.10184110134350638,0.10324825986078887,0.9520343961115936,0.9358072024908736,0.8213132873333275,0.8217377766831022
67,0.3042362928390503,0.3359653651714325,0.9019737933322276,0.9013921113689095,0.7403661588770175,0.7254029762454923,0.6888888888888889,0.6153846153846154,0.2995169082125604,0.26666666666666666,0.4175084175084175,0.37209302325581395,0.3376906318082789,0.30075187969924816,0.27139874739039666,0.29850746268656714,0.09885553159727982,0.09860788863109049,0.952312294168793,0.9366123838366368,0.8255888589937758,0.8294610811892803
68,0.30227789282798767,0.3348010778427124,0.9018079283463261,0.9002320185614849,0.7402687114006706,0.7219451755225301,0.6888888888888889,0.5714285714285714,0.2995169082125604,0.26666666666666666,0.4175084175084175,0.36363636363636365,0.3376906318082789,0.29850746268656714,0.26931106471816285,0.29850746268656714,0.09902139658318129,0.09976798143851508,0.9528361311043748,0.9367254303847904,0.8253332451950096,0.8282168214596889
69,0.3005305230617523,0.3350081443786621,0.9001492784873113,0.8955916473317865,0.7402151877586415,0.718742985409652,0.6774193548387096,0.5714285714285714,0.30434782608695654,0.26666666666666666,0.42,0.36363636363636365,0.34201954397394135,0.29850746268656714,0.27139874739039666,0.29850746268656714,0.10068004644219605,0.10440835266821345,0.9533490690460309,0.9362428681488781,0.8232170078874571,0.8205296665062738
70,0.29905375838279724,0.33426469564437866,0.9018079283463261,0.8990719257540604,0.7400705104289477,0.7211431398015287,0.6813186813186813,0.5714285714285714,0.2995169082125604,0.26666666666666666,0.4161073825503356,0.36363636363636365,0.3373231773667029,0.29850746268656714,0.26931106471816285,0.29850746268656714,0.09902139658318129,0.10092807424593968,0.9538037924473673,0.9364304496055275,0.825733265161934,0.8262926022523545
71,0.30078229308128357,0.33500003814697266,0.9037983081771438,0.9013921113689095,0.7425014890464695,0.7254029762454923,0.7045454545454546,0.6153846153846154,0.2995169082125604,0.26666666666666666,0.42033898305084744,0.37209302325581395,0.33842794759825323,0.30075187969924816,0.2630480167014614,0.29850746268656714,0.0968651517664621,0.09860788863109049,0.9539397879750634,0.9374864725059605,0.829316800079269,0.8294610811892803
