Split,Class0_Threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
Val_RawArgmax,,0.9037122969837587,0.9026180529773988,0.9037122969837587,0.7244831070258017,0.9000796990248291,0.5714285714285714,0.26666666666666666,0.36363636363636365,0.29850746268656714,30,0.9404148168692809,0.834139307588522,0.29850746268656714,0.0962877030162413
Test_RawArgmax,,0.9030760301799188,0.9053129632352059,0.9030760301799188,0.7288675615812363,0.8985745413018675,0.75,0.2542372881355932,0.379746835443038,0.29296874999999994,59,0.9501017952557108,0.82350565786817,0.2153846153846154,0.09808473592571097
Val_Class0Calibrated,0.22,0.894431554524362,0.8991199485512201,0.894431554524362,0.7352523894862605,0.8963449948499721,0.3939393939393939,0.43333333333333335,0.4126984126984127,0.42483660130718964,30,0.9404148168692809,0.8267062466850309,0.29850746268656714,0.10672853828306264
Test_Class0Calibrated,0.22,0.8943702843876958,0.8999409941115893,0.8943702843876958,0.7615884022485672,0.8966501373649882,0.45714285714285713,0.5423728813559322,0.49612403100775193,0.522875816993464,59,0.9501017952557108,0.8249167259422964,0.23076923076923078,0.1073708647707487
