Split,Class0_Threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
Val_RawArgmax,,0.7621809744779582,0.7505255072651353,0.7621809744779582,0.5098497462774242,0.7532489172017022,0.043478260869565216,0.03333333333333333,0.03773584905660377,0.03496503496503497,30,0.7702262751525749,0.4570989867784705,0.26865671641791045,0.26450116009280744
Test_RawArgmax,,0.7626233313987232,0.7489536823676562,0.7626233313987232,0.4962566593221685,0.752985852072747,0.0,0.0,0.0,0.0,59,0.7848507316918703,0.482816599502203,0.27692307692307694,0.2582704585026117
Val_Class0Calibrated,0.47,0.7621809744779582,0.7505255072651353,0.7621809744779582,0.5098497462774242,0.7532489172017022,0.043478260869565216,0.03333333333333333,0.03773584905660377,0.03496503496503497,30,0.7702262751525749,0.4570989867784705,0.26865671641791045,0.26450116009280744
Test_Class0Calibrated,0.47,0.7614625652930934,0.7485341708691803,0.7614625652930934,0.49537002922899315,0.7521228928932606,0.0,0.0,0.0,0.0,59,0.7848507316918703,0.483105676874069,0.27692307692307694,0.2594312246082414
