selected_threshold,selection_metric,accuracy_floor_drop,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.47,Class0_F2,0.005,0.47,0.7621809744779582,0.7505255072651353,0.7621809744779582,0.5098497462774242,0.7532489172017022,0.043478260869565216,0.03333333333333333,0.03773584905660377,0.03496503496503497,30.0,0.7702262751525749,0.4570989867784705,0.26865671641791045,0.26450116009280744
