epoch,train_Loss,val_Loss,train_Objective_Loss,val_Objective_Loss,train_CE_Loss,val_CE_Loss,train_Aux_Loss,val_Aux_Loss,val_LossGap,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_Class0_Precision,val_Class0_Precision,train_Class0_Recall,val_Class0_Recall,train_Class0_F1,val_Class0_F1,train_Class0_F2,val_Class0_F2,train_ChgAcc,val_ChgAcc,train_Ordinal_MAE,val_Ordinal_MAE,train_AUC,val_AUC,train_QWK,val_QWK,train_PersistenceAcc,val_PersistenceAcc,Learning_Rate,context_mask_prob,val_MetricScore,val_CheckpointScore,val_BalancedEligible,checkpoint_event
11,0.2629949748516083,0.26099011301994324,0.39274877309799194,0.3910668194293976,0.2629949748516083,0.26099011301994324,0.011163785122334957,0.011035542003810406,0.0,0.919887211809587,0.9222737819025522,0.8218974979815434,0.8285206202380255,0.6341463414634146,0.625,0.6280193236714976,0.6666666666666666,0.6310679611650486,0.6451612903225806,0.6292352371732817,0.6578947368421052,0.012526096033402923,0.029850746268656716,0.0807762481340189,0.07888631090487239,0.9586210226102786,0.9600883110382457,0.8663265655769592,0.8695565701636055,0.9205506717531929,0.9222737819025522,0.001,0.125,0.8299875121422743,0.788110948528978,True,loss+balanced
12,0.26175159215927124,0.260466068983078,0.3907279372215271,0.38979005813598633,0.26175159215927124,0.260466068983078,0.012762603349983692,0.012666420079767704,0.0,0.9203848067672914,0.9211136890951276,0.8280089751462979,0.8311172287049139,0.6415094339622641,0.6176470588235294,0.6570048309178744,0.7,0.649164677804296,0.65625,0.653846153846154,0.6818181818181818,0.006263048016701462,0.0,0.08027865317631448,0.08004640371229699,0.9600046803945664,0.9609348631108997,0.8676751236898299,0.8687232682548058,0.9205506717531929,0.9222737819025522,0.001,0.11750000000000001,0.830267924561992,0.7872460658014956,True,loss+balanced
13,0.2611542046070099,0.26048123836517334,0.38952943682670593,0.389225035905838,0.2611542046070099,0.26048123836517334,0.01433659065514803,0.014281184412539005,0.0,0.9205506717531929,0.9211136890951276,0.8302076479100369,0.8311172287049139,0.6405529953917051,0.6176470588235294,0.6714975845410628,0.7,0.6556603773584906,0.65625,0.6650717703349283,0.6818181818181818,0.0020876826722338203,0.0,0.08011278819041301,0.08004640371229699,0.9612432486639685,0.9622106814249966,0.8683359870830241,0.8687232682548058,0.9205506717531929,0.9222737819025522,0.001,0.11,0.830267924561992,0.7872430319250765,True,
14,0.26104623079299927,0.26081180572509766,0.38900572061538696,0.38915127515792847,0.26104623079299927,0.26081180572509766,0.015891898423433304,0.015874098986387253,0.0,0.9205506717531929,0.9222737819025522,0.8302076479100369,0.8385356600694757,0.6405529953917051,0.6285714285714286,0.6714975845410628,0.7333333333333333,0.6556603773584906,0.676923076923077,0.6650717703349283,0.7096774193548386,0.0020876826722338203,0.0,0.08011278819041301,0.07888631090487239,0.9623417460833906,0.9632029763837927,0.8683359870830241,0.8710992241173052,0.9205506717531929,0.9222737819025522,0.001,0.10250000000000001,0.8349061451563148,0.7900410621777443,True,
15,0.26103487610816956,0.2610035538673401,0.38889381289482117,0.38924703001976013,0.26103487610816956,0.2610035538673401,0.017445212230086327,0.01745075173676014,0.0,0.9205506717531929,0.9222737819025522,0.8297682689759905,0.8385356600694757,0.6376146788990825,0.6285714285714286,0.6714975845410628,0.7333333333333333,0.6541176470588236,0.676923076923077,0.6644359464627151,0.7096774193548386,0.0020876826722338203,0.0,0.08027865317631448,0.07888631090487239,0.9632259595224081,0.9643146353243309,0.8676101029549942,0.8710992241173052,0.9205506717531929,0.9222737819025522,0.001,0.09499999999999999,0.8349061451563148,0.7900027125492958,True,
16,0.2610069215297699,0.26105859875679016,0.3889126479625702,0.38935041427612305,0.2610069215297699,0.26105859875679016,0.018989067524671555,0.019009217619895935,5.167722702026367e-05,0.9205506717531929,0.9222737819025522,0.8302076479100369,0.8385356600694757,0.6405529953917051,0.6285714285714286,0.6714975845410628,0.7333333333333333,0.6556603773584906,0.676923076923077,0.6650717703349283,0.7096774193548386,0.0020876826722338203,0.0,0.08011278819041301,0.07888631090487239,0.963993753510659,0.9650437893790813,0.8683359870830241,0.8710992241173052,0.9205506717531929,0.9222737819025522,0.001,0.0875,0.8349061451563148,0.7899855023041633,True,
17,0.2606016993522644,0.26055365800857544,0.3889389634132385,0.3892609477043152,0.2606016993522644,0.26055365800857544,0.02052372880280018,0.020534824579954147,0.0,0.9210482667108973,0.9222737819025522,0.8310063271010665,0.8385356600694757,0.6523809523809524,0.6285714285714286,0.6618357487922706,0.7333333333333333,0.657074340527578,0.676923076923077,0.6599229287090559,0.7096774193548386,0.012526096033402923,0.0,0.07961519323270858,0.07888631090487239,0.9645642358814376,0.965764812333846,0.8685944793059504,0.8710992241173052,0.9205506717531929,0.9222737819025522,0.001,0.08,0.8349061451563148,0.7900926917210487,True,balanced
18,0.25989392399787903,0.2596893906593323,0.38907045125961304,0.3892216086387634,0.25989392399787903,0.2596893906593323,0.022051438689231873,0.022046595811843872,0.0,0.9212141316967988,0.9176334106728539,0.8295353086045795,0.8075176245609342,0.6568627450980392,0.5806451612903226,0.6473429951690821,0.6,0.6520681265206812,0.5901639344262295,0.6492248062015504,0.5960264900662251,0.020876826722338204,0.0,0.0794493282468071,0.08352668213457076,0.9650451050460352,0.966186364369205,0.8684006957439045,0.8614773892044961,0.9205506717531929,0.9222737819025522,0.001,0.07249999999999998,0.815979732140374,0.7785963447177904,False,loss
19,0.2588455379009247,0.25853610038757324,0.3892669975757599,0.3893081843852997,0.2588455379009247,0.25853610038757324,0.023575635626912117,0.023559926077723503,0.0,0.9217117266545032,0.9176334106728539,0.8302930524020954,0.8030349885183007,0.6700507614213198,0.5862068965517241,0.6376811594202898,0.5666666666666667,0.6534653465346535,0.576271186440678,0.6439024390243901,0.5704697986577181,0.031315240083507306,0.014925373134328358,0.0787858683032012,0.08352668213457076,0.965304802535173,0.9665955009770076,0.8694831057536234,0.8603211029263635,0.9205506717531929,0.9222737819025522,0.001,0.065,0.8135486251102566,0.7778812590788258,False,loss
20,0.2575412094593048,0.25716128945350647,0.38963404297828674,0.3896203637123108,0.2575412094593048,0.25716128945350647,0.025116922333836555,0.025098439306020737,0.0,0.9197213468236856,0.9176334106728539,0.8137128252012499,0.7982263242837325,0.6536312849162011,0.5925925925925926,0.5652173913043478,0.5333333333333333,0.6062176165803109,0.5614035087719298,0.5809334657398212,0.54421768707483,0.037578288100208766,0.029850746268656716,0.0807762481340189,0.08352668213457076,0.9653768889178149,0.9667675303574014,0.8647649353955378,0.8591453504804974,0.9205506717531929,0.9222737819025522,0.001,0.057499999999999996,0.8110124533183474,0.77715385324651,False,loss
21,0.2561567425727844,0.2557520568370819,0.3886084258556366,0.3885975480079651,0.2561567425727844,0.2557520568370819,0.02501889131963253,0.025006629526615143,0.0,0.9217117266545032,0.9187935034802784,0.8206770502323663,0.8022312056266115,0.703030303030303,0.6153846153846154,0.5603864734299517,0.5333333333333333,0.6236559139784946,0.5714285714285714,0.5840886203423967,0.5479452054794521,0.06471816283924843,0.04477611940298507,0.0787858683032012,0.08236658932714618,0.9652591848527177,0.9666306837548578,0.8669254629526593,0.8604615063930565,0.9205506717531929,0.9222737819025522,0.001,0.04999999999999999,0.8134834456615238,0.7795101336598129,False,loss
22,0.254861056804657,0.25452643632888794,0.3879694938659668,0.38806676864624023,0.254861056804657,0.25452643632888794,0.02495608478784561,0.024966733530163765,0.0,0.9217117266545032,0.919953596287703,0.8159098492797163,0.801236121748825,0.7218543046357616,0.6521739130434783,0.5265700483091788,0.5,0.6089385474860335,0.5660377358490566,0.5566905005107252,0.5244755244755245,0.07933194154488518,0.07462686567164178,0.0787858683032012,0.08120649651972157,0.9650459793182723,0.9663903090701159,0.8657747007243897,0.8606055161261342,0.9205506717531929,0.9222737819025522,0.001,0.04249999999999998,0.813305168271573,0.7807747209177202,True,loss+balanced
23,0.2536933422088623,0.25347980856895447,0.3875086009502411,0.38777077198028564,0.2536933422088623,0.25347980856895447,0.02489296719431877,0.02493506483733654,0.0,0.9200530767954884,0.919953596287703,0.8010703978064049,0.7957034338285583,0.7050359712230215,0.6666666666666666,0.47342995169082125,0.4666666666666667,0.5664739884393064,0.5490196078431373,0.5067218200620476,0.4964539007092198,0.081419624217119,0.08955223880597014,0.08061038314811743,0.08120649651972157,0.9649433216402011,0.966347399810804,0.861109237985422,0.8594017597433783,0.9205506717531929,0.9222737819025522,0.001,0.035,0.8105154423022187,0.7798490555172208,True,loss+balanced
24,0.25245827436447144,0.25250864028930664,0.3872131109237671,0.38778939843177795,0.25245827436447144,0.25250864028930664,0.02480560727417469,0.02489703707396984,5.036592483520508e-05,0.9207165367390944,0.919953596287703,0.8025285805754625,0.7897066884244711,0.7384615384615385,0.6842105263157895,0.463768115942029,0.43333333333333335,0.56973293768546,0.5306122448979592,0.501043841336117,0.4676258992805755,0.09394572025052192,0.1044776119402985,0.07994692320451152,0.08120649651972157,0.9651367586976644,0.9665156968418561,0.8614495288633957,0.8581770319183942,0.9205506717531929,0.9222737819025522,0.001,0.027499999999999997,0.8075955271019145,0.7788299386025727,True,loss+balanced
25,0.2511526048183441,0.25151658058166504,0.3867422342300415,0.38767486810684204,0.2511526048183441,0.25151658058166504,0.02465859241783619,0.024801596999168396,0.00036397576332092285,0.9203848067672914,0.919953596287703,0.800070249732066,0.7897066884244711,0.7401574803149606,0.6842105263157895,0.45410628019323673,0.43333333333333335,0.562874251497006,0.5306122448979592,0.49214659685863876,0.4676258992805755,0.09603340292275574,0.1044776119402985,0.08027865317631448,0.08120649651972157,0.9656776439905701,0.967009540950034,0.8606307472289121,0.8581770319183942,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8075955271019145,0.7789907173634828,True,loss+balanced
26,0.24971340596675873,0.2503393888473511,0.3858935534954071,0.38710418343544006,0.24971340596675873,0.2503393888473511,0.024422604590654373,0.024600721895694733,0.0006259828805923462,0.92021894178139,0.919953596287703,0.8002652137378728,0.7893683159194794,0.7307692307692307,0.6842105263157895,0.45893719806763283,0.43333333333333335,0.5637982195845698,0.5306122448979592,0.4958246346555324,0.4676258992805755,0.0918580375782881,0.1044776119402985,0.08044451816221596,0.08004640371229699,0.9665685018326932,0.9678344833646638,0.8606096741945397,0.8640297736344226,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8084976057491908,0.7800218316803403,True,loss+balanced
27,0.24832391738891602,0.2491890788078308,0.38474127650260925,0.3861806094646454,0.24832391738891602,0.2491890788078308,0.024116134271025658,0.02431873232126236,0.0008651614189147949,0.9205506717531929,0.9211136890951276,0.8074380470840746,0.7996783625730995,0.7318840579710145,0.7,0.48792270531400966,0.4666666666666667,0.5855072463768116,0.56,0.5227743271221532,0.5,0.08768267223382047,0.1044776119402985,0.07994692320451152,0.07888631090487239,0.9675759482099776,0.9688835684697695,0.8626859920625216,0.866581690717895,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8139028683738421,0.7835238943096698,True,loss+balanced
28,0.24711258709430695,0.2481497973203659,0.38346269726753235,0.3850438594818115,0.24711258709430695,0.2481497973203659,0.0237872377038002,0.02400023676455021,0.00103721022605896,0.9210482667108973,0.9234338747099768,0.8153699394081374,0.8191735885397858,0.7218543046357616,0.7272727272727273,0.5265700483091788,0.5333333333333333,0.6089385474860335,0.6153846153846154,0.5566905005107252,0.5633802816901409,0.07724425887265135,0.1044776119402985,0.0794493282468071,0.0765661252900232,0.9685184753469794,0.9696233524225004,0.8646262255301949,0.8716196700003611,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8244542366815467,0.7901585829813343,True,loss+balanced
29,0.24615679681301117,0.2473926544189453,0.3820585608482361,0.3838014602661133,0.24615679681301117,0.2473926544189453,0.02344902977347374,0.023674657568335533,0.001235857605934143,0.9220434566263062,0.9211136890951276,0.8283925032950701,0.8102615277232474,0.7176470588235294,0.6666666666666666,0.5893719806763285,0.5333333333333333,0.6472148541114059,0.5925925925925926,0.6112224448897795,0.5555555555555556,0.06471816283924843,0.07462686567164178,0.07845413833139823,0.07888631090487239,0.9692718142828887,0.9700924478792198,0.8678444120398834,0.8688574471322075,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8193655665931263,0.7860321471264964,True,loss+balanced
30,0.24538514018058777,0.24685196578502655,0.38086754083633423,0.38280189037323,0.24538514018058777,0.24685196578502655,0.023155875504016876,0.023397216573357582,0.0014668256044387817,0.9227069165699121,0.9211136890951276,0.8312344806972017,0.8149696048632219,0.7078651685393258,0.6538461538461539,0.6086956521739131,0.5666666666666667,0.6545454545454545,0.6071428571428571,0.6262425447316102,0.5821917808219177,0.06471816283924843,0.05970149253731343,0.07779067838779234,0.07888631090487239,0.9698392794601581,0.9706266859803988,0.8695545744960888,0.8699664578415888,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8219200797834508,0.7871129104492522,True,loss+balanced
31,0.2446553260087967,0.24631045758724213,0.3798695504665375,0.38193947076797485,0.2446553260087967,0.24631045758724213,0.022925209254026413,0.02317350171506405,0.0016551315784454346,0.9225410515840106,0.9222737819025522,0.8289879751889181,0.815804515548534,0.6923076923076923,0.6538461538461539,0.6086956521739131,0.5666666666666667,0.6478149100257069,0.6071428571428571,0.6237623762376239,0.5821917808219177,0.06471816283924843,0.07462686567164178,0.07795654337369382,0.0777262180974478,0.9702947208742145,0.9711124584621073,0.8695893966666227,0.871826966182417,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8237829760846487,0.7889465602131136,True,loss+balanced
32,0.24378947913646698,0.2456364780664444,0.37872031331062317,0.3809288740158081,0.24378947913646698,0.2456364780664444,0.022722207009792328,0.02297537960112095,0.001846998929977417,0.9232045115276165,0.9222737819025522,0.8316983909177397,0.815804515548534,0.6956521739130435,0.6538461538461539,0.6183574879227053,0.5666666666666667,0.6547314578005116,0.6071428571428571,0.6324110671936758,0.5821917808219177,0.06889352818371608,0.07462686567164178,0.07729308343008791,0.0777262180974478,0.9706624605423696,0.9715986748435492,0.8708419342247398,0.871826966182417,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8237829760846487,0.7890583320350893,True,loss+balanced
33,0.24283626675605774,0.2448381632566452,0.3775150775909424,0.37982138991355896,0.24283626675605774,0.2448381632566452,0.022529343143105507,0.022781845182180405,0.0020018965005874634,0.9233703765135179,0.9222737819025522,0.8323685162858361,0.815804515548534,0.6994535519125683,0.6538461538461539,0.6183574879227053,0.5666666666666667,0.6564102564102564,0.6071428571428571,0.6330365974282888,0.5821917808219177,0.07306889352818371,0.07462686567164178,0.07712721844418644,0.0777262180974478,0.9709929706583847,0.9720635817758158,0.8710525360995219,0.871826966182417,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8237829760846487,0.789199407288576,True,loss+balanced
34,0.24172343313694,0.2439042627811432,0.3764840066432953,0.378915935754776,0.24172343313694,0.2439042627811432,0.022395873442292213,0.0226507056504488,0.002180829644203186,0.9238679714712225,0.9222737819025522,0.8332083735711464,0.815804515548534,0.7159090909090909,0.6538461538461539,0.6086956521739131,0.5666666666666667,0.6579634464751958,0.6071428571428571,0.6274900398406374,0.5821917808219177,0.08350730688935282,0.07462686567164178,0.076629623486482,0.0777262180974478,0.9713146472460626,0.9724401335998506,0.8713280404136843,0.871826966182417,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8237829760846487,0.7893647154064425,True,loss+balanced
35,0.24063681066036224,0.24310068786144257,0.37560534477233887,0.3782755136489868,0.24063681066036224,0.24310068786144257,0.02229953743517399,0.022571299225091934,0.0024638772010803223,0.9238679714712225,0.9222737819025522,0.8320440468719146,0.815804515548534,0.7209302325581395,0.6538461538461539,0.5990338164251208,0.5666666666666667,0.6543535620052771,0.6071428571428571,0.62,0.5821917808219177,0.08768267223382047,0.07462686567164178,0.076629623486482,0.0777262180974478,0.9716300769183889,0.9728827878098013,0.8710140519095879,0.871826966182417,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8237829760846487,0.7894914646835574,True,loss+balanced
36,0.23965676128864288,0.2424267679452896,0.3747905194759369,0.37773972749710083,0.23965676128864288,0.2424267679452896,0.022217072546482086,0.0225127674639225,0.0027700066566467285,0.9235362414994195,0.9211136890951276,0.829546951304124,0.8068422746770683,0.7176470588235294,0.64,0.5893719806763285,0.5333333333333333,0.6472148541114059,0.5818181818181818,0.6112224448897795,0.5517241379310345,0.08977035490605428,0.07462686567164178,0.07696135345828496,0.07888631090487239,0.9719253508791081,0.9731084970867642,0.8703351391164396,0.8693613379452982,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8187160831480199,0.7864849743002994,True,loss+balanced
37,0.2388085275888443,0.24183039367198944,0.37407186627388,0.37724316120147705,0.2388085275888443,0.24183039367198944,0.02214590646326542,0.022459380328655243,0.0030218660831451416,0.9243655664289269,0.9222737819025522,0.830685611436678,0.8110948466318934,0.7289156626506024,0.6666666666666666,0.5845410628019324,0.5333333333333333,0.6487935656836461,0.5925925925925926,0.608651911468813,0.5555555555555556,0.10020876826722339,0.08955223880597014,0.07613202852877758,0.0777262180974478,0.9722720965802405,0.9734484806151822,0.8714232034684688,0.8707333777994637,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8212306170656218,0.7886802548833742,True,loss+balanced
38,0.23797479271888733,0.24134203791618347,0.3735155463218689,0.3770196735858917,0.23797479271888733,0.24134203791618347,0.022094203159213066,0.02244279347360134,0.0033672451972961426,0.9246972964007298,0.9245939675174014,0.8308136361878266,0.8129898523773814,0.74375,0.6666666666666666,0.5748792270531401,0.5333333333333333,0.6485013623978202,0.5925925925925926,0.6022267206477733,0.5555555555555556,0.11064718162839249,0.11940298507462686,0.07580029855697462,0.07540603248259861,0.9726129012017143,0.9738068297640572,0.8715043516811873,0.8746941714786669,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.825014894655136,0.792283953752854,True,loss+balanced
39,0.2371990829706192,0.24102376401424408,0.37301066517829895,0.37696996331214905,0.2371990829706192,0.24102376401424408,0.022046294063329697,0.022447368130087852,0.003824681043624878,0.9241997014430253,0.9234338747099768,0.826228986241997,0.8036186550872659,0.7419354838709677,0.6521739130434783,0.5555555555555556,0.5,0.6353591160220995,0.5660377358490566,0.584944048830112,0.5244755244755245,0.1127348643006263,0.11940298507462686,0.07629789351467905,0.0765661252900232,0.972965144141483,0.9740672455617926,0.8702733107702213,0.8722217231156231,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8198448442388389,0.7891300105411743,True,loss+balanced
40,0.23646920919418335,0.24095211923122406,0.3725520372390747,0.3772015869617462,0.23646920919418335,0.24095211923122406,0.0219978429377079,0.022485412657260895,0.0044829100370407104,0.9241997014430253,0.9245939675174014,0.8262444523892613,0.807900996185225,0.7419354838709677,0.6818181818181818,0.5555555555555556,0.5,0.6353591160220995,0.5769230769230769,0.584944048830112,0.528169014084507,0.11482254697286012,0.13432835820895522,0.07629789351467905,0.07540603248259861,0.9733089177212754,0.9740803861469546,0.8702887272208841,0.8736167314034115,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8223520075342436,0.7911716608696995,True,balanced
41,0.23573516309261322,0.24095284938812256,0.37203845381736755,0.3774696886539459,0.23573516309261322,0.24095284938812256,0.021933281794190407,0.022520629689097404,0.005217686295509338,0.9240338364571239,0.9222737819025522,0.8242296921607308,0.7878924696695685,0.743421052631579,0.65,0.5458937198067633,0.43333333333333335,0.6295264623955432,0.52,0.576530612244898,0.46428571428571436,0.11899791231732777,0.13432835820895522,0.07646375850058053,0.0777262180974478,0.9736579742596274,0.9739685796878209,0.8697541576146302,0.8685981589089966,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8117019183789845,0.7845773956383383,True,
42,0.23513787984848022,0.241153746843338,0.37129294872283936,0.37758809328079224,0.23513787984848022,0.241153746843338,0.021818067878484726,0.02251817099750042,0.006015866994857788,0.9243655664289269,0.9222737819025522,0.8255764927950766,0.7878924696695685,0.7533333333333333,0.65,0.5458937198067633,0.43333333333333335,0.6330532212885154,0.52,0.5777096114519427,0.46428571428571436,0.12317327766179541,0.13432835820895522,0.07613202852877758,0.0777262180974478,0.9740300883621592,0.9741121835410885,0.8701361537184824,0.8685981589089966,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8117019183789845,0.7844414344633734,True,
43,0.23462596535682678,0.24125565588474274,0.3702241778373718,0.3771820068359375,0.23462596535682678,0.24125565588474274,0.021647319197654724,0.022432995960116386,0.006629690527915955,0.9246972964007298,0.9211136890951276,0.8270427957834405,0.7869488939740656,0.7549668874172185,0.65,0.5507246376811594,0.43333333333333335,0.6368715083798883,0.52,0.5822267620020429,0.46428571428571436,0.12108559498956159,0.11940298507462686,0.07580029855697462,0.07888631090487239,0.9743916792403162,0.9742074437838669,0.870766891588619,0.866581690717895,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8098047615992264,0.7825689214100864,True,
