Split,Class0_Threshold,Checkpoint,Checkpoint_Epoch,Persistence_Prior_Scale,Final_Train_CE_Loss,Final_Val_CE_Loss,Final_Loss_Gap,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
Val_PersistenceBaseline,,balanced_loss,99,2.0,0.223041370511055,0.2394348531961441,0.01639348268508911,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9036286532109458,0.8710992241173052,0.0,0.07888631090487239
Test_PersistenceBaseline,,balanced_loss,99,2.0,0.223041370511055,0.2394348531961441,0.01639348268508911,0.9245502031340684,0.9251618681204067,0.9245502031340684,0.8315765543815087,0.9248379449276897,0.639344262295082,0.6610169491525424,0.65,0.6565656565656566,59,0.8949235597134191,0.8749899761336516,0.0,0.07603017991874637
Val_RawArgmax,,balanced_loss,99,2.0,0.223041370511055,0.2394348531961441,0.01639348268508911,0.9222737819025522,0.9201455387584889,0.9222737819025522,0.7880053830168672,0.9203033083500545,0.65,0.43333333333333335,0.52,0.46428571428571436,30,0.9743511083519812,0.8687068922402622,0.16417910447761194,0.0777262180974478
Test_RawArgmax,,balanced_loss,99,2.0,0.223041370511055,0.2394348531961441,0.01639348268508911,0.926291352292513,0.9259273269647212,0.926291352292513,0.8343805755884358,0.925746962472034,0.7291666666666666,0.5932203389830508,0.6542056074766355,0.6161971830985915,59,0.9721504627501965,0.868724250786832,0.13846153846153847,0.07544979686593152
Val_Class0Calibrated,,balanced_loss,99,2.0,0.223041370511055,0.2394348531961441,0.01639348268508911,0.9222737819025522,0.9201455387584889,0.9222737819025522,0.7880053830168672,0.9203033083500545,0.65,0.43333333333333335,0.52,0.46428571428571436,30,0.9743511083519812,0.8687068922402622,0.16417910447761194,0.0777262180974478
Test_Class0Calibrated,,balanced_loss,99,2.0,0.223041370511055,0.2394348531961441,0.01639348268508911,0.926291352292513,0.9259273269647212,0.926291352292513,0.8343805755884358,0.925746962472034,0.7291666666666666,0.5932203389830508,0.6542056074766355,0.6161971830985915,59,0.9721504627501965,0.868724250786832,0.13846153846153847,0.07544979686593152
