selected_threshold,selection_metric,accuracy_floor_drop,min_accuracy_gain,selected_checkpoint,selected_checkpoint_epoch,final_train_ce_loss,final_val_ce_loss,final_loss_gap,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
,Class0_F2,0.0,0.001,balanced_loss,99,0.223041370511055,0.2394348531961441,0.01639348268508911,,0.9222737819025522,0.9201455387584889,0.9222737819025522,0.7880053830168672,0.9203033083500545,0.65,0.43333333333333335,0.52,0.46428571428571436,30,0.9743511083519812,0.8687068922402622,0.16417910447761194,0.0777262180974478
