checkpoint,epoch,train_loss,val_loss,train_ce_loss,val_ce_loss,ce_loss_gap,val_aux_loss,train_acc,val_acc,val_class0_recall,val_class0_f2,val_metric_score,val_checkpoint_score,checkpoint_mode,balanced_accuracy_floor_drop,min_val_loss_epoch,min_val_loss,min_val_loss_source,best_val_acc_epoch,best_val_acc,best_gap_epoch,best_gap,learning_rate,selected_class0_threshold,persistence_prior_scale
balanced_loss,99,0.223041370511055,0.2394348531961441,0.223041370511055,0.2394348531961441,0.01639348268508911,0.021945636719465256,0.926521811245646,0.9222737819025522,0.43333333333333335,0.46428571428571436,0.813222057026837,0.7847581848948917,balanced_loss,0.003,100,0.23938144743442535,val_CE_Loss,6,0.9245939675174014,1,0.0,0.00012959999999999998,,2.0
