protocol,architecture_variant,class0_threshold,class0_threshold_margin,threshold_accepted,inference_source,target_accuracy,target_accuracy_passed,accuracy,precision_weighted,recall_weighted,f1_macro,f1_weighted,qwk,auc,chgacc,persistence_rate,n_samples,expected_test_rows,n_classes
row_level_sequence_context,pure_transformer_lstm,0.0,0.0,False,single_best_checkpoint,0.93,False,0.926291352292513,0.9251196295776302,0.926291352292513,0.8173293570201753,0.9256415456613952,0.8698017199899098,0.9817909435799913,0.2692307692307692,0.9599535693557748,1723,1723,3
