model,protocol,train_rows,test_rows,feature_count,accuracy,precision_weighted,recall_weighted,f1_macro,f1_weighted,qwk,target_accuracy,target_passed
LightGBM_temporal_teacher,row_level,9604,1723,30,0.9233894370284388,0.9234591183510154,0.9233894370284388,0.826469666362969,0.923245484457445,0.8758218538598876,0.9204,True
