Split,Calibration,Protocol,NLL,Objective,CDF_EMD2,Brier,ECE,Accuracy,Macro_F1,Weighted_F1,QWK,Ordinal_MAE,AUC_ROC_OVR_Macro,AUC,ChgAcc,Temperature
Val,raw,benchmark_ce,0.27955805515662496,0.27955805515662496,0.03606734847900586,0.13873424282748978,0.02506330380968977,0.9118329466357309,0.7350603893992392,0.9067703278535485,0.8394952318548863,0.08932714617169374,0.9537743248171405,0.9537743248171405,,1.1837047471803825
Val,temperature_oof,benchmark_ce,0.27450410499026984,0.27450410499026984,0.03622488416387669,0.1387664925129874,0.019612325119590136,0.9118329466357309,0.7350603893992392,0.9067703278535485,0.8394952318548863,0.08932714617169374,0.9532088104598939,0.9532088104598939,,1.1837047471803825
Test,raw,benchmark_ce,0.2952801709566124,0.2952801709566124,0.03749890216556827,0.14272757258164787,0.02852479431588279,0.9135229251305862,0.7105370405656851,0.9073087290061843,0.8318179978525804,0.0893789901334881,0.9484985916018092,0.9484985916018092,,1.1837047471803825
Test,temperature,benchmark_ce,0.2870065380772277,0.2870065380772277,0.03750808190031617,0.14271858106312144,0.022497291257978135,0.9135229251305862,0.7105370405656851,0.9073087290061843,0.8318179978525804,0.0893789901334881,0.9485438483236636,0.9485438483236636,,1.1837047471803825
