epoch,lr,context_dropout,last_y_mask_prob,train_Loss,val_Loss,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_AUC,val_AUC,train_QWK,val_QWK,train_ChgAcc,val_ChgAcc,train_PersistenceRate,val_PersistenceRate
11,0.0002,0.47931034482758617,0.39482758620689656,0.4594904257091552,0.47737029671945597,0.8249828414550446,0.8410672853828306,0.8371272554841407,0.5517496571001962,0.9329577110429642,0.8624883804307087,0.8205717569690365,0.6503958190013657,0.34237995824634654,0.2537313432835821,0.8345916266300618,0.8758700696055685
12,0.0002,0.4672413793103448,0.37931034482758624,0.44924054093858357,0.4610624331332691,0.8325326012354153,0.8491879350348028,0.8442553991000494,0.5590092718666927,0.9365058925332564,0.875255646854796,0.8271189716072156,0.6598821419420958,0.3173277661795407,0.23880597014925373,0.8444291924044841,0.8851508120649652
13,0.0002,0.45517241379310347,0.36379310344827587,0.42576786140723566,0.4436879517584002,0.8456874857012125,0.8631090487238979,0.8558456557845467,0.5719033460968945,0.9452935935613374,0.8791265157261483,0.8388287985534116,0.6903516316721476,0.34029227557411273,0.2835820895522388,0.8552962708762297,0.8955916473317865
14,0.0002,0.44310344827586207,0.34827586206896555,0.4205669753204028,0.43361480744974795,0.8503774879890186,0.8642691415313225,0.8604990660449415,0.5726107226107225,0.9466759080678809,0.8890729581530303,0.8454200822849411,0.698035233791948,0.31524008350730687,0.22388059701492538,0.8641043239533288,0.9037122969837587
15,0.0002,0.43103448275862066,0.33275862068965517,0.42341847764466617,0.42567138204441823,0.8486616334934798,0.8816705336426914,0.8589470948750063,0.5869777154757166,0.9454033595848653,0.8860610178317004,0.8446754184473574,0.7322183552136424,0.2797494780793319,0.29850746268656714,0.8654770075497598,0.9118329466357309
16,0.0002,0.4189655172413793,0.3172413793103448,0.4031365595619893,0.41116813081046544,0.8638755433539236,0.8816705336426914,0.8733665399306499,0.587451298286357,0.951463234611459,0.8969713345728189,0.8590696401625982,0.7329548602890432,0.3465553235908142,0.23880597014925373,0.8747426218256692,0.919953596287703
17,0.0002,0.4068965517241379,0.3017241379310345,0.3918006882340814,0.403619801984309,0.8652482269503546,0.8851508120649652,0.8740832457327888,0.5898742651519906,0.9552199448311827,0.9020563556663427,0.8633010566443915,0.739109380359557,0.29227557411273486,0.23880597014925373,0.8829787234042553,0.9234338747099768
18,0.0002,0.39482758620689656,0.28620689655172415,0.3843518742855559,0.39636015815967196,0.8694806680393503,0.8863109048723898,0.8778412420299416,0.6111966490299824,0.9566557651206601,0.9071567564015438,0.86693232857006,0.7572194112808754,0.2985386221294363,0.23880597014925373,0.8858384808968199,0.9245939675174014
19,0.0002,0.38275862068965516,0.2706896551724138,0.3802829433690217,0.3859545885133633,0.8727979867307253,0.8874709976798144,0.8807813801436565,0.5920221027618592,0.9578082201845687,0.9102585151113223,0.8692079118077334,0.7510084747039882,0.267223382045929,0.22388059701492538,0.8929306794783802,0.9292343387470998
20,0.0002,0.3706896551724138,0.25517241379310346,0.3666237507469729,0.3829019330355518,0.8788606726149623,0.8897911832946636,0.8861146243944836,0.5940635946640517,0.9614580335009036,0.9116931243486491,0.8749206412585597,0.7557853249559989,0.2651356993736952,0.22388059701492538,0.8996797071608328,0.9303944315545244
21,0.0002,0.35862068965517235,0.23965517241379308,0.36229751295395396,0.3768607549490342,0.8800045756119881,0.894431554524362,0.8870058348759775,0.5971483228389755,0.9621234793402057,0.9166766963952155,0.8771633929611504,0.7776002084074366,0.2755741127348643,0.22388059701492538,0.8997940974605353,0.9350348027842227
22,0.0002,0.346551724137931,0.22413793103448276,0.35591553380357893,0.3748189264826321,0.8846945778997941,0.894431554524362,0.8915000333864672,0.5973570959060411,0.9644159700694308,0.9164368034845752,0.8821824394667518,0.7710181537505388,0.2651356993736952,0.1791044776119403,0.9068862960420956,0.9419953596287703
23,0.0002,0.33448275862068966,0.20862068965517244,0.34929787850821764,0.37039200176772274,0.8868679935941433,0.8955916473317865,0.893022403089533,0.5990042426840101,0.9654497057358863,0.9168103827361982,0.8819400311187869,0.7613570042549795,0.23799582463465555,0.19402985074626866,0.9099748341340654,0.9396751740139211
24,0.0002,0.32241379310344825,0.19310344827586207,0.3442729332509234,0.3642011864279373,0.8876687256920613,0.8955916473317865,0.8933098485022573,0.5985104984435267,0.9665808677759836,0.9175205281889549,0.8824022108493755,0.7666977415571528,0.24634655532359082,0.19402985074626866,0.9118050789293068,0.9408352668213457
25,0.0002,0.3103448275862069,0.17758620689655175,0.32910262099040016,0.36103317694708253,0.900709219858156,0.8967517401392111,0.9045771551688238,0.5992551974534964,0.9698834678254852,0.9177354230234918,0.8949195334401576,0.7763050204611238,0.2630480167014614,0.1791044776119403,0.9230153283001602,0.9443155452436195
26,0.0002,0.29827586206896556,0.16206896551724137,0.3270004007805951,0.3569250516852757,0.8989933653626172,0.8979118329466357,0.9036805457310276,0.6001989858142371,0.9697269313721781,0.9228813871753897,0.8954191625921304,0.7785564994438098,0.22338204592901878,0.1791044776119403,0.9256463051933196,0.9454756380510441
27,0.0002,0.28620689655172415,0.146551724137931,0.3206968344722452,0.34967656243428274,0.9016243422557767,0.8955916473317865,0.9056155654908696,0.5982997333168109,0.9714579735122149,0.9248035953603172,0.8984061772711707,0.7732817658522412,0.22964509394572025,0.208955223880597,0.9279341111873713,0.9408352668213457
28,0.0002,0.27413793103448275,0.13103448275862067,0.31701801588076584,0.3478312107222263,0.9056280027453671,0.8990719257540604,0.9089830201591202,0.6012712870878129,0.9717167192310349,0.9261447750964513,0.9015030484647867,0.7810046626549236,0.19832985386221294,0.1791044776119403,0.9350263097689316,0.9477958236658933
29,0.0002,0.26206896551724135,0.1155172413793103,0.3058373437023796,0.3414073711619853,0.9086021505376344,0.9048723897911833,0.9118853976001549,0.6454765828259804,0.9733085341012141,0.927078005957247,0.9047317764095728,0.7939760401728735,0.20668058455114824,0.1791044776119403,0.9378860672614963,0.9547563805104409
30,0.0002,0.25,0.09999999999999998,0.3076000794055832,0.3388373991452901,0.9112331274307939,0.9083526682134571,0.9144523297268695,0.666362003466424,0.972569239832841,0.9310013470486632,0.9097355268542554,0.7948475108570308,0.19832985386221294,0.16417910447761194,0.940974605353466,0.9593967517401392
31,0.0002,0.25,0.09999999999999998,0.2988768999812751,0.3353582978801772,0.9163806909174103,0.9037122969837587,0.9182184813773281,0.6052240920165448,0.9748437888712193,0.9315076713818419,0.9141555065307335,0.7834461761940532,0.23173277661795408,0.16417910447761194,0.94291924044841,0.9547563805104409
32,0.0002,0.25,0.09999999999999998,0.2954057683881429,0.33404812140697115,0.916723861816518,0.9060324825986079,0.9191192950990028,0.6067562615544878,0.9744600039839869,0.9289150711003571,0.9112731625089385,0.7942598007040993,0.2045929018789144,0.19402985074626866,0.9466941203385952,0.9535962877030162
33,0.0002,0.25,0.09999999999999998,0.29625606558683454,0.330315929277867,0.9159231297185999,0.9060324825986079,0.9183811261751048,0.6065465354274019,0.9742942484894467,0.9308204135504972,0.9147494902482359,0.8007793279290653,0.19206680584551147,0.16417910447761194,0.9466941203385952,0.95707656612529
34,0.0002,0.25,0.09999999999999998,0.29294545433731817,0.3313198312252691,0.9164950812171128,0.9048723897911833,0.9184228844194043,0.6261322799729654,0.9749045930882999,0.9319613265096223,0.9146408367641461,0.7995864498001504,0.19832985386221294,0.13432835820895522,0.9472660718371082,0.9582366589327146
35,0.0002,0.25,0.09999999999999998,0.2968674716101825,0.3286394985811893,0.9158087394188973,0.9037122969837587,0.9180331581039113,0.605013566872949,0.9742095371428645,0.9316514651862381,0.9086108989339177,0.7899735465521014,0.1941544885177453,0.13432835820895522,0.9457789979409746,0.95707656612529
36,0.0002,0.25,0.09999999999999998,0.2949145650855466,0.32138929234303343,0.9140928849233585,0.9060324825986079,0.9164131357486772,0.6067562615544878,0.9740669079565581,0.9368738507929129,0.9123535823728054,0.7942598007040993,0.1941544885177453,0.16417910447761194,0.9448638755433539,0.95707656612529
37,0.0002,0.25,0.09999999999999998,0.2912816088727616,0.32484737529555496,0.9174102036147335,0.9060324825986079,0.9196986304055903,0.6270640794014778,0.9753790921992759,0.9322759894643119,0.9144629395316695,0.801807726348996,0.19206680584551147,0.16417910447761194,0.9478380233356212,0.95707656612529
38,0.0002,0.25,0.09999999999999998,0.2928947377698532,0.3206015473313785,0.9159231297185999,0.9060324825986079,0.9186318784606274,0.6067562615544878,0.9748116350661932,0.9368598436212409,0.913337978355951,0.7942598007040993,0.18162839248434237,0.16417910447761194,0.9481811942347289,0.95707656612529
39,0.0002,0.25,0.09999999999999998,0.28913669135771797,0.31968954599650445,0.9172958133150309,0.9095127610208816,0.9198025532881813,0.6487578507881001,0.9755149848885516,0.9347077894397509,0.9146160557210299,0.808929433438088,0.20250521920668058,0.16417910447761194,0.9479524136353237,0.9605568445475638
40,0.0002,0.25,0.09999999999999998,0.28559896184224826,0.3199960346703186,0.9199267902081903,0.9048723897911833,0.9217410494677184,0.6059448507101937,0.97573972317044,0.9324999057913019,0.9156238528674976,0.7922106968722509,0.21294363256784968,0.16417910447761194,0.9490963166323496,0.9559164733178654
41,0.0002,0.25,0.09999999999999998,0.28308905924970185,0.3168257823399767,0.9206131320064058,0.9071925754060325,0.9228188164222496,0.607476673932458,0.9761686088705191,0.9338106413488946,0.9195847777943404,0.8030105817477271,0.20876826722338204,0.16417910447761194,0.950354609929078,0.9582366589327146
42,0.0002,0.25,0.09999999999999998,0.2833614673433956,0.3163950179126589,0.9211850835049188,0.9083526682134571,0.9232918245317299,0.6479435730508546,0.9759273636163304,0.9377719945962207,0.9172738466942878,0.8068929863863519,0.18997912317327767,0.16417910447761194,0.9524136353237246,0.9593967517401392
43,0.0002,0.25,0.09999999999999998,0.28647763254276487,0.3157936758480603,0.9192404484099749,0.9071925754060325,0.9217893870233689,0.6462284931312564,0.9751759059950773,0.9374709472700257,0.9203799516290607,0.8058558558558558,0.22129436325678498,0.14925373134328357,0.9471516815374056,0.9605568445475638
44,0.0002,0.25,0.09999999999999998,0.28369473535895645,0.311412946323231,0.9203843514070007,0.9095127610208816,0.9224145312181161,0.629734620551465,0.9757889899211234,0.9367894882444494,0.9181653598683337,0.8082872873565491,0.1837160751565762,0.1791044776119403,0.9528711965225349,0.9593967517401392
45,0.0002,0.25,0.09999999999999998,0.2746663495976656,0.3116898607903456,0.9202699611072981,0.9083526682134571,0.9217565312425121,0.6284615525121854,0.9782126435096066,0.9372277915087673,0.9176007296124227,0.8070658723873145,0.22338204592901878,0.16417910447761194,0.9488675360329444,0.9605568445475638
46,0.0002,0.25,0.09999999999999998,0.28125366511974365,0.3135851896832548,0.9201555708075955,0.9071925754060325,0.922292975552547,0.6278755172015891,0.9765209709376074,0.9370320838346985,0.9203986629180815,0.8038505678895089,0.21920668058455114,0.16417910447761194,0.9493250972317547,0.9582366589327146
47,0.0002,0.25,0.09999999999999998,0.28096739210749183,0.31169340747415053,0.9214138641043239,0.9071925754060325,0.9234950112433746,0.6278755172015891,0.9765396628655139,0.9368232680707377,0.9192522483784114,0.8038505678895089,0.20041753653444677,0.16417910447761194,0.9519560741249142,0.9582366589327146
48,0.0002,0.25,0.09999999999999998,0.2776522326049421,0.3135888252208515,0.9216426447037291,0.9048723897911833,0.9236298452163035,0.6061870702420875,0.9773134240040776,0.932744298579632,0.9211978679732236,0.8006161538612965,0.2150313152400835,0.13432835820895522,0.9514985129261039,0.9605568445475638
49,0.0002,0.25,0.09999999999999998,0.27450576072779925,0.3150779510871993,0.9250743536948067,0.9071925754060325,0.9268097755222849,0.6462284931312564,0.9767726540086175,0.938402448157675,0.9244546590090565,0.8058558558558558,0.20250521920668058,0.13432835820895522,0.9560741249142073,0.9617169373549884
50,0.0002,0.25,0.09999999999999998,0.27552333774159743,0.314591742654411,0.9249599633951041,0.9060324825986079,0.9265709955423986,0.6614842386710347,0.9776175524959543,0.9357707820239088,0.9246677771686247,0.8054742665793113,0.21294363256784968,0.13432835820895522,0.9541294898192634,0.9605568445475638
51,0.0002,0.25,0.09999999999999998,0.2770216004154661,0.31099370875657295,0.9187828872111645,0.9106728538283063,0.9212789136297781,0.6647703145810936,0.9770834861177776,0.9385138480949117,0.9185854117379578,0.8201953954963958,0.18162839248434237,0.14925373134328357,0.9519560741249142,0.9651972157772621
52,0.0002,0.25,0.09999999999999998,0.275464579814142,0.3091590941090595,0.920841912605811,0.9083526682134571,0.9228543129236759,0.664653012778162,0.9775894439205697,0.9395685377237933,0.9222796277491889,0.808858001978625,0.19832985386221294,0.14925373134328357,0.952299245024022,0.9617169373549884
53,0.0002,0.25,0.09999999999999998,0.27438878250787524,0.30997689701011727,0.9218714253031343,0.9060324825986079,0.9242189122645573,0.6262903040918435,0.9771497921792377,0.9385198663678859,0.9220087890380355,0.8036581124570779,0.19624217118997914,0.13432835820895522,0.9527568062228323,0.9617169373549884
54,0.0002,0.25,0.09999999999999998,0.2711656516052662,0.3069564424230438,0.9219858156028369,0.9118329466357309,0.9243531375299305,0.6837176277485003,0.9776890908684829,0.9383599046770397,0.9230147629354694,0.815851313821833,0.19832985386221294,0.16417910447761194,0.9528711965225349,0.9640371229698376
55,0.0002,0.25,0.09999999999999998,0.267002562790925,0.30713800363363636,0.9225577671013498,0.9071925754060325,0.9246923854587878,0.6275306429555233,0.9784663865557118,0.9395308299420849,0.922826719529952,0.8048583633536093,0.18580375782881003,0.14925373134328357,0.9543582704186685,0.9605568445475638
56,0.0002,0.25,0.09999999999999998,0.27387646124963494,0.31366108534230985,0.9238160603980783,0.9083526682134571,0.9259099867124592,0.660250143886269,0.9771867946889351,0.938195586082175,0.9216354704452238,0.7999712925528097,0.19832985386221294,0.16417910447761194,0.9543582704186685,0.9593967517401392
57,0.0002,0.25,0.09999999999999998,0.26735622115864466,0.30498696521374025,0.924159231297186,0.9095127610208816,0.9261154333677505,0.6652557855328335,0.9788593711434571,0.9412137619920456,0.924909123998834,0.8172598480454987,0.19624217118997914,0.14925373134328357,0.9558453443148021,0.962877030162413
58,0.0002,0.25,0.09999999999999998,0.2649723737852384,0.30602550437444875,0.9271333790894533,0.9106728538283063,0.9291722958968927,0.6663992961103063,0.9782499730760903,0.9389682857021748,0.9285400333969408,0.8130589250120618,0.21920668058455114,0.16417910447761194,0.9557309540150996,0.962877030162413
59,0.0002,0.25,0.09999999999999998,0.2686648209357911,0.3017155572322571,0.9257606954930222,0.9106728538283063,0.9274333791308117,0.6662839081959607,0.9779226432056897,0.9397273967546819,0.9256844916565632,0.812892966718859,0.18789144050104384,0.14925373134328357,0.9584763212079616,0.9640371229698376
60,0.0002,0.25,0.09999999999999998,0.26932903957214216,0.30317434744602567,0.9250743536948067,0.9118329466357309,0.9273085153593174,0.6670020688649778,0.9776922212656957,0.9405839376471534,0.9274011476739542,0.8214607710789354,0.17536534446764093,0.16417910447761194,0.9590482727064745,0.9640371229698376
61,0.0002,0.25,0.09999999999999998,0.2681515153009104,0.3072218966179823,0.9242736215968886,0.9071925754060325,0.9265979907128058,0.6267991050535864,0.9782168162592745,0.9385237395392595,0.9232634021040133,0.8012909174734901,0.21294363256784968,0.13432835820895522,0.9543582704186685,0.962877030162413
62,0.0002,0.25,0.09999999999999998,0.2661338622388401,0.3010351245060321,0.925531914893617,0.9106728538283063,0.9275423388602739,0.6808531828716857,0.9785292131512408,0.9403251329858721,0.9273034932023232,0.8209441181017159,0.19832985386221294,0.13432835820895522,0.9572180279112331,0.9663573085846868
63,0.0002,0.25,0.09999999999999998,0.2667137732347071,0.2981132665808959,0.9243880118965911,0.9095127610208816,0.9268925077329376,0.6653739979826937,0.978645442083924,0.9430191041932576,0.9243539140603833,0.8174217894096165,0.18997912317327767,0.14925373134328357,0.9568748570121254,0.962877030162413
64,0.0002,0.25,0.09999999999999998,0.26801425742219387,0.30129280292241034,0.9242736215968886,0.9083526682134571,0.9266410465904188,0.6630220664541427,0.977798675064533,0.9405359020796867,0.9242019304608262,0.8160138930660794,0.18789144050104384,0.13432835820895522,0.9565316861130176,0.9640371229698376
65,0.0002,0.25,0.09999999999999998,0.26447042756019534,0.3000515706301289,0.9263326469915352,0.9060324825986079,0.9287965041092825,0.6443397105699745,0.9783824701469582,0.9427156879398071,0.9276611198076724,0.8044836618522908,0.20668058455114824,0.13432835820895522,0.956989247311828,0.9617169373549884
66,0.0002,0.25,0.09999999999999998,0.2670663368187843,0.30143516405275966,0.9237016700983757,0.9060324825986079,0.9260401089280662,0.6262903040918435,0.9779474675760381,0.942128726511227,0.9254457647694352,0.8036581124570779,0.19832985386221294,0.13432835820895522,0.9552733928162892,0.9617169373549884
67,0.0002,0.25,0.09999999999999998,0.2663153250412165,0.2996443996849857,0.9231297185998627,0.9129930394431555,0.9257774784240449,0.6979373357006659,0.9781065285904768,0.9414299803330018,0.9239309971068441,0.8259858112394978,0.1544885177453027,0.14925373134328357,0.9587051018073668,0.9675174013921114
68,0.0002,0.25,0.09999999999999998,0.25983759633697323,0.29965466281654113,0.9263326469915352,0.9118329466357309,0.9286191600283514,0.7115321951683203,0.9795563756536515,0.9426043622892958,0.9280283101466341,0.8247171120308127,0.20876826722338204,0.11940298507462686,0.9560741249142073,0.968677494199536
69,0.0002,0.25,0.09999999999999998,0.26231037295401927,0.30291604138305733,0.9250743536948067,0.91415313225058,0.9275569544092437,0.7158108431412172,0.9787903988117089,0.9415088568633602,0.9257017108171152,0.8281325819268484,0.18580375782881003,0.16417910447761194,0.9580187600091512,0.9663573085846868
70,0.0001,0.25,0.09999999999999998,0.26376565942445734,0.30138961497149724,0.9265614275909403,0.9095127610208816,0.92909414625338,0.7235641885291383,0.9791372402626818,0.9407891779935138,0.9269747979352061,0.8214845107570139,0.19206680584551147,0.11940298507462686,0.9587051018073668,0.9663573085846868
71,0.0001,0.25,0.09999999999999998,0.26375153748728924,0.29813236869404874,0.926904598490048,0.9118329466357309,0.929619260356326,0.7140600779602607,0.9788600592208924,0.9410483071661336,0.9285613014192436,0.8239911983588206,0.19624217118997914,0.13432835820895522,0.9583619309082589,0.9663573085846868
72,0.0001,0.25,0.09999999999999998,0.26310716239082216,0.29662433702265306,0.926904598490048,0.9164733178654292,0.9292631805888183,0.731641248862307,0.978335427540566,0.9404513866269092,0.927443415317653,0.8331110441853461,0.18997912317327767,0.1791044776119403,0.9596202242049874,0.9663573085846868
73,0.0001,0.25,0.09999999999999998,0.2644765171817063,0.2970597719095146,0.9278197208876687,0.9164733178654292,0.9304831128241583,0.7418172967931302,0.977172400415845,0.9409342392237828,0.9283506447650997,0.8344752051813324,0.20041753653444677,0.14925373134328357,0.9592770533058796,0.9709976798143851
74,0.0001,0.25,0.09999999999999998,0.26067344607409065,0.2949942089012217,0.9271333790894533,0.9153132250580046,0.9299991518415512,0.7305988772779219,0.9788531685738261,0.9423384341572518,0.929878476026779,0.8308299108724164,0.18162839248434237,0.14925373134328357,0.9607641272020133,0.968677494199536
75,0.0001,0.25,0.09999999999999998,0.2620736742846018,0.29621115803995157,0.9259894760924273,0.91415313225058,0.9294859217654624,0.7297776227401727,0.9786300232878058,0.9414964845513447,0.9287435213369845,0.8288414152771465,0.19206680584551147,0.14925373134328357,0.9575611988103409,0.9675174013921114
76,0.0001,0.25,0.09999999999999998,0.259363819357733,0.2991443766656995,0.927476549988561,0.9106728538283063,0.9302930633972185,0.7107140999635929,0.9794302838031855,0.9408720804616341,0.9282524236074455,0.8227321421739298,0.1941544885177453,0.11940298507462686,0.9592770533058796,0.9675174013921114
77,0.0001,0.25,0.09999999999999998,0.2563455498885356,0.2961108434227946,0.9264470372912377,0.9106728538283063,0.9290001305806678,0.7083186811582415,0.9795813502563684,0.9418763524376921,0.929747342724382,0.8234599300812544,0.20250521920668058,0.13432835820895522,0.9571036376115305,0.9663573085846868
78,0.0001,0.25,0.09999999999999998,0.25939329026820485,0.29690333481731107,0.927476549988561,0.9153132250580046,0.9304165082991108,0.7534542376200267,0.9789941083431759,0.9429291622234764,0.9291196151008473,0.8333286173754751,0.19624217118997914,0.13432835820895522,0.95973461450469,0.9698375870069605
79,0.0001,0.25,0.09999999999999998,0.25491238683564416,0.2928445989183926,0.9294211850835049,0.9153132250580046,0.9316572080208211,0.7503076757437223,0.9799262713070983,0.9452374645595221,0.9314520706429603,0.8340034193172638,0.18789144050104384,0.13432835820895522,0.9613360787005262,0.9709976798143851
80,0.0001,0.25,0.09999999999999998,0.2536673111927588,0.2948383023733329,0.9271333790894533,0.9106728538283063,0.9293910723684305,0.7061671330048408,0.9802881122448758,0.9440336382197357,0.9280445225992631,0.8243334186405816,0.1837160751565762,0.13432835820895522,0.9596202242049874,0.9675174013921114
81,0.0001,0.25,0.09999999999999998,0.25236173518542376,0.297885035140885,0.931594600777854,0.9129930394431555,0.9335618449040785,0.7363120353626682,0.9801877869271118,0.9431372625397935,0.9331639306596108,0.8291167919042405,0.2045929018789144,0.13432835820895522,0.9616792495996339,0.968677494199536
82,0.0001,0.25,0.09999999999999998,0.2559852365415447,0.297556880109548,0.9271333790894533,0.9153132250580046,0.9292999256171269,0.7497535865866919,0.9799548654391222,0.9435982584263182,0.9284409957036361,0.8461495105867323,0.2045929018789144,0.13432835820895522,0.9575611988103409,0.9709976798143851
83,0.0001,0.25,0.09999999999999998,0.2562561993998757,0.2939295147798454,0.927476549988561,0.9118329466357309,0.9305976921627702,0.6835021075397214,0.9799607490887948,0.9423199932018349,0.9309347605121087,0.8222076630025964,0.1837160751565762,0.14925373134328357,0.9609929078014184,0.9651972157772621
84,0.0001,0.25,0.09999999999999998,0.2547438996344348,0.29522069901435394,0.9293067947838023,0.9153132250580046,0.9316541243837406,0.7142195870390596,0.9794191581203758,0.9417552958606397,0.9310192147365719,0.8309771588170027,0.18789144050104384,0.16417910447761194,0.9619080301990391,0.9675174013921114
85,0.0001,0.25,0.09999999999999998,0.25061102009315944,0.29619509514135994,0.9298787462823153,0.9187935034802784,0.9324758862130201,0.7641167794475852,0.9808037621994005,0.9424179927020898,0.9319038626847856,0.8530061716570969,0.19206680584551147,0.14925373134328357,0.9615648592999314,0.9733178654292344
86,5e-05,0.25,0.09999999999999998,0.2572953474501864,0.29767583929469027,0.9280485014870739,0.9176334106728539,0.9307875596763179,0.7632936731084797,0.9790372325509913,0.942174087480736,0.9322411119858853,0.8510558808970085,0.19206680584551147,0.14925373134328357,0.9606497369023107,0.9721577726218097
87,5e-05,0.25,0.09999999999999998,0.2551174238750302,0.2939798757261024,0.9254175245939145,0.9176334106728539,0.9282649431997276,0.7632936731084797,0.9806985213138774,0.943087690426034,0.9278844160638949,0.8510558808970085,0.18789144050104384,0.14925373134328357,0.9576755891100435,0.9721577726218097
88,5e-05,0.25,0.09999999999999998,0.2479496288663652,0.29406016947498453,0.9314802104781514,0.9164733178654292,0.933586333097292,0.7538406384370523,0.9807357826173208,0.9422868622051283,0.9327349079927405,0.8476220555584363,0.1941544885177453,0.14925373134328357,0.9633951040951727,0.9698375870069605
89,5e-05,0.25,0.09999999999999998,0.2533405719585316,0.29504475910259786,0.9266758178906429,0.9153132250580046,0.9296501101460426,0.7529046998168406,0.9806186165109554,0.9432821121370303,0.9286927739437336,0.8455240843967818,0.1837160751565762,0.11940298507462686,0.9604209563029055,0.9721577726218097
90,5e-05,0.25,0.09999999999999998,0.2513987090693434,0.2941261593537651,0.9294211850835049,0.9222737819025522,0.9321088147807632,0.7849433316740816,0.9802095429193955,0.9428128484110857,0.9333789644088991,0.8584166314702708,0.1941544885177453,0.1791044776119403,0.9619080301990391,0.9721577726218097
91,5e-05,0.25,0.09999999999999998,0.24987190624337205,0.2946928710506023,0.9279341111873713,0.9153132250580046,0.9308724065735308,0.7408818879855464,0.9816477527752814,0.9422033108246709,0.9293066345161652,0.832359358694621,0.20041753653444677,0.13432835820895522,0.9588194921070693,0.9709976798143851
92,5e-05,0.25,0.09999999999999998,0.25492170949776966,0.2949528739789799,0.9280485014870739,0.9176334106728539,0.9311973414130826,0.7664148699630916,0.9798346869971465,0.941743666415876,0.9308027567857406,0.8501982076765552,0.1837160751565762,0.13432835820895522,0.961107298101121,0.9733178654292344
93,2.5e-05,0.25,0.09999999999999998,0.25347738656946406,0.29410207914642283,0.9295355753832075,0.9211136890951276,0.9321309805434437,0.791111111111111,0.9798497240151568,0.943477253654119,0.9323497381922464,0.857606849538168,0.17118997912317327,0.14925373134328357,0.9637382749942804,0.974477958236659
