Split,Accuracy,Macro_F1,Weighted_F1,AUC,QWK,ChgAcc,PersistenceRate
Val,0.9211136890951276,0.791111111111111,0.9180671845051952,0.9433533329969274,0.857606849538168,0.14925373134328357,0.974477958236659
Test,0.9129425420777714,0.7299428265506701,0.908765117902642,0.9447179081549081,0.8312025471467058,0.1,0.9721416134648868
