epoch,lr,context_dropout,last_y_mask_prob,train_Loss,val_Loss,train_NLL,val_NLL,train_Objective,val_Objective,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_AUC,val_AUC,train_QWK,val_QWK,train_ChgAcc,val_ChgAcc,train_PersistenceRate,val_PersistenceRate
1,0.0002,0.6,0.55,1.0511720131965938,0.8355874845157366,1.0511720131965938,0.8355874845157366,1.0511720131965938,0.8355874845157366,0.44463509494394876,0.6890951276102089,0.4228127622702307,0.5638517814567231,0.6143391590237693,0.7376737033419563,0.21775696544084988,0.3661151427189163,0.3277661795407098,0.34328358208955223,0.4473804621368108,0.6995359628770301
2,0.0002,0.5879310344827586,0.5344827586206897,0.92555191489058,0.6977672769132733,0.92555191489058,0.6977672769132733,0.92555191489058,0.6977672769132733,0.5688629604209563,0.7088167053364269,0.5369195614261079,0.606868288147463,0.7389481737952274,0.7762154462814767,0.4235110609567646,0.4097883215198418,0.348643006263048,0.29850746268656714,0.5718371082132235,0.7273781902552204
3,0.0002,0.5758620689655172,0.5189655172413794,0.8129665759820137,0.6348213098441918,0.8129665759820137,0.6348213098441918,0.8129665759820137,0.6348213098441918,0.6443605582246625,0.7122969837587007,0.6355151231868718,0.5800099303935621,0.7976301763782306,0.8055742312741266,0.6015457289718427,0.40162473499559115,0.33402922755741127,0.2835820895522388,0.6507664150080074,0.7320185614849188
4,0.0002,0.5637931034482758,0.503448275862069,0.7315566408582368,0.6090427664758987,0.7315566408582368,0.6090427664758987,0.7315566408582368,0.6090427664758987,0.6755891100434683,0.7111368909512761,0.6788223682402377,0.5752690145250071,0.8275729488938008,0.8197355177502383,0.6621347803921575,0.3949518488362298,0.37160751565762007,0.29850746268656714,0.6782200869366277,0.7273781902552204
5,0.0002,0.5517241379310345,0.48793103448275865,0.6720613975105992,0.5831629715496869,0.6720613975105992,0.5831629715496869,0.6720613975105992,0.5831629715496869,0.6994966826813086,0.7180974477958236,0.703370226309886,0.5826016629531354,0.8508026604985152,0.8367671466842581,0.6980255870541037,0.4196454599719589,0.3862212943632568,0.29850746268656714,0.7009837565774423,0.7366589327146171
6,0.0002,0.5396551724137931,0.47241379310344833,0.6336369939920586,0.5585359791315349,0.6336369939920586,0.5585359791315349,0.6336369939920586,0.5585359791315349,0.7127659574468085,0.7262180974477959,0.7215884762409585,0.5928506095542166,0.8628722985993091,0.8522946758803922,0.7241107311617807,0.4382945369713329,0.33820459290187893,0.29850746268656714,0.7210020590253946,0.7459396751740139
7,0.0002,0.5275862068965517,0.45689655172413796,0.6048703426846758,0.530864166065601,0.6048703426846758,0.530864166065601,0.6048703426846758,0.530864166065601,0.7317547471974376,0.7459396751740139,0.7428120673421622,0.6132244875189397,0.8743141033148022,0.8631062318271444,0.7391975915090035,0.47127868182113875,0.3695198329853862,0.31343283582089554,0.736902310684054,0.7633410672853829
8,0.0002,0.5155172413793103,0.4413793103448276,0.5728505690019808,0.502337846429608,0.5728505690019808,0.502337846429608,0.5728505690019808,0.502337846429608,0.7474262182566919,0.7784222737819025,0.7580298493774196,0.6378831402499611,0.8873513363900121,0.8741701213800622,0.7536136503561808,0.5300325275375175,0.34237995824634654,0.29850746268656714,0.7553191489361702,0.7993039443155452
9,0.0002,0.503448275862069,0.42586206896551726,0.551361024475185,0.47775146973658605,0.551361024475185,0.47775146973658605,0.551361024475185,0.47775146973658605,0.7557767101349806,0.7981438515081206,0.769207010874552,0.6577768072140063,0.8952289249627089,0.8855456361316216,0.7618120136855675,0.5534819692604629,0.34237995824634654,0.23880597014925373,0.7644703729123771,0.8283062645011601
10,0.0002,0.49137931034482757,0.41034482758620694,0.5372907666545306,0.44647186814770623,0.5372907666545306,0.44647186814770623,0.5372907666545306,0.44647186814770623,0.7735072065888813,0.8155452436194895,0.7873269064018859,0.6623783690691466,0.901548059132456,0.8979281767368285,0.775289403380885,0.6084524902292923,0.31524008350730687,0.2537313432835821,0.7858613589567605,0.845707656612529
11,0.0002,0.47931034482758617,0.39482758620689656,0.5030761158212702,0.4323557093912377,0.5030761158212702,0.4323557093912377,0.5030761158212702,0.4323557093912377,0.7848318462594372,0.8306264501160093,0.7992697028562521,0.6773785981103054,0.9128136023359823,0.9031661896167926,0.7891455807287457,0.6396115619239467,0.2839248434237996,0.2537313432835821,0.8001601464195837,0.8607888631090487
12,0.0002,0.4672413793103448,0.37931034482758624,0.5013967738411187,0.4069482571425958,0.5013967738411187,0.4069482571425958,0.5013967738411187,0.4069482571425958,0.789293067947838,0.8503480278422274,0.8031447382569921,0.6989209162901248,0.9145028939016028,0.91014695433905,0.7940089550447247,0.7015137024700722,0.31524008350730687,0.14925373134328357,0.8018760009151223,0.8979118329466357
13,0.0002,0.45517241379310347,0.36379310344827587,0.47879343631065185,0.3899732140128408,0.47879343631065185,0.3899732140128408,0.47879343631065185,0.3899732140128408,0.8021047815145276,0.8677494199535963,0.8156150705589124,0.726116249857257,0.9225591846102192,0.9143164800101942,0.8064002364800709,0.7489413244077889,0.2839248434237996,0.1044776119402985,0.8191489361702128,0.9269141531322506
14,0.0002,0.44310344827586207,0.34827586206896555,0.45856408047010633,0.37395265117598797,0.45856408047010633,0.37395265117598797,0.45856408047010633,0.37395265117598797,0.8106840539922214,0.8781902552204176,0.8244569208018685,0.7378538368630618,0.92919192380855,0.9194919328472854,0.8173143017072488,0.7538343665111096,0.267223382045929,0.11940298507462686,0.8301304049416609,0.9327146171693735
15,0.0002,0.43103448275862066,0.33275862068965517,0.44479444267765605,0.3734782705312539,0.44479444267765605,0.3734782705312539,0.44479444267765605,0.3734782705312539,0.818805765271105,0.8781902552204176,0.8316534633387551,0.7330850085549147,0.9337823559359538,0.9205360166599951,0.8221116569165499,0.7700159169581735,0.2546972860125261,0.11940298507462686,0.8391672386181652,0.9350348027842227
16,0.0002,0.4189655172413793,0.3172413793103448,0.43271322445093807,0.36640704418003145,0.43271322445093807,0.36640704418003145,0.43271322445093807,0.36640704418003145,0.8253260123541524,0.8874709976798144,0.8377320819271632,0.7551587301587303,0.9379503457134181,0.9242906135655821,0.8300725748873982,0.7807014355805924,0.2359081419624217,0.08955223880597014,0.8482040722946694,0.9466357308584686
17,0.0002,0.4068965517241379,0.3017241379310345,0.4319484037014964,0.36841946148817056,0.4319484037014964,0.36841946148817056,0.4319484037014964,0.36841946148817056,0.8307023564401739,0.8955916473317865,0.8424004900550485,0.7623344147066775,0.9383739895831122,0.9269146350905196,0.8351003945100597,0.8138764934504102,0.2546972860125261,0.1044776119402985,0.8524365133836651,0.9559164733178654
18,0.0002,0.39482758620689656,0.28620689655172415,0.415531201060973,0.36336434703415343,0.415531201060973,0.36336434703415343,0.415531201060973,0.36336434703415343,0.8399679707160833,0.8897911832946636,0.8514464019764768,0.7740426695047092,0.9438991580941769,0.9282347021697165,0.8394583633584218,0.785763992444577,0.22755741127348644,0.1044776119402985,0.8638755433539236,0.9466357308584686
19,0.0002,0.38275862068965516,0.2706896551724138,0.39336028646015514,0.3584257271616199,0.39336028646015514,0.3584257271616199,0.39336028646015514,0.3584257271616199,0.8491191946922901,0.8897911832946636,0.8601229023371845,0.7755560809822951,0.949660725734384,0.9329761111882832,0.8563203052774915,0.7880662667298459,0.21711899791231734,0.08955223880597014,0.8747426218256692,0.9501160092807425
20,0.0002,0.3706896551724138,0.25517241379310346,0.38966194975433405,0.3575683529305071,0.38966194975433405,0.3575683529305071,0.38966194975433405,0.3575683529305071,0.8542667581789064,0.894431554524362,0.8648596180208344,0.7903372746718156,0.9514206021754447,0.9348130835074683,0.855323355160669,0.7957729479396698,0.2254697286012526,0.1044776119402985,0.8793182338137726,0.9524361948955916
21,0.0002,0.35862068965517235,0.23965517241379308,0.377441878103059,0.35556480122552947,0.377441878103059,0.35556480122552947,0.377441878103059,0.35556480122552947,0.8602150537634409,0.8990719257540604,0.8699013989812882,0.7946221272739044,0.9549243227304597,0.9366842952210225,0.862841988460361,0.8041170966448336,0.21085594989561587,0.1044776119402985,0.8878975062914665,0.9582366589327146
22,0.0002,0.346551724137931,0.22413793103448276,0.36201933354950694,0.3509663668420088,0.36201933354950694,0.3509663668420088,0.36201933354950694,0.3509663668420088,0.8691374971402425,0.8979118329466357,0.8776616784351384,0.7899297932040596,0.9572602205101742,0.9373280804773422,0.8740435317340013,0.8085380480653902,0.1941544885177453,0.08955223880597014,0.898535804163807,0.9582366589327146
23,0.0002,0.33448275862068966,0.20862068965517244,0.3657219220396857,0.3463881343533987,0.3657219220396857,0.3463881343533987,0.3657219220396857,0.3463881343533987,0.8674216426447038,0.8979118329466357,0.8756337342996051,0.7899297932040596,0.9571912264791257,0.9384833186645601,0.8731876220181376,0.8085380480653902,0.18580375782881003,0.08955223880597014,0.8988789750629147,0.9582366589327146
24,0.0002,0.32241379310344825,0.19310344827586207,0.3526590645954173,0.34209304363434384,0.3526590645954173,0.34209304363434384,0.3526590645954173,0.34209304363434384,0.8763440860215054,0.8967517401392111,0.8843602062137111,0.7889346954221962,0.9605056863720088,0.9395359351062461,0.8773067581945581,0.806545225069883,0.2045929018789144,0.08955223880597014,0.9050560512468543,0.95707656612529
25,0.0002,0.3103448275862069,0.17758620689655175,0.3462828411898605,0.3363900332605756,0.3462828411898605,0.3363900332605756,0.3462828411898605,0.3363900332605756,0.8770304278197208,0.9002320185614849,0.8845007474885901,0.795214719866497,0.9617099456599284,0.9408562512790669,0.8821323543579138,0.81179877912935,0.17118997912317327,0.08955223880597014,0.9098604438343628,0.9605568445475638
26,0.0002,0.29827586206896556,0.16206896551724137,0.32948536503385883,0.3372220475823033,0.32948536503385883,0.3372220475823033,0.32948536503385883,0.3372220475823033,0.8874399450926561,0.9002320185614849,0.8944857441811586,0.8026632034506093,0.9653012831074355,0.9414016660428679,0.8931463618386151,0.8123672871040825,0.1732776617954071,0.08955223880597014,0.9204987417067033,0.9605568445475638
27,0.0002,0.28620689655172415,0.146551724137931,0.3232049700686654,0.331317726946209,0.3232049700686654,0.331317726946209,0.3232049700686654,0.331317726946209,0.8921299473804621,0.9002320185614849,0.8984403473097102,0.7984868601540621,0.9660226871353398,0.9425742925097804,0.8989873937889773,0.8109192160654651,0.16910229645093947,0.1044776119402985,0.9267902081903454,0.9582366589327146
28,0.0002,0.27413793103448275,0.13103448275862067,0.3132635972178574,0.32723869476683454,0.3132635972178574,0.32723869476683454,0.3132635972178574,0.32723869476683454,0.8939601921757035,0.8967517401392111,0.9004791001975531,0.7928660583512407,0.9673208442877005,0.9438693387275657,0.9000541198572908,0.8064299530871335,0.14822546972860126,0.08955223880597014,0.9298787462823153,0.9582366589327146
29,0.0002,0.26206896551724135,0.1155172413793103,0.30274748946048935,0.3259095474904762,0.30274748946048935,0.3259095474904762,0.30274748946048935,0.3259095474904762,0.9021962937542897,0.9048723897911833,0.9069163804040609,0.8026931982745936,0.9703199233030052,0.9441192438777897,0.9048480199363429,0.8192259296607977,0.12734864300626306,0.1044776119402985,0.9413177762525737,0.9640371229698376
30,0.0002,0.25,0.09999999999999998,0.29336958579519634,0.32281854548199823,0.29336958579519634,0.32281854548199823,0.29336958579519634,0.32281854548199823,0.9078014184397163,0.9153132250580046,0.9132981939310995,0.8187315464816738,0.9712055696974535,0.9452777611908457,0.9120053640156971,0.8494466282571111,0.1419624217118998,0.11940298507462686,0.945664607641272,0.974477958236659
31,0.0002,0.25,0.09999999999999998,0.30362066551378186,0.3174480860858395,0.30362066551378186,0.3174480860858395,0.30362066551378186,0.3174480860858395,0.8999084877602379,0.9187935034802784,0.9051219657975714,0.8289089980340784,0.9691268215009785,0.9462254566397549,0.9074856570617275,0.8617418166957423,0.1315240083507307,0.1044776119402985,0.9390299702585221,0.9802784222737819
32,0.0002,0.25,0.09999999999999998,0.29080764901253486,0.3162900360858634,0.29080764901253486,0.3162900360858634,0.29080764901253486,0.3162900360858634,0.9044840997483413,0.9071925754060325,0.9093284422396509,0.8123320182934752,0.9717576936770344,0.9466958138673975,0.9107779941802465,0.8238925554499507,0.13569937369519833,0.08955223880597014,0.9428048501487074,0.9698375870069605
33,0.0002,0.25,0.09999999999999998,0.28985629406817526,0.3131894134590078,0.28985629406817526,0.3131894134590078,0.28985629406817526,0.3131894134590078,0.9055136124456646,0.919953596287703,0.9102402743160086,0.8297443290299605,0.9716637288260627,0.9478247561538383,0.9102505292762962,0.8635812129631257,0.12526096033402923,0.07462686567164178,0.9445207046442462,0.9860788863109049
34,0.0002,0.25,0.09999999999999998,0.28706339825975136,0.31122176235070637,0.28706339825975136,0.31122176235070637,0.28706339825975136,0.31122176235070637,0.9067719057423931,0.9071925754060325,0.9118850484627291,0.8194751777408978,0.9725360825217209,0.948971165199637,0.9106531059695235,0.8242812067926402,0.12108559498956159,0.07462686567164178,0.9454358270418668,0.9709976798143851
35,0.0002,0.25,0.09999999999999998,0.2799584505024013,0.3108113868607169,0.2799584505024013,0.3108113868607169,0.2799584505024013,0.3108113868607169,0.9106611759322809,0.9176334106728539,0.9153892643097672,0.8202899803574087,0.9731732182352214,0.9499980729173867,0.9179108246884893,0.859032044198895,0.1336116910229645,0.05970149253731343,0.9487531457332419,0.9860788863109049
36,0.0002,0.25,0.09999999999999998,0.28132054821301095,0.30768846442140724,0.28132054821301095,0.30768846442140724,0.28132054821301095,0.30768846442140724,0.9119194692290093,0.9095127610208816,0.9166859865192372,0.8213166093081457,0.9730224588966124,0.9504704036947755,0.9152870783781659,0.8341655204744572,0.12734864300626306,0.07462686567164178,0.9505833905284832,0.9756380510440835
37,0.0002,0.25,0.09999999999999998,0.2822450886797343,0.30490985402098386,0.2822450886797343,0.30490985402098386,0.2822450886797343,0.30490985402098386,0.91283459162663,0.9222737819025522,0.9178237753022148,0.8315313228044433,0.9727366211692295,0.9516508549013433,0.9187989236352403,0.8673706237141501,0.12734864300626306,0.05970149253731343,0.9519560741249142,0.9907192575406032
38,0.0002,0.25,0.09999999999999998,0.2792730715472675,0.3025817730725503,0.2792730715472675,0.3025817730725503,0.2792730715472675,0.3025817730725503,0.9095172729352551,0.9211136890951276,0.9136275512597801,0.8305809292751646,0.9736468658624394,0.9527779496468609,0.9161592015734854,0.865422081491743,0.11482254697286012,0.05970149253731343,0.950354609929078,0.9895591647331786
39,0.0002,0.25,0.09999999999999998,0.2776609919309016,0.30041508442287934,0.2776609919309016,0.30041508442287934,0.2776609919309016,0.30041508442287934,0.9138641043239534,0.91415313225058,0.9175806900764455,0.8175431923521432,0.9736676217221155,0.953942234346235,0.9190362656348313,0.8532581060227539,0.12526096033402923,0.05970149253731343,0.9530999771219401,0.9825986078886311
40,0.0002,0.25,0.09999999999999998,0.27452666129899006,0.29988868531107626,0.27452666129899006,0.29988868531107626,0.27452666129899006,0.29988868531107626,0.9124914207275223,0.9187935034802784,0.9167894003400899,0.8290244895413649,0.9742410539653402,0.9543234197254459,0.9182967121745682,0.8618523023152681,0.12317327766179541,0.05970149253731343,0.9519560741249142,0.9872389791183295
41,0.0002,0.25,0.09999999999999998,0.27143482204924674,0.29629114256380884,0.27143482204924674,0.29629114256380884,0.27143482204924674,0.29629114256380884,0.9119194692290093,0.9106728538283063,0.9154076248999594,0.8150214065157794,0.9744082683186704,0.9558410127794087,0.9201758491930937,0.8416962788248362,0.1336116910229645,0.07462686567164178,0.9506977808281858,0.9767981438515081
42,0.0002,0.25,0.09999999999999998,0.27111598213840965,0.29176566149961647,0.27111598213840965,0.29176566149961647,0.27111598213840965,0.29176566149961647,0.9144360558224662,0.9211136890951276,0.9190126164895863,0.830694449179323,0.9743469481775963,0.956920179870445,0.9218252177738852,0.8655297121287358,0.15031315240083507,0.05970149253731343,0.9511553420269961,0.9895591647331786
43,0.0002,0.25,0.09999999999999998,0.2701452744856657,0.2875707902515571,0.2701452744856657,0.2875707902515571,0.2701452744856657,0.2875707902515571,0.9159231297185999,0.9222737819025522,0.9196077443982804,0.8315313228044433,0.9748565453014363,0.9580288711211371,0.9224973859967281,0.8673706237141501,0.11899791231732777,0.05970149253731343,0.9568748570121254,0.9907192575406032
44,0.0002,0.25,0.09999999999999998,0.270190204125306,0.28216658411612366,0.270190204125306,0.28216658411612366,0.270190204125306,0.28216658411612366,0.9190116678105696,0.9222737819025522,0.923130076816773,0.8315313228044433,0.9738073121873546,0.9590321463365091,0.9258027509220084,0.8673706237141501,0.12943632567849686,0.05970149253731343,0.9587051018073668,0.9907192575406032
45,0.0002,0.25,0.09999999999999998,0.26091165199374694,0.2770534394235456,0.26091165199374694,0.2770534394235456,0.26091165199374694,0.2770534394235456,0.9212994738046214,0.9222737819025522,0.9243726367470034,0.8388132765468321,0.9758611729738816,0.9606301684113215,0.926854251236243,0.8679765447225626,0.12734864300626306,0.05970149253731343,0.9609929078014184,0.9907192575406032
