Split,Accuracy,Macro_F1,Weighted_F1,AUC,QWK,ChgAcc,PersistenceRate
Val,0.9269141531322506,0.856883894745423,0.9267986530374466,0.9599709522050034,0.8749494452161987,0.08955223880597014,0.9907192575406032
Test,0.9193267556587348,0.7827551533433886,0.9178421751225685,0.9517539967221501,0.8614231615768804,0.05384615384615385,0.9866511897852582
