class0_threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
0.05,0.8979118329466357,0.9157435175422114,0.8979118329466357,0.7700571255627436,0.9039456111204592,0.38333333333333336,0.7666666666666667,0.5111111111111111,0.6388888888888888,30,0.9695737213869272,0.8330453915104937,0.014925373134328358,0.10672853828306264
0.06,0.9071925754060325,0.9188374722492862,0.9071925754060325,0.7919860414638636,0.9111520996542627,0.4423076923076923,0.7666666666666667,0.5609756097560976,0.6686046511627908,30,0.9695737213869272,0.8468329613199223,0.014925373134328358,0.0962877030162413
0.07,0.9095127610208816,0.9178452773625941,0.9095127610208816,0.7963705427774012,0.9124175226840625,0.46808510638297873,0.7333333333333333,0.5714285714285714,0.6586826347305388,30,0.9695737213869272,0.8525247258566471,0.0,0.09280742459396751
0.08,0.9153132250580046,0.9204707397079788,0.9153132250580046,0.81305800100295,0.9171702256873411,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.6790123456790123,30,0.9695737213869272,0.8585576192118043,0.0,0.08700696055684455
0.09,0.9153132250580046,0.9204707397079788,0.9153132250580046,0.81305800100295,0.9171702256873411,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.6790123456790123,30,0.9695737213869272,0.8585576192118043,0.0,0.08700696055684455
0.1,0.9164733178654292,0.9210495447537672,0.9164733178654292,0.8166115072810002,0.9181367518898368,0.5365853658536586,0.7333333333333333,0.6197183098591549,0.6832298136645962,30,0.9695737213869272,0.8597929717150317,0.0,0.08584686774941995
0.11,0.9176334106728539,0.9210783873903053,0.9176334106728539,0.8227528348246547,0.9189116970712592,0.5641025641025641,0.7333333333333333,0.6376811594202898,0.6918238993710691,30,0.9695737213869272,0.8659172314056536,0.0,0.08352668213457076
0.12,0.919953596287703,0.9224098183692554,0.919953596287703,0.8304538916188505,0.9208955405568565,0.5945945945945946,0.7333333333333333,0.6567164179104478,0.7006369426751592,30,0.9695737213869272,0.8684872988023495,0.0,0.08120649651972157
0.13,0.9211136890951276,0.9231182768943684,0.9211136890951276,0.834444961734173,0.9218989474104715,0.6111111111111112,0.7333333333333333,0.6666666666666666,0.7051282051282052,30,0.9695737213869272,0.8697879655672761,0.0,0.08004640371229699
0.14,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9695737213869272,0.8710992241173052,0.0,0.07888631090487239
0.15,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9695737213869272,0.8710992241173052,0.0,0.07888631090487239
