sample_rank,sample_index,ticker,y_true,y_pred,pred_prob,target_class_explained,feature_flat,feature_value,shap_value,abs_shap_value,last_y_context,sector_id
6,1345,SBS,1,2,0.784399151802063,2,t-1__net_profit_margin,0.11381618678569794,0.044475699040290355,0.044475699040290355,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-2__roa,0.2951642572879791,0.018452511097550157,0.018452511097550157,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-3__pretax_profit_margin,0.9100118279457092,0.017463826324909015,0.017463826324909015,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-1__delta_days_delta,-0.36695995926856995,0.01373908433865285,0.01373908433865285,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-0__pretax_profit_margin,0.14536777138710022,0.013421023221115597,0.013421023221115597,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-2__operating_cashflow_ps,-0.20050381124019623,0.012003774161578912,0.012003774161578912,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-0__operating_cashflow_ps_delta,0.0,0.011611649506039599,0.011611649506039599,1,11
6,1345,SBS,1,2,0.784399151802063,2,t-3__current_ratio,-0.6542583703994751,0.005881711233272791,0.005881711233272791,1,11
3,1401,SMG,1,2,0.8564255833625793,2,t-1__pretax_profit_margin,-0.030811624601483345,0.008449579195776732,0.008449579195776732,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-0__net_profit_margin,0.012646264396607876,0.00837725140593701,0.00837725140593701,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-1__roa,0.3912791311740875,0.0074501971124175375,0.0074501971124175375,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-0__asset_turnover_delta,-0.5092666745185852,0.0045189716217729145,0.0045189716217729145,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-3__pretax_profit_margin,-0.030811624601483345,0.004506116420246672,0.004506116420246672,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-2__roa,0.3912791311740875,0.004334097503220118,0.004334097503220118,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-0__roe,0.16866789758205414,0.00423078782060257,0.00423078782060257,2,0
3,1401,SMG,1,2,0.8564255833625793,2,t-3__net_profit_margin_delta,0.0,0.003990030618113097,0.003990030618113097,2,0
4,698,HAS,2,2,0.8834881782531738,2,t-3__net_profit_margin,0.12639403343200684,0.009170045153905878,0.009170045153905878,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-3__roa,0.5005978345870972,0.007802448466529142,0.007802448466529142,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-1__debt_equity_ratio,-0.00985932257026434,0.0075061965176898855,0.0075061965176898855,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-0__roa,0.29385480284690857,0.007405014554774972,0.007405014554774972,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-0__net_profit_margin,0.03366292268037796,0.006464256119904158,0.006464256119904158,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-0__free_cashflow_ps_delta,0.0,0.00599951187557767,0.00599951187557767,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-2__operating_profit_margin,0.10520313680171967,0.005867896605917666,0.005867896605917666,2,5
4,698,HAS,2,2,0.8834881782531738,2,t-2__roa,0.5005978345870972,0.004599880650894358,0.004599880650894358,2,5
2,553,EPD,2,2,0.8389316201210022,2,t-0__current_ratio,-0.9949684739112854,0.018751513524876303,0.018751513524876303,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-0__roa,0.3010476231575012,0.014476328967083346,0.014476328967083346,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-3__roe,0.08724319189786911,0.01132513436665907,0.01132513436665907,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-1__current_ratio,-0.9949684739112854,0.008315845361776032,0.008315845361776032,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-2__roa,0.3010476231575012,0.007828982964341006,0.007828982964341006,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-0__pretax_profit_margin_delta,0.0,0.007813480040568086,0.007813480040568086,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-2__net_profit_margin,-0.08859915286302567,0.004975327682286754,0.004975327682286754,2,7
2,553,EPD,2,2,0.8389316201210022,2,t-2__operating_cashflow_ps,0.0660158097743988,0.0038866159730005703,0.0038866159730005703,2,7
8,1710,XRX,2,2,0.7699195146560669,2,t-1__debt_equity_ratio,-0.11000022292137146,0.005754489137799843,0.005754489137799843,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-1__free_cashflow_ps_delta,0.0,0.0039443778415055196,0.0039443778415055196,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-1__debt_equity_ratio_delta,0.0,0.003423922197717654,0.003423922197717654,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-1__roe,-0.08067575842142105,0.0032850708973838597,0.0032850708973838597,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-3__roe,-0.09133502840995789,0.002324421637443685,0.002324421637443685,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-0__pretax_profit_margin_delta,0.0,0.002126376124257468,0.002126376124257468,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-3__gross_profit_margin_delta,0.0,0.0018730382991832316,0.0018730382991832316,2,10
8,1710,XRX,2,2,0.7699195146560669,2,t-3__debt_equity_ratio,-0.1652119755744934,0.0017489829280312832,0.0017489829280312832,2,10
7,1141,OGE,2,2,0.9158194661140442,2,t-0__pretax_profit_margin,0.32932496070861816,0.01704083293573316,0.01704083293573316,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-2__operating_profit_margin,0.430376261472702,0.01652444825259177,0.01652444825259177,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-3__pretax_profit_margin,0.32932496070861816,0.013007893448341976,0.013007893448341976,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-1__operating_cashflow_ps,0.4073326289653778,0.010085146007731097,0.010085146007731097,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-0__roa,-0.11649390310049057,0.009342064958415086,0.009342064958415086,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-3__delta_days,1.087928295135498,0.009324532058917161,0.009324532058917161,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-0__operating_profit_margin,0.430376261472702,0.008325672783229677,0.008325672783229677,2,11
7,1141,OGE,2,2,0.9158194661140442,2,t-3__net_profit_margin,0.23671336472034454,0.005948775284338436,0.005948775284338436,2,11
