row_id,ticker,company_name,rating_date,sector,true_label,true_label_name,xai_test_index,xai_shared_sample_id,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,feature,feature_value,gradientshap_attribution,direction,feature_source,probability_source,xai_probability_source,xai_method,gradientshap_method,proxy_mse,proxy_argmax_agreement
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,1,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,roa,0.8167032458166629,-0.015539185144007206,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,2,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,roe,0.4430022041870153,-0.0126800537109375,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,3,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,operating_cashflow_ps,0.0643883051724697,0.008184503763914108,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,4,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,current_ratio,0.40190947862126,0.007923674769699574,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,5,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,ebit_margin,0.0864973282396786,-0.007306535728275776,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,6,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,debt_equity_ratio,-0.0023323264539321,-0.005580758210271597,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,7,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,asset_turnover,0.7206562617518126,0.004064215812832117,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,8,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,operating_profit_margin,0.0755382458869231,0.00367333902977407,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,9,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,pretax_profit_margin,0.2053378498497508,-0.00313690141774714,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,10,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,0,Distressed,0.009848418878403473,gross_profit_margin,-0.8742023115379266,-0.0029146289452910423,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,1,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,pretax_profit_margin,0.2053378498497508,-0.32347574830055237,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,2,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,operating_profit_margin,0.0755382458869231,0.28646713495254517,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,3,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,ebit_margin,0.0864973282396786,-0.22421294450759888,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,4,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,debt_equity_ratio,-0.0023323264539321,-0.10367678105831146,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,5,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,operating_cashflow_ps,0.0643883051724697,0.07943727821111679,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,6,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,asset_turnover,0.7206562617518126,0.0720721185207367,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,7,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,roa,0.8167032458166629,-0.0575568787753582,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,8,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,current_ratio,0.40190947862126,0.05282408744096756,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,9,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,gross_profit_margin,-0.8742023115379266,0.03854234516620636,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,10,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,1,HY,0.051171482903359246,net_profit_margin,0.1860005032053514,0.021597163751721382,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,1,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,2,IG,0.9389800982182372,pretax_profit_margin,0.2053378498497508,0.18106654286384583,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,2,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,2,IG,0.9389800982182372,operating_profit_margin,0.0755382458869231,-0.15727487206459045,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,3,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,2,IG,0.9389800982182372,ebit_margin,0.0864973282396786,0.10790438950061798,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,4,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,2,IG,0.9389800982182372,roa,0.8167032458166629,0.07887081801891327,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,5,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,2,IG,0.9389800982182372,debt_equity_ratio,-0.0023323264539321,0.07345442473888397,supports_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
test_000772,EMN,EASTMAN CHEMICAL COMPANY,2013-09-05,0,2,IG,518,test_idx_000518,518,6,dmf_dcs,DMF/DCS Fusion,2,IG,0.9389800982182372,2,IG,0.9389800982182372,current_ratio,0.40190947862126,-0.07165912538766861,opposes_explained_class,aligned_original_financial_features,dmf_probs,dmf_probs,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.045018665390887704,0.8276262333139872
