rating_detail,company_name,ticker,rating_agency,rating_date,sector,source,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps
1,Rent-A-Center Inc.,RCII,Standard & Poor's Ratings Services,2010-10-28,Miscellaneous,credit_rating_financial,2.6667,0.5701,0.722395,0.107678,0.107678,0.098246,0.060995,1.126,0.134552,0.068681,4.9592,3.972
1,Jabil Inc.,JBL,Standard & Poor's Ratings Services,2010-11-03,Technology,credit_rating_financial,1.2909,0.7449,0.074884,0.024428,0.024428,0.01844,0.012591,2.1058,0.107213,0.026817,-0.7281,-1.1496
1,Flowserve Corp.,FLS,Standard & Poor's Ratings Services,2010-11-05,Capital Goods,credit_rating_financial,1.7141,0.3145,0.354648,0.144211,0.147838,0.133965,0.098021,1.0274,0.237731,0.10081,2.5506,1.9125
2,General Mills Inc.,GIS,Standard & Poor's Ratings Services,2010-11-11,Consumer Non-Durables,credit_rating_financial,0.9233,1.1377,0.396308,0.178066,0.178066,0.150626,0.104574,0.8279,0.271778,0.086827,0.6462,0.4849
2,Shaw Communications Inc.,SJR,Standard & Poor's Ratings Services,2010-11-16,Public Utilities,credit_rating_financial,0.5842,1.4374,1.0,0.295493,0.295493,0.195588,0.143299,0.3661,0.225964,0.061655,0.4769,0.303
1,Tutor Perini Corporation,TPC,Standard & Poor's Ratings Services,2010-11-19,Miscellaneous,credit_rating_financial,1.2311,0.0901,0.07532,0.041061,0.041061,0.039818,0.026604,1.8265,0.106379,0.048592,-0.5307,-1.2423
2,Avnet Inc.,AVT,Standard & Poor's Ratings Services,2010-11-23,Consumer Services,credit_rating_financial,1.9276,0.4255,0.119008,0.033173,0.033173,0.030536,0.021418,2.462,0.136376,0.052731,-7.6079,-7.3231
2,Microsoft Corp.,MSFT,Standard & Poor's Ratings Services,2010-11-23,Technology,credit_rating_financial,2.1293,0.1286,0.801629,0.385667,0.385667,0.400311,0.300237,0.7256,0.40628,0.20216647,0.5805,0.7057
1,Koppers Holdings Inc.,KOP,Standard & Poor's Ratings Services,2010-11-23,Basic Industries,credit_rating_financial,2.8907,6.1186,0.158129,0.084401,0.084401,0.031572,0.01672,1.7449,0.395986,0.033675,5.4618,4.5864
2,Fluor Corp.,FLR,Standard & Poor's Ratings Services,2010-11-23,Miscellaneous,credit_rating_financial,1.5515,0.0383,0.059169,0.051051,0.051051,0.051695,0.031145,3.0634,0.219826,0.102093,5.0039,3.9227
2,Korea Electric Power Corp.,KEP,Standard & Poor's Ratings Services,2010-11-30,Public Utilities,credit_rating_financial,1.0262,0.8289,0.132321,0.050445,0.050445,0.009484,-0.001404,0.3647,-0.001871,-0.000831,4.0751,-2.8945
2,Southern Power Company,SCCO,Standard & Poor's Ratings Services,2010-12-01,Miscellaneous,credit_rating_financial,2.9659,0.3288,0.500351,0.397707,0.397707,0.376092,0.248878,0.6164,0.240025,0.154266,1.1322,0.6584
2,TransAlta Corporation,TAC,DBRS,2010-12-03,Public Utilities,credit_rating_financial,0.9941,1.3038,0.556678,0.136469,0.136469,0.084476,0.065341,0.2838,0.057311,0.020002,2.5387,-1.3875
1,Micron Technology Inc.,MCHP,Standard & Poor's Ratings Services,2010-12-03,Technology,credit_rating_financial,7.9206,0.2222,0.563708,0.25847,0.25847,0.250929,0.228974,0.3766,0.141521,0.086239,0.3803,0.5272
1,Companhia de Saneamento Basico do Estado de Sao Paulo,SBS,Standard & Poor's Ratings Services,2010-12-07,Public Utilities,credit_rating_financial,0.8134,0.6231,0.542938,0.318143,0.318143,0.287928,0.204126,0.3121,0.130426,0.063671,1.5316,0.1005
2,Kohl's Corp.,KSS,Standard & Poor's Ratings Services,2010-12-07,Consumer Services,credit_rating_financial,2.295,0.2633,0.378275,0.10822,0.10822,0.090697,0.056642,1.3053,0.123902,0.073936,1.9397,3.0367
2,Madison Gas & Electric Co.,MGEE,Standard & Poor's Ratings Services,2010-12-07,Public Utilities,credit_rating_financial,1.2984,0.7712,0.54097,0.158602,0.158602,0.148303,0.095532,0.4164,0.101629,0.039783,3.4073,1.1577
