ticker,rating_date,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps,company_name,rating_agency,sector,source,rating_detail,delta_days
ALKS,2016-03-09,1.2713332454731243,-0.3544704669263166,1.3876647078212028,-3.1882675309136386,-3.172408078605511,-2.9135581373524255,-3.0801160330319877,-0.901458246929491,-0.7206949149834393,-2.6952588051023794,-0.5667688910657754,-0.33985275926178476,Alkermes plc,6,7,1,1,1.3909927143552445
CAG,2012-12-31,-0.22408051615949742,-0.14963929962863448,-0.9090258614025793,-0.40564076441130636,-0.3943493603758697,-0.3187530649851827,-0.24244135607712902,0.7275480078276059,-0.06809649636021727,-0.08270589684336341,-0.7971968301347382,-0.2528594757378947,"Conagra Brands, Inc.",2,3,2,2,-0.5355893132832041
GOOG,2014-02-20,2.0621626783753095,-0.735229822716208,0.6813707078074022,1.007214095477745,1.0175297248131765,1.214045350917918,1.1813144617602722,-0.5146364348848763,0.04439804119991441,1.1271338899824532,-0.05328684524674771,-1.6356329311893067,Google Inc.,5,10,2,2,1.3909927143552445
MLM,2015-12-21,1.1017515381898408,-0.0955532320175524,-0.9334376664718035,0.1085669871305993,-0.005950740260889846,0.16674700165601922,0.12194020605997286,-0.49677422512146974,-0.14370057414189832,-0.07320872467706475,1.9390815028139015,1.05699211233868,"Martin Marietta Materials, Inc.",1,0,1,2,0.28397349026302976
VIAV,2013-06-07,0.34405386372202307,-0.03220302716928058,-0.05254243706220015,-0.9910009350794697,-1.0436128084544205,-0.8426826099495022,-0.7959752211256447,0.2846341860492647,-0.4385611731963175,-1.248032842705844,0.0915879342532855,-0.07926983038343718,Viavi Solutions Inc.,1,10,1,1,0.18296942149362969
NBR,2013-04-11,0.062816360713282,-0.013274989341434014,-0.18606877864724689,-0.24359323514400882,0.05684544862564411,-0.05355445546995546,-0.197559981540321,-0.5752314251603995,-0.16544862979778535,-0.3102406785272766,2.663481313234315,-3.689985309070054,Nabors Industries Inc.,6,5,2,2,-0.954859811752754
AMZN,2014-12-04,-0.685126975778519,-0.4365347854722731,-0.6574524621542716,-0.7842592626303805,-0.7727063693493003,-0.6027473905600411,-0.4965482286547302,1.663315368599303,-0.24552792405432183,-0.6416335396475601,0.9425109817176786,0.9556996159878176,"Amazon.com, Inc.",5,4,2,2,-0.46809072504324056
POR,2015-07-22,-1.0735772066473035,0.29866622018522726,0.21951555504595213,0.23358612931066638,0.24443605740390623,0.21159527697036848,0.20198490780620684,-1.0801859479555476,-0.09670958697344985,-0.3458994812783557,-0.7785897098112841,-1.5905465934194722,Portland General Electric Co.,6,9,2,2,1.3864953316171895
WOR,2014-07-02,0.3717359306793276,-0.103831750553209,-1.12069651939728,-0.5360266285538926,-0.524645174768067,-0.15433258435528188,-0.13595296232731954,1.021708935684146,0.08876831186823185,0.3764023835770471,-0.8176176477499513,-0.4583890364083331,"WORTHINGTON INDUSTRIES, INC",1,1,2,2,0.18296942149362969
KRO,2015-06-22,1.6190245610257095,-0.32847014155644555,-0.9020167387863433,-0.19859467268805345,-0.18744626305619932,-0.07594886887358704,-0.044464408262162,0.47825671020179283,-0.011709720733925427,0.2345388226894186,-0.6411903129408131,-0.2418551394621331,"Kronos Worldwide, Inc.",5,0,2,1,0.46884921007881375
PEP,2016-01-22,-0.3829697098250888,0.9489564229028474,0.4411063825499223,0.08856029947151801,0.09951038826747534,0.17414366385491054,0.15913363736725092,0.2941446834924936,0.7563534969931311,0.5205335698578967,0.03575020831795673,-0.007148367180532554,PepsiCo Inc.,6,3,2,2,0.37389889165885465
CPAC,2016-02-25,2.340402078954242,-0.34070384160670547,-0.07220283623763057,0.7918414763829953,0.8023058507585243,0.7864497125293015,0.6665365956138929,-0.789906145715863,-0.09642584423536306,0.19505269384397453,-0.21987071793928684,-0.44631570746578325,Cementos Pacasmayo S.A.A.,6,1,2,1,1.3909927143552445
BKR,2015-07-24,0.8447331381774903,-0.54784881590513,-0.9665402344833888,-0.020082157889805566,-0.009057036219453835,0.10070431123613094,0.03295163054194596,0.1978293770131539,-0.09347728428207813,0.22353135267437957,-0.658837167621693,-0.0823237044243781,BAKER HUGHES INCORPORATED,1,5,2,2,0.1631908669490038
UHS,2015-11-18,-0.3174028919777636,0.015019067390786829,1.8400238964171605,0.06914715319423588,0.08011064949405128,0.14279103569179807,0.005427135798293257,0.31046529402834283,0.06533589074790007,0.3398136066322765,0.5523608969905571,0.2091025611185764,"UNIVERSAL HEALTH SERVICES,",1,7,2,2,0.20228255482017546
ASH,2014-02-25,0.011574822216535195,-0.0942843296300461,-0.5722003745725736,0.34098599787538963,0.3517617512763065,0.2068696914797459,0.3523308874205832,-0.5069687505258437,-0.024813906187899075,-0.004569537247492792,1.595041413465078,1.5898009131579878,Ashland LLC,6,4,2,1,1.3909927143552445
DRI,2012-06-15,-1.6486652885465478,0.2048672233944641,-0.8178305546439806,-0.23195344867270185,-0.22078200012117305,-0.1745313136371611,0.18041232880338945,0.2782810914694177,0.04639606298060866,0.0150442341016543,-1.5889505192925522,-0.7974483575449413,"Darden Restaurants, Inc.",5,4,2,2,0.18296942149362969
EOG,2013-08-29,-0.4837631444698391,-0.29638727693261063,2.280770931069346,0.0493730914082496,0.0603502444747683,0.11827060382732547,-0.13263929763592686,-0.6838340652829352,-0.21050224756032843,-0.40908561649611963,0.4040976079680011,-0.05827136942164207,EOG Resources Inc.,6,5,2,2,1.3751428643811228
WY,2015-11-09,0.7562533566613442,0.4381909926136515,-0.9654305926654233,0.07032591283926082,-0.3256417866726439,-0.14424596869990677,0.0440064366519051,-0.367305458463355,-0.06627634107941549,-0.08865443759259996,0.7946799769208214,0.23473439409636562,Weyerhaeuser Company,1,4,1,2,1.3909927143552445
AMX,2016-10-27,-1.035512033866912,1.3893697007034718,0.39315284031890974,0.25994446048561093,0.27077618444944934,-0.2012279527386735,-0.20855451643858894,-0.11233085643890421,0.23182667136594257,-0.2833257354637658,-1.5579610120441434,-0.7311393712432808,"America Movil, S.A.B. de C.V.",4,9,2,2,-0.09319699578454088
GFF,2014-02-12,1.0476815120892897,0.14700288425538352,-0.855775102079112,-0.6042993895493678,-0.5928707838339492,-0.5963950811159587,-0.5103004233035164,0.5469445565405563,-0.2873208648516845,-0.6918009001317245,-0.382706166794201,-0.13495587278330634,Griffon Corp.,6,1,2,1,1.3566458495429092
SYK,2016-02-01,0.5784830736334787,-0.30125904232549433,0.9232944509193022,0.447928811982371,0.4586307063512559,0.5391468531823412,0.5909797798303893,-0.2694999892740575,0.08777757680774557,0.6714619385657493,-1.4544412258910338,-0.82876355448968,Stryker Corp.,6,7,2,2,0.30107348993907196
CPAC,2013-02-04,0.4637648927020546,-0.2305087171538288,-0.030321713600407967,0.6314723788798522,0.6420475106392067,0.08300231304498287,6.493149284790301e-05,-0.5130563746611492,0.45432590395949457,1.9565785487537326,-0.22755999089124979,-0.16963525253234923,Cementos Pacasmayo S.A.A.,2,1,2,2,-1.4855921813691124
GSK,2015-03-17,-0.6298873526381864,0.7874227455705071,0.9730164238564846,0.8450226541938812,0.8554502994974458,1.0060509721205857,1.0660562334562638,-0.23460768659024767,1.3342641542685267,1.2853926702591536,0.6950101669012826,0.3844487994326402,GLAXOSMITHKLINE PLC,1,7,2,2,0.40430126718354187
