epoch,train_Loss,val_Loss,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_AUC,val_AUC,train_QWK,val_QWK
38,0.2850276372102912,0.3790213771877431,0.9563933042622028,0.9155313351498637,0.9573446611965201,0.756618707393011,0.9953154806211116,0.9398277294866554,0.9644868251373262,0.8303951750874679
39,0.2779024778867991,0.3744361067003429,0.9563933042622028,0.9155313351498637,0.9573446611965201,0.756618707393011,0.9953657894798599,0.9399664102661296,0.9644868251373262,0.8303951750874679
40,0.27125034721332636,0.3705460418818334,0.9565339710226474,0.9155313351498637,0.9574657440253896,0.756618707393011,0.9954899408273947,0.94039971933431,0.9646027415764005,0.8303951750874679
41,0.26463642719811703,0.3662628358790008,0.9562526375017584,0.9155313351498637,0.9572235861665433,0.7604010357176826,0.9955038315887594,0.9401535043574413,0.9643708926128673,0.8310654828742999
42,0.25815004425116883,0.3619105269572096,0.9561119707413138,0.9164396003633061,0.9571073494253924,0.7714821815556255,0.9955444053235173,0.9402832303200745,0.9642499827303279,0.8334302049587465
43,0.2519222549990812,0.357924747263411,0.9565339710226474,0.9164396003633061,0.9574705585748419,0.7714821815556255,0.9955860871241055,0.9401935500768692,0.9645978296025943,0.8334302049587465
44,0.24623279738827272,0.354452573263906,0.9566746377830918,0.9164396003633061,0.9575916438390096,0.7714821815556255,0.9957340369835864,0.9408216626838364,0.9647137463824551,0.8334302049587465
45,0.24049430687386464,0.3507395373072068,0.9565339710226474,0.9164396003633061,0.9574705585748419,0.7714821815556255,0.9957669689165921,0.9408153037937907,0.9645978296025943,0.8334302049587465
46,0.23498593016779598,0.3471774911523456,0.9566746377830918,0.9168937329700273,0.9575916438390096,0.771819813025617,0.9957965456708505,0.9410797535696288,0.9647137463824551,0.8342355238379809
47,0.22963820862571982,0.3439113571470833,0.9566746377830918,0.9168937329700273,0.9575916438390096,0.771819813025617,0.9958482217439827,0.941051300626774,0.9647137463824551,0.8342355238379809
48,0.22459101875605908,0.3406119497730065,0.9565339710226474,0.9164396003633061,0.9575181334433186,0.7714821815556255,0.9958772028516408,0.9412471861118424,0.9646009507339579,0.8334302049587465
49,0.2196657616144406,0.33754152314903774,0.9565339710226474,0.9168937329700273,0.9574705585748419,0.7768587584584242,0.9959049330833323,0.9411279671569727,0.9645978296025943,0.8346055979643766
50,0.2148780936678007,0.33472081452906466,0.9568153045435364,0.9173478655767484,0.9577515470294401,0.7771967334852694,0.9959354583251608,0.9412653514344523,0.9648659527504705,0.8354096496115142
51,0.21031260515430408,0.33215164294211214,0.9569559713039809,0.9173478655767484,0.9579290174528462,0.7771967334852694,0.9959759920163643,0.9412725152500431,0.9649517108194846,0.8354096496115142
52,0.20607967829853388,0.3296850306502382,0.9572373048248699,0.9173478655767484,0.9582158455482469,0.7771967334852694,0.9960719053907573,0.9415479829886165,0.9651974178645536,0.8354096496115142
53,0.20177453310587284,0.3272918929568528,0.9573779715853143,0.9178019981834695,0.9583340859117859,0.7775955452639359,0.9961444902958863,0.9412657719209775,0.9653241015342744,0.8363019508057676
54,0.19765649751293504,0.32486599411104927,0.9573779715853143,0.9178019981834695,0.9582837795699487,0.7775955452639359,0.9961875856070369,0.9411862205473712,0.9653319586942765,0.8363019508057676
55,0.1936364206325739,0.3226577966302838,0.9573779715853143,0.9173478655767484,0.9583293478557099,0.7755489511139908,0.9962240839146702,0.9412481576474031,0.9653289064409588,0.8357763820428423
56,0.1897901774464639,0.3204490113130764,0.9576593051062035,0.9173478655767484,0.9586239180133188,0.7755489511139908,0.9962544411746109,0.9413498367733708,0.9655585471995427,0.8357763820428423
57,0.18601575242979373,0.31858392846914235,0.9577999718666479,0.9173478655767484,0.9587498832128888,0.7755489511139908,0.9962876406778705,0.9410557963576679,0.9656694631359443,0.8357763820428423
58,0.1823880005274137,0.3167513387939438,0.9580813053875369,0.9146230699364214,0.9590397442029107,0.7431782839104314,0.9963319106360536,0.9409641911895497,0.9659037936833498,0.8282016173389976
59,0.17890188386010483,0.31484148371681325,0.9579406386270924,0.9137148047229791,0.9588682212284537,0.7308842780384827,0.9963663160383184,0.9410642355726123,0.9657958971033738,0.825790456943449
60,0.17555234232167946,0.31305201172137864,0.9582219721479814,0.9146230699364214,0.9591627556547917,0.7431782839104314,0.996399895457143,0.9410754360822731,0.9660254043378328,0.8282016173389976
61,0.17221452007167806,0.31136520438042603,0.958643972429315,0.9150772025431426,0.9596681808521385,0.7436394963240431,0.9964539576889758,0.9408650450470812,0.9663810098713935,0.8291997296494563
62,0.16899483908670282,0.30979970914889676,0.958643972429315,0.9141689373297003,0.9596681808521385,0.7313459441530555,0.9964942767034675,0.940933180129845,0.9663810098713935,0.826794523507078
63,0.16594529003621994,0.3082147211268865,0.9590659727106485,0.9141689373297003,0.9601309344615626,0.7313459441530555,0.996524494704984,0.940906053574457,0.9667287514664099,0.826794523507078
64,0.1631052802146633,0.30687107731799795,0.959487972991982,0.9141689373297003,0.9605498357242376,0.7313459441530555,0.9966468925694377,0.9409021423152163,0.9670630784417099,0.826794523507078
65,0.16022444432963454,0.30561521664033636,0.9596286397524265,0.9141689373297003,0.9606318100273884,0.7313459441530555,0.9967014735915473,0.9409801881489361,0.9671607806814322,0.826794523507078
66,0.15760722346777795,0.30454279076552043,0.9600506400337601,0.9141689373297003,0.9610050199622678,0.7313459441530555,0.996779235082499,0.9412428856023208,0.9674982462240153,0.826794523507078
67,0.15481887633691824,0.30327668834952654,0.9599099732733155,0.9146230699364214,0.9608835714723152,0.7433035114017524,0.996821272200933,0.9412413141360289,0.9673827410215203,0.8283879927707858
68,0.1521158261968022,0.3020928470580459,0.9600506400337601,0.9146230699364214,0.9611019953538578,0.7433035114017524,0.9969281657627116,0.9411748485134489,0.9674937442501582,0.8283879927707858
69,0.14948817077865248,0.301102492839373,0.9601913067942045,0.9146230699364214,0.9612204777168455,0.7433035114017524,0.997022383837574,0.9410886147668256,0.9676194338501263,0.8283879927707858
70,0.1469601876379237,0.2999141323220065,0.960613307075538,0.9146230699364214,0.9616009264683818,0.7433035114017524,0.9971046445336587,0.9412054206024708,0.9679423526522383,0.8283879927707858
71,0.14443558537281923,0.29896362213920946,0.960613307075538,0.9146230699364214,0.9616009264683818,0.7433035114017524,0.9972211077987371,0.9411446116863162,0.9679423526522383,0.8283879927707858
72,0.14203461115480842,0.29796539712354997,0.9613166408777606,0.9141689373297003,0.9622212645042761,0.7429677882991456,0.9972793267708268,0.9411150505269318,0.968506560725498,0.8275766960790043
73,0.1396979585756594,0.29708658073013783,0.9615979743986496,0.9146230699364214,0.9625182716103948,0.7448068113278241,0.9973564901042736,0.9409938838492157,0.9687260464443276,0.8280929796826512
74,0.13750776654976254,0.29616295260018577,0.9614573076382051,0.9146230699364214,0.9623925389819927,0.7448068113278241,0.9973893418184666,0.9409857121797573,0.9686149096125469,0.8280929796826512
75,0.13530040307597616,0.295467034372923,0.9621606414404277,0.9146230699364214,0.9632464539006665,0.7448068113278241,0.9974439173678679,0.9408444738792712,0.969166875075303,0.8280929796826512
76,0.13316152829521824,0.2947072628530694,0.9621606414404277,0.9146230699364214,0.9632464539006665,0.7448068113278241,0.9974954144280413,0.9407944582337798,0.969166875075303,0.8280929796826512
77,0.1311679800527868,0.2942023293356775,0.9624419749613167,0.9146230699364214,0.9634895442538536,0.7448068113278241,0.9975355195890377,0.940853337158084,0.9693978316325432,0.8280929796826512
78,0.12917878105691882,0.2937222571175374,0.9628639752426502,0.9146230699364214,0.9638623311666187,0.7448068113278241,0.9975868346270671,0.9407497132380408,0.9697357582381197,0.8280929796826512
79,0.12723857836823035,0.29328868702267324,0.9632859755239837,0.9146230699364214,0.9642310793115082,0.7448068113278241,0.9976354199615782,0.940586935492183,0.9700778798184867,0.8280929796826512
80,0.12532851755478286,0.2927936838591171,0.9632859755239837,0.9146230699364214,0.9642310793115082,0.7448068113278241,0.9976803895465496,0.9405106139925148,0.9700778798184867,0.8280929796826512
81,0.12369996060832929,0.29250662958114987,0.9637079758053172,0.9141689373297003,0.9646038354001863,0.7443462696780404,0.9977351390611663,0.9399144077317306,0.9704158535586115,0.8270925187576033
82,0.12193606600862383,0.2920074344777026,0.9638486425657617,0.9146230699364214,0.9647254360166112,0.7448068113278241,0.9977881811579371,0.9398609376128896,0.9705312452757824,0.8280929796826512
83,0.12009856419061421,0.2915695135759366,0.9639893093262062,0.9141689373297003,0.9648470448796629,0.7443462696780404,0.9978449701897122,0.9397856949225499,0.9706466209994319,0.8270925187576033
84,0.11835104241129683,0.29109868596546623,0.9641299760866507,0.9141689373297003,0.9649686620151341,0.7443462696780404,0.9978966682074226,0.9399130325929422,0.9707619807328849,0.8270925187576033
85,0.11665877261148105,0.2906305803892452,0.9641299760866507,0.9141689373297003,0.9649686620151341,0.7443462696780404,0.9979421768393276,0.9402002009064588,0.9707619807328849,0.8270925187576033
86,0.11503499280206868,0.29023151267868813,0.9642706428470952,0.9141689373297003,0.9651334566730086,0.7443462696780404,0.9979880090925772,0.9402599255139652,0.9708839232192048,0.8270925187576033
87,0.11345592992716962,0.2898238765535378,0.9642706428470952,0.9141689373297003,0.9651334566730086,0.7443462696780404,0.9980315614295098,0.9403335238162888,0.9708839232192048,0.8270925187576033
88,0.11184652454028216,0.2893982181978874,0.9646926431284287,0.9132606721162579,0.9655494522333856,0.7319539597333947,0.9980677307469743,0.9405114346350271,0.9712283256326774,0.8246734144923716
89,0.11028864244983452,0.2890653628568938,0.9653959769306513,0.9132606721162579,0.9662597440151702,0.7319539597333947,0.9981036971153409,0.9407969079943034,0.9718016143197902,0.8246734144923716
90,0.10879447213888639,0.28876464044629757,0.9652553101702068,0.9141689373297003,0.9661379901502735,0.7443462696780404,0.9981416122611334,0.9409160870389425,0.9716864071367364,0.8270925187576033
91,0.10734600318246285,0.2886955294703894,0.9656773104515403,0.9141689373297003,0.9665565211457469,0.7443462696780404,0.9981787109665414,0.9411038732158367,0.9720217705027154,0.8270925187576033
92,0.10595319379860227,0.28849897205354025,0.9660993107328738,0.9146230699364214,0.9669750255973101,0.7462205538140471,0.998211076125244,0.9416878934621874,0.9723572393777754,0.8276092884303285
93,0.10457248603362529,0.28847180729612815,0.9662399774933184,0.9146230699364214,0.9671572761900302,0.7462205538140471,0.998245808278269,0.9414709869283916,0.9724547472738725,0.8276092884303285
94,0.10315554660375935,0.28826301971821044,0.9666619777746519,0.9137148047229791,0.9675262114828311,0.7337270952299259,0.9982776800086127,0.9416514007195822,0.9727966976948687,0.8251874070039167
95,0.10183458210559775,0.28815902183599407,0.9670839780559853,0.9137148047229791,0.9679878678267199,0.7337270952299259,0.9983116679595178,0.941692781688993,0.9731386007184614,0.8251874070039167
96,0.10061046334037223,0.2880283184818155,0.9673653115768743,0.9123524069028156,0.968281919160978,0.7443403242466641,0.9983393213608184,0.9420714329186416,0.9733676246929098,0.8204201081676198
97,0.09941517185789953,0.28789600254870273,0.9675059783373189,0.9123524069028156,0.9684530874273821,0.7443403242466641,0.9983723384412468,0.9423981764907543,0.973476780252497,0.8204201081676198
98,0.09824214699537195,0.2877991134772671,0.9682093121395414,0.9114441416893733,0.9691092743719327,0.7318467583732379,0.9984019957803466,0.9425666054437182,0.9740547920775653,0.8179653787014532
99,0.09699655893805982,0.28769086646973996,0.9682093121395414,0.9123524069028156,0.9691092743719327,0.7443403242466641,0.9984279252622242,0.9424365685361571,0.9740547920775653,0.8204201081676198
100,0.09587506445214693,0.2876042458557496,0.9684906456604304,0.9114441416893733,0.9694033345602445,0.7318467583732379,0.9984517333994183,0.9427270778054946,0.9742836517784021,0.8179653787014532
