selected_threshold,selection_metric,accuracy_floor_drop,selected_checkpoint,selected_checkpoint_epoch,final_train_ce_loss,final_val_ce_loss,final_loss_gap,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.25,Class0_F2,0.0,balanced_loss,55,0.2762921154499054,0.2890302240848541,0.01273810863494873,0.25,0.919953596287703,0.9213263233266675,0.919953596287703,0.820343725019984,0.9205399021849805,0.5882352941176471,0.6666666666666666,0.625,0.6493506493506495,30,0.9746558815726004,0.8668223095806225,0.05970149253731343,0.08120649651972157
