checkpoint,epoch,train_loss,val_loss,train_ce_loss,val_ce_loss,ce_loss_gap,val_aux_loss,train_acc,val_acc,val_class0_recall,val_class0_f2,val_metric_score,val_checkpoint_score,checkpoint_mode,balanced_accuracy_floor_drop,min_val_loss_epoch,min_val_loss,min_val_loss_source,best_val_acc_epoch,best_val_acc,best_gap_epoch,best_gap,learning_rate,selected_class0_threshold,persistence_prior_scale
balanced_loss,55,0.27630963921546936,0.28904834389686584,0.2762921154499054,0.2890302240848541,0.01273810863494873,1.8125820133718662e-05,0.9251948913584342,0.919953596287703,0.43333333333333335,0.46428571428571436,0.8079071769612716,0.7705021494622729,balanced_loss,0.003,56,0.28894320130348206,val_CE_Loss,5,0.925754060324826,1,0.0,0.001,0.25,2.0
