epoch,train_Loss,val_Loss,train_CE_Loss,val_CE_Loss,train_Aux_Loss,val_Aux_Loss,val_LossGap,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_Class0_Precision,val_Class0_Precision,train_Class0_Recall,val_Class0_Recall,train_Class0_F1,val_Class0_F1,train_Class0_F2,val_Class0_F2,train_ChgAcc,val_ChgAcc,train_Ordinal_MAE,val_Ordinal_MAE,train_AUC,val_AUC,train_QWK,val_QWK,train_PersistenceAcc,val_PersistenceAcc,Learning_Rate,context_mask_prob,val_MetricScore,val_CheckpointScore,val_BalancedEligible,checkpoint_event
19,0.30542421340942383,0.3049881160259247,0.3054179251194,0.3049818277359009,6.294892045843881e-06,6.282090907916427e-06,0.0,0.9203848067672914,0.9211136890951276,0.8290734523806055,0.8311172287049139,0.6388888888888888,0.6176470588235294,0.6666666666666666,0.7,0.6524822695035462,0.65625,0.6609195402298851,0.6818181818181818,0.0020876826722338203,0.0,0.08027865317631448,0.08004640371229699,0.9663818294468238,0.9678272518981608,0.8679894771395877,0.8687232682548058,0.9205506717531929,0.9222737819025522,0.001,0.065,0.830267924561992,0.778342914050931,True,loss+balanced
20,0.30367806553840637,0.30297669768333435,0.3036714494228363,0.3029700815677643,6.6246743699593935e-06,6.604915597563377e-06,0.0,0.9208824017249958,0.919953596287703,0.829855488725261,0.8234819249646845,0.6507177033492823,0.6060606060606061,0.6570048309178744,0.6666666666666666,0.6538461538461539,0.6349206349206349,0.6557377049180328,0.65359477124183,0.012526096033402923,0.0,0.07978105821861005,0.08120649651972157,0.9667380770355675,0.9683484221837214,0.86824667695215,0.8663278052982986,0.9205506717531929,0.9222737819025522,0.001,0.057499999999999996,0.825568673362032,0.7758464718551034,True,loss+balanced
21,0.30209967494010925,0.3011772334575653,0.3020927309989929,0.30117031931877136,6.936499175935751e-06,6.909367129992461e-06,0.0,0.9212141316967988,0.9164733178654292,0.827807976240825,0.7991652970427435,0.6666666666666666,0.5666666666666667,0.6280193236714976,0.5666666666666667,0.6467661691542289,0.5666666666666667,0.635386119257087,0.5666666666666667,0.029227557411273485,0.0,0.0794493282468071,0.08468677494199536,0.9669255976317089,0.9686107896286185,0.8676807622061975,0.8590219415502571,0.9205506717531929,0.9222737819025522,0.001,0.04999999999999999,0.8110861395756372,0.7672901512835998,False,loss
22,0.30087339878082275,0.2998552620410919,0.30086615681648254,0.2998480498790741,7.236023066070629e-06,7.201815606094897e-06,0.0,0.9207165367390944,0.9176334106728539,0.8205586004856493,0.7982263242837325,0.6722222222222223,0.5925925925925926,0.5845410628019324,0.5333333333333333,0.6253229974160207,0.5614035087719298,0.6001984126984128,0.54421768707483,0.04175365344467641,0.029850746268656716,0.07994692320451152,0.08352668213457076,0.9670105428843337,0.9688627100648733,0.8656537051565846,0.8591453504804974,0.9205506717531929,0.9222737819025522,0.001,0.04249999999999998,0.8110124533183474,0.7686165011613965,False,loss
23,0.2999604046344757,0.29894131422042847,0.2999528646469116,0.29893383383750916,7.533092230005423e-06,7.491148153349059e-06,0.0,0.9213799966827003,0.919953596287703,0.8172410453637692,0.8063552594395237,0.7088607594936709,0.64,0.5410628019323671,0.5333333333333333,0.6136986301369863,0.5818181818181818,0.5679513184584178,0.5517241379310345,0.06889352818371608,0.05970149253731343,0.07928346326090563,0.08120649651972157,0.966928287920084,0.9686680277848438,0.8649472716675011,0.861788835146041,0.9205506717531929,0.9222737819025522,0.001,0.035,0.8159731725824634,0.7729613667068862,True,loss+balanced
24,0.2996566891670227,0.2988665997982025,0.29964885115623474,0.2988588213920593,7.8251514423755e-06,7.77681725594448e-06,0.0,0.9210482667108973,0.9222737819025522,0.8086511060982873,0.8096060626945564,0.7285714285714285,0.7142857142857143,0.4927536231884058,0.5,0.5878962536023055,0.5882352941176471,0.5268595041322314,0.5319148936170213,0.08559498956158663,0.1044776119402985,0.07961519323270858,0.0777262180974478,0.9668257615092108,0.9684392987373306,0.8628732781511463,0.8691115613512643,0.9205506717531929,0.9222737819025522,0.001,0.027499999999999997,0.8192206686675213,0.7769424246994345,True,balanced
25,0.2996395528316498,0.2992080748081207,0.2996314465999603,0.29919999837875366,8.121096470858902e-06,8.067633643804584e-06,0.0,0.92021894178139,0.9211136890951276,0.8010870443388046,0.7996783625730995,0.7272727272727273,0.7,0.463768115942029,0.4666666666666667,0.5663716814159292,0.56,0.5000000000000001,0.5,0.08977035490605428,0.1044776119402985,0.08044451816221596,0.07888631090487239,0.9667787018584423,0.9682295731609787,0.8607671404311168,0.866581690717895,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8139028683738421,0.7736255297657552,True,
26,0.299638569355011,0.2995981276035309,0.29963013529777527,0.29958975315093994,8.42756617203122e-06,8.371725925826468e-06,0.0,0.9197213468236856,0.9222737819025522,0.7975904743402036,0.8041413004197593,0.7322834645669292,0.7368421052631579,0.4492753623188406,0.4666666666666667,0.5568862275449101,0.5714285714285714,0.48691099476439786,0.5035971223021583,0.09394572025052192,0.11940298507462686,0.0807762481340189,0.0777262180974478,0.9668514670112223,0.968050952261255,0.8603221377111483,0.8679709396160336,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.816417590704987,0.775663674395521,True,
27,0.2994154393672943,0.299777090549469,0.29940667748451233,0.2997683882713318,8.755502676649485e-06,8.701700608071405e-06,0.000361710786819458,0.919555481837784,0.9234338747099768,0.7979720545788506,0.8049717052813028,0.7380952380952381,0.7368421052631579,0.4492753623188406,0.4666666666666667,0.5585585585585585,0.5714285714285714,0.48742138364779874,0.5035971223021583,0.09603340292275574,0.13432835820895522,0.08094211311992039,0.0765661252900232,0.9671252849145063,0.9681603651320372,0.859934034175929,0.8698873875934244,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8182884273692925,0.7773399580014271,True,
28,0.2987649440765381,0.29948484897613525,0.29875585436820984,0.2994757890701294,9.100499482883606e-06,9.052370842255186e-06,0.0007199347019195557,0.92021894178139,0.9222737819025522,0.8020280005361213,0.8040289373296425,0.7384615384615385,0.7368421052631579,0.463768115942029,0.4666666666666667,0.56973293768546,0.5714285714285714,0.501043841336117,0.5035971223021583,0.10020876826722339,0.13432835820895522,0.08027865317631448,0.0777262180974478,0.9675290294217224,0.9685998062273393,0.8613658500691432,0.8678609833665087,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.817136129615263,0.776172707050683,True,
29,0.29752084612846375,0.2986065447330475,0.29751136898994446,0.298597127199173,9.467187737755012e-06,9.429692909179721e-06,0.0010857582092285156,0.9205506717531929,0.9211136890951276,0.8049554727750071,0.7995634566895041,0.7424242424242424,0.7,0.47342995169082125,0.4666666666666667,0.5781710914454278,0.56,0.5104166666666666,0.5,0.10438413361169102,0.11940298507462686,0.07994692320451152,0.07888631090487239,0.9680573809884878,0.9692737471494421,0.8620711381749833,0.8664710599212713,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8146210518227053,0.7741881471597222,True,loss+balanced
30,0.2961423099040985,0.2976171672344208,0.29613247513771057,0.2976073622703552,9.838664482231252e-06,9.816916644922458e-06,0.0014748871326446533,0.9213799966827003,0.9211136890951276,0.8118807956260595,0.8085456200412948,0.7375886524822695,0.7142857142857143,0.5024154589371981,0.5,0.5977011494252874,0.5882352941176471,0.5366357069143447,0.5319148936170213,0.1022964509394572,0.11940298507462686,0.07911759827500414,0.07888631090487239,0.9686600755424433,0.9698812276583708,0.8642486987695657,0.8669934195597913,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8187891114653645,0.7764077038368926,True,loss+balanced
31,0.2947465479373932,0.296562135219574,0.2947363555431366,0.2965519428253174,1.0205048965872265e-05,1.020236322801793e-05,0.0018155872821807861,0.9225410515840106,0.919953596287703,0.8273808353191144,0.8075967002244493,0.7300613496932515,0.7142857142857143,0.5748792270531401,0.5,0.6432432432432432,0.5882352941176471,0.6004036326942482,0.5319148936170213,0.08768267223382047,0.11940298507462686,0.07795654337369382,0.08004640371229699,0.969262956614919,0.9704849197374111,0.8680146100788719,0.864981680657771,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.817638398323551,0.7753966807830539,True,loss+balanced
32,0.2932414710521698,0.29538601636886597,0.29323092103004456,0.29537543654441833,1.0563330761215184e-05,1.0582782124402002e-05,0.0021445155143737793,0.9225410515840106,0.9211136890951276,0.828156894849854,0.8217706295698338,0.7134502923976608,0.7083333333333334,0.5893719806763285,0.5666666666666667,0.6455026455026455,0.6296296296296297,0.6106106106106106,0.5902777777777778,0.081419624217119,0.1044776119402985,0.07795654337369382,0.07888631090487239,0.9697706505164599,0.9708511593612797,0.8686749634369789,0.8686434980593228,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8254491439525073,0.7798002457695471,True,loss+balanced
33,0.2917274534702301,0.29415085911750793,0.2917165160179138,0.29413989186286926,1.0922749424935319e-05,1.0964085049636196e-05,0.0024233758449554443,0.9223751865981091,0.9187935034802784,0.8298077345307252,0.812940519167956,0.7062146892655368,0.6538461538461539,0.6038647342995169,0.5666666666666667,0.6510416666666666,0.6071428571428571,0.6218905472636816,0.5821917808219177,0.07724425887265135,0.07462686567164178,0.07812240835959529,0.08120649651972157,0.9702732997559284,0.9712031166795007,0.8688718121540728,0.8659254124004551,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8203491624048187,0.7757621491262717,False,loss
34,0.2904715836048126,0.29316192865371704,0.2904603183269501,0.2931506037712097,1.1253066986682825e-05,1.1317158168822061e-05,0.0026902854442596436,0.9227069165699121,0.9187935034802784,0.8307189866824198,0.812940519167956,0.6978021978021978,0.6538461538461539,0.6135265700483091,0.5666666666666667,0.6529562982005142,0.6071428571428571,0.6287128712871287,0.5821917808219177,0.07306889352818371,0.07462686567164178,0.07779067838779234,0.08120649651972157,0.9706997509675238,0.971858157602223,0.8698405316704821,0.8659254124004551,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8203491624048187,0.7759279775926872,False,loss
35,0.2893736660480499,0.29236358404159546,0.2893621027469635,0.29235193133354187,1.1566469765966758e-05,1.1656677997962106e-05,0.002989828586578369,0.9232045115276165,0.9187935034802784,0.8333010958403652,0.812940519167956,0.7010869565217391,0.6538461538461539,0.6231884057971014,0.5666666666666667,0.659846547314578,0.6071428571428571,0.6373517786561265,0.5821917808219177,0.07724425887265135,0.07462686567164178,0.07729308343008791,0.08120649651972157,0.9710546505153782,0.9722537245659245,0.8708268433273751,0.8659254124004551,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8203491624048187,0.7760517669031424,False,loss
36,0.2883337736129761,0.2916044592857361,0.28832191228866577,0.29159247875213623,1.1864883163070772e-05,1.1980411727563478e-05,0.003270566463470459,0.9233703765135179,0.9187935034802784,0.8339781216629456,0.812940519167956,0.6989247311827957,0.6538461538461539,0.6280193236714976,0.5666666666666667,0.6615776081424937,0.6071428571428571,0.6410256410256411,0.5821917808219177,0.07724425887265135,0.07462686567164178,0.07712721844418644,0.08120649651972157,0.9713954645355232,0.9726132530062174,0.8712489791062328,0.8659254124004551,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8203491624048187,0.7761699688741965,False,loss
37,0.2874148488044739,0.29087358713150024,0.2874026894569397,0.2908613085746765,1.2145778782723937e-05,1.2284285730856936e-05,0.0034586191177368164,0.9233703765135179,0.9211136890951276,0.833459676438795,0.8225644282340902,0.6951871657754011,0.6666666666666666,0.6280193236714976,0.6,0.6598984771573604,0.631578947368421,0.6403940886699507,0.6122448979591836,0.07515657620041753,0.07462686567164178,0.07712721844418644,0.07888631090487239,0.9717293128024078,0.972933832362037,0.8713343384053175,0.8703575915211352,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8264898125429125,0.7805335108653962,True,loss+balanced
38,0.28678154945373535,0.29050448536872864,0.28676915168762207,0.2904919385910034,1.2396129022818059e-05,1.2557499758258928e-05,0.0037227869033813477,0.9235362414994195,0.9211136890951276,0.8335567054492358,0.8148516985964619,0.7010869565217391,0.6538461538461539,0.6231884057971014,0.5666666666666667,0.659846547314578,0.6071428571428571,0.6373517786561265,0.5821917808219177,0.07933194154488518,0.07462686567164178,0.07696135345828496,0.07888631090487239,0.9720499919630653,0.9730538540557689,0.8713741872115811,0.8698613713666599,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8226387948422518,0.778687070849726,True,loss+balanced
39,0.28636419773101807,0.29044419527053833,0.2863515615463257,0.2904313802719116,1.2626075658772606e-05,1.2812407476303633e-05,0.0040798187255859375,0.9238679714712225,0.9211136890951276,0.8326636641222637,0.8148516985964619,0.7055555555555556,0.6538461538461539,0.6135265700483091,0.5666666666666667,0.6563307493540051,0.6071428571428571,0.6299603174603174,0.5821917808219177,0.08768267223382047,0.07462686567164178,0.076629623486482,0.07888631090487239,0.9723434257815361,0.9732136443602714,0.8715953966110606,0.8698613713666599,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8226387948422518,0.7786563386948798,True,
40,0.28619635105133057,0.29086220264434814,0.28618350625038147,0.29084914922714233,1.2842217074648943e-05,1.3055791896476876e-05,0.004665642976760864,0.9241997014430253,0.919953596287703,0.8344849522445273,0.8058897117601617,0.7241379310344828,0.64,0.6086956521739131,0.5333333333333333,0.6614173228346457,0.5818181818181818,0.6287425149700598,0.5517241379310345,0.09603340292275574,0.07462686567164178,0.07629789351467905,0.08004640371229699,0.9726155120659357,0.97332026641699,0.8716614557990461,0.8673863894797393,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8175705242616694,0.7753966579737128,True,
41,0.2860938012599945,0.2914665937423706,0.2860807478427887,0.2914533019065857,1.3056078387307934e-05,1.3295973985805176e-05,0.005372554063796997,0.9238679714712225,0.919953596287703,0.8313295538582318,0.8007741739904715,0.7305389221556886,0.6521739130434783,0.5893719806763285,0.5,0.6524064171122995,0.5660377358490566,0.6130653266331658,0.5244755244755245,0.1022964509394572,0.08955223880597014,0.076629623486482,0.08004640371229699,0.9728765270448977,0.973444570176313,0.8705506505885333,0.8662496008491232,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8149098595012735,0.7741296750646711,True,
42,0.2857920527458191,0.29200229048728943,0.2857787609100342,0.291988730430603,1.3301678336574696e-05,1.3568795111496001e-05,0.006209969520568848,0.9235362414994195,0.919953596287703,0.8268848393065923,0.8007741739904715,0.7358490566037735,0.6521739130434783,0.5652173913043478,0.5,0.639344262295082,0.5660377358490566,0.5927051671732523,0.5244755244755245,0.10855949895615867,0.08955223880597014,0.07696135345828496,0.08004640371229699,0.9731596449752163,0.9733780005536533,0.8693575637693485,0.8662496008491232,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8149098595012735,0.7739220995050551,True,
43,0.28515100479125977,0.29205504059791565,0.285137414932251,0.29204118251800537,1.357763812848134e-05,1.3868686437490396e-05,0.0069037675857543945,0.9235362414994195,0.9211136890951276,0.8237313673503185,0.8050634713648535,0.743421052631579,0.6818181818181818,0.5458937198067633,0.5,0.6295264623955432,0.5769230769230769,0.576530612244898,0.528169014084507,0.11691022964509394,0.1044776119402985,0.07696135345828496,0.07888631090487239,0.9734409444434459,0.9733311942618399,0.8688002938071857,0.8676206220584117,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8174141203625457,0.7759318604820072,True,
44,0.28425636887550354,0.29178592562675476,0.2842424809932709,0.29177170991897583,1.3894634321331978e-05,1.421036540705245e-05,0.007529228925704956,0.9240338364571239,0.9211136890951276,0.8240100326308356,0.7961924386945101,0.7516778523489933,0.6666666666666666,0.5410628019323671,0.4666666666666667,0.6292134831460674,0.5490196078431373,0.5731832139201637,0.4964539007092198,0.12317327766179541,0.1044776119402985,0.07646375850058053,0.07888631090487239,0.9737266754659913,0.9734937683186154,0.8694112352488085,0.8671031868390982,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8132778904750854,0.7738599715616762,True,
45,0.2831917405128479,0.29136180877685547,0.2831774950027466,0.2913472056388855,1.4253109839046374e-05,1.4595586435461883e-05,0.008169710636138916,0.9243655664289269,0.9211136890951276,0.8242797265374361,0.7961924386945101,0.7516778523489933,0.6666666666666666,0.5410628019323671,0.4666666666666667,0.6292134831460674,0.5490196078431373,0.5731832139201637,0.4964539007092198,0.12317327766179541,0.1044776119402985,0.07613202852877758,0.07888631090487239,0.974009527180212,0.973517049055557,0.8699860237126171,0.8671031868390982,0.9205506717531929,0.9222737819025522,0.001,0.01999999999999999,0.8132778904750854,0.7738680146124421,True,
