epoch,train_Loss,val_Loss,train_CE_Loss,val_CE_Loss,train_NLL,val_NLL,train_Objective,val_Objective,train_Aux_Loss,val_Aux_Loss,val_LossGap,train_Accuracy,val_Accuracy,train_Balanced_Accuracy,val_Balanced_Accuracy,train_Macro_F1,val_Macro_F1,train_Class0_Precision,val_Class0_Precision,train_Class0_Recall,val_Class0_Recall,train_Class0_F1,val_Class0_F1,train_Class0_F2,val_Class0_F2,train_ChgAcc,val_ChgAcc,train_Ordinal_MAE,val_Ordinal_MAE,train_AUC,val_AUC,train_QWK,val_QWK,train_PersistenceAcc,val_PersistenceAcc,Learning_Rate,context_mask_prob,val_MetricScore,val_CheckpointScore,val_BalancedEligible,checkpoint_event
12,0.3793408274650574,0.4205382466316223,0.3793408274650574,0.4205382466316223,0.3793408274650574,0.4205382466316223,0.3793408274650574,0.4205382466316223,0.0,0.0,0.04119741916656494,0.9317089910775567,0.9222737819025522,0.9262659856700223,0.854951690821256,0.9302549052980508,0.852178659578002,0.9608416130917592,0.7096774193548387,0.9077857537272225,0.7333333333333333,0.9335604770017035,0.7213114754098361,0.9179229480737018,0.7284768211920529,0.04175365344467641,0.04477611940298507,0.06943491191946922,0.07888631090487239,0.9764354977730606,0.9461159198428261,0.93889172175709,0.8687576126674786,0.9452070464424617,0.9222737819025522,0.0006,0.2183050847457627,0.7946611598739183,0.7946611598739183,False,protocol_loss
13,0.3746843934059143,0.41695982217788696,0.3746843934059143,0.41695982217788696,0.3746843934059143,0.41695982217788696,0.3746843934059143,0.41695982217788696,0.0,0.0,0.042275428771972656,0.9331960649736902,0.9211136890951276,0.9289376596273682,0.8537612146307799,0.9322927828916493,0.851219782248959,0.9601156069364162,0.7096774193548387,0.9171728326891221,0.7333333333333333,0.9381530641061847,0.7213114754098361,0.9254513037664363,0.7284768211920529,0.05010438413361169,0.04477611940298507,0.06794783802333562,0.08004640371229699,0.9765814720039838,0.9465174048627648,0.9403334584114739,0.8668300049175548,0.9452070464424617,0.9222737819025522,0.0006,0.2154237288135593,0.7935766624658237,0.7935766624658237,False,protocol_loss
14,0.3705423176288605,0.4140620231628418,0.3705423176288605,0.4140620231628418,0.3705423176288605,0.4140620231628418,0.3705423176288605,0.4140620231628418,0.0,0.0,0.04351970553398132,0.9347975291695264,0.919953596287703,0.9314920296165141,0.8426501035196687,0.9344245397926095,0.8438294922514942,0.9609868043602984,0.7,0.924903368304804,0.7,0.9425998874507597,0.7,0.9319016356960051,0.7,0.05845511482254697,0.04477611940298507,0.06646076412720202,0.08236658932714618,0.9767733843281917,0.9466186983020668,0.9415230402899317,0.8586854357472294,0.9452070464424617,0.9222737819025522,0.0006,0.21254237288135594,0.7892324804160581,0.7892324804160581,False,protocol_loss
15,0.36688554286956787,0.41186216473579407,0.36688554286956787,0.41186216473579407,0.36688554286956787,0.41186216473579407,0.36688554286956787,0.41186216473579407,0.0,0.0,0.044976621866226196,0.9344543582704187,0.9187935034802784,0.9312332974043538,0.8420462387853692,0.9341980865707932,0.842987126544252,0.9615384615384616,0.7,0.924903368304804,0.7,0.9428651843512524,0.7,0.932005341642555,0.7,0.060542797494780795,0.04477611940298507,0.06691832532601236,0.08352668213457076,0.976963226080532,0.9467280264313636,0.9409297231113849,0.8568581866489539,0.9452070464424617,0.9222737819025522,0.0003,0.20966101694915254,0.7882095325485278,0.7882095325485278,False,protocol_loss
16,0.365176796913147,0.4109647572040558,0.365176796913147,0.4109647572040558,0.365176796913147,0.4109647572040558,0.365176796913147,0.4109647572040558,0.0,0.0,0.045787960290908813,0.9354838709677419,0.9187935034802784,0.9329876570516532,0.8420462387853692,0.9355380375261038,0.842987126544252,0.9612093553907587,0.7,0.9304251794588625,0.7,0.9455667789001122,0.7,0.9364232521951762,0.7,0.06263048016701461,0.04477611940298507,0.06588881262868909,0.08352668213457076,0.977054937121777,0.9466032642349497,0.9418878459801462,0.8568581866489539,0.9452070464424617,0.9222737819025522,0.0003,0.20677966101694917,0.7881283987060596,0.7881283987060596,False,protocol_loss
17,0.3635384142398834,0.41020137071609497,0.3635384142398834,0.41020137071609497,0.3635384142398834,0.41020137071609497,0.3635384142398834,0.41020137071609497,0.0,0.0,0.04666295647621155,0.9369709448638756,0.9187935034802784,0.9353804418850785,0.8420462387853692,0.937458524562464,0.842987126544252,0.9614949037372593,0.7,0.9376035339591386,0.7,0.9493989376572547,0.7,0.9422863485016649,0.7,0.06471816283924843,0.04477611940298507,0.06440173873255547,0.08352668213457076,0.9771555147685608,0.9465895964429955,0.9432519699481785,0.8568581866489539,0.9452070464424617,0.9222737819025522,0.0003,0.20389830508474577,0.7880408990875293,0.7880408990875293,False,protocol_loss
18,0.3619535565376282,0.40954795479774475,0.3619535565376282,0.40954795479774475,0.3619535565376282,0.40954795479774475,0.3619535565376282,0.40954795479774475,0.0,0.0,0.04759439826011658,0.9371997254632807,0.9187935034802784,0.9363579356512547,0.8420462387853692,0.9381220449009534,0.842987126544252,0.9622109419063734,0.7,0.9420209828823854,0.7,0.9520089285714286,0.7,0.9459909060663191,0.7,0.06680584551148225,0.04477611940298507,0.06417295813315031,0.08352668213457076,0.9772658041867103,0.946703934360905,0.9434812654674264,0.8568581866489539,0.9452070464424617,0.9222737819025522,0.0003,0.20101694915254237,0.7879477549091387,0.7879477549091387,False,protocol_loss
19,0.36042749881744385,0.40898609161376953,0.36042749881744385,0.40898609161376953,0.36042749881744385,0.40898609161376953,0.36042749881744385,0.40898609161376953,0.0,0.0,0.048558592796325684,0.9370853351635782,0.9187935034802784,0.9362492163644531,0.8315389924085576,0.9381235241788654,0.8395681218305877,0.9627539503386005,0.7142857142857143,0.9420209828823854,0.6666666666666666,0.952274630198158,0.6896551724137931,0.9460958296362023,0.6756756756756757,0.06680584551148225,0.05970149253731343,0.0649736902310684,0.08352668213457076,0.977366418016092,0.946729441134186,0.9416612310953599,0.8555400709157303,0.9452070464424617,0.9222737819025522,0.0003,0.19813559322033897,0.7856039591680541,0.7856039591680541,False,protocol_loss
20,0.35896414518356323,0.40850064158439636,0.35896414518356323,0.40850064158439636,0.35896414518356323,0.40850064158439636,0.35896414518356323,0.40850064158439636,0.0,0.0,0.04953649640083313,0.9374285060626859,0.9176334106728539,0.9368013974798589,0.8204278812974465,0.9386309567640229,0.8316198526327453,0.9633596392333709,0.7037037037037037,0.943677526228603,0.6333333333333333,0.9534170153417015,0.6666666666666666,0.9475493457529387,0.6462585034013606,0.06471816283924843,0.05970149253731343,0.06485929993136583,0.08584686774941995,0.977470879855705,0.9468172490639993,0.9413971106304396,0.847233544819764,0.9452070464424617,0.9222737819025522,0.0003,0.1952542372881356,0.7810911217139065,0.7810911217139065,False,protocol_loss
21,0.35755521059036255,0.4080590009689331,0.35755521059036255,0.4080590009689331,0.35755521059036255,0.4080590009689331,0.35755521059036255,0.4080590009689331,0.0,0.0,0.05050379037857056,0.9384580187600091,0.9176334106728539,0.9382094423549937,0.8204278812974465,0.9399515213738542,0.8316198526327453,0.9651097355092854,0.7037037037037037,0.9469906129210381,0.6333333333333333,0.9559643255295429,0.6666666666666666,0.9505598048996784,0.6462585034013606,0.06680584551148225,0.05970149253731343,0.06382978723404255,0.08584686774941995,0.9775828649170517,0.9470922949605617,0.9422964895904188,0.847233544819764,0.9452070464424617,0.9222737819025522,0.00015,0.19237288135593222,0.7809943923161327,0.7809943923161327,False,protocol_loss
22,0.3568742871284485,0.4078494608402252,0.3568742871284485,0.4078494608402252,0.3568742871284485,0.4078494608402252,0.3568742871284485,0.4078494608402252,0.0,0.0,0.05097517371177673,0.9385724090597117,0.9176334106728539,0.9383181616417953,0.8204278812974465,0.9400512769481234,0.8316198526327453,0.9651097355092854,0.7037037037037037,0.9469906129210381,0.6333333333333333,0.9559643255295429,0.6666666666666666,0.9505598048996784,0.6462585034013606,0.06680584551148225,0.05970149253731343,0.06371539693433997,0.08584686774941995,0.9776412413217507,0.9472545851940489,0.9423900370010357,0.847233544819764,0.9452070464424617,0.9222737819025522,0.00015,0.18949152542372882,0.7809472539828121,0.7809472539828121,False,protocol_loss
23,0.3561979830265045,0.40763503313064575,0.3561979830265045,0.40763503313064575,0.3561979830265045,0.40763503313064575,0.3561979830265045,0.40763503313064575,0.0,0.0,0.051437050104141235,0.9385724090597117,0.9164733178654292,0.9383181616417953,0.819824016563147,0.9400512769481234,0.827473268356424,0.9651097355092854,0.6785714285714286,0.9469906129210381,0.6333333333333333,0.9559643255295429,0.6551724137931034,0.9505598048996784,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06371539693433997,0.08816705336426914,0.977684797000233,0.9473707607222387,0.9423900370010357,0.8403337625910703,0.9452070464424617,0.9222737819025522,0.00015,0.18661016949152542,0.778867333610092,0.778867333610092,False,protocol_loss
24,0.35552361607551575,0.40741416811943054,0.35552361607551575,0.40741416811943054,0.35552361607551575,0.40741416811943054,0.35552361607551575,0.40741416811943054,0.0,0.0,0.051890552043914795,0.9385724090597117,0.9164733178654292,0.9382428205567948,0.819824016563147,0.9400133455752832,0.827473268356424,0.9650900900900901,0.6785714285714286,0.9464384318056323,0.6333333333333333,0.9556732645664902,0.6551724137931034,0.9501108647450112,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06382978723404255,0.08816705336426914,0.9777273814711608,0.9473629455822047,0.9420923257559937,0.8403337625910703,0.9452070464424617,0.9222737819025522,0.00015,0.18372881355932202,0.7788219834161146,0.7788219834161146,False,protocol_loss
25,0.35485923290252686,0.40720975399017334,0.35485923290252686,0.40720975399017334,0.35485923290252686,0.40720975399017334,0.35485923290252686,0.40720975399017334,0.0,0.0,0.052350521087646484,0.9384580187600091,0.9176334106728539,0.9380812354010741,0.8210144927536231,0.9398711959240402,0.8284303105387019,0.9650704225352112,0.6785714285714286,0.9458862506902264,0.6333333333333333,0.9553820412716119,0.6551724137931034,0.9496618250360351,0.641891891891892,0.06471816283924843,0.05970149253731343,0.06394417753374514,0.08700696055684455,0.9777789342261612,0.9473238335524342,0.9419816457230317,0.8422978412001464,0.9452070464424617,0.9222737819025522,0.00015,0.18084745762711865,0.7797520406579276,0.7797520406579276,False,protocol_loss
26,0.3542039692401886,0.4069964587688446,0.3542039692401886,0.4069964587688446,0.3542039692401886,0.4069964587688446,0.3542039692401886,0.4069964587688446,0.0,0.0,0.052792489528656006,0.938229238160604,0.9176334106728539,0.9377355898735517,0.8210144927536231,0.9396485385953456,0.8284303105387019,0.9655756207674944,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9550655874965113,0.6551724137931034,0.948868677905945,0.641891891891892,0.06263048016701461,0.05970149253731343,0.06440173873255547,0.08700696055684455,0.9778342899748583,0.9473126014161379,0.9411873278013541,0.8422978412001464,0.9452070464424617,0.9222737819025522,0.00015,0.17796610169491528,0.7797078438138266,0.7797078438138266,False,protocol_loss
27,0.3535543382167816,0.4067768156528473,0.3535543382167816,0.4067768156528473,0.3535543382167816,0.4067768156528473,0.3535543382167816,0.4067768156528473,0.0,0.0,0.053222477436065674,0.9386867993594143,0.9176334106728539,0.9381704670207576,0.8210144927536231,0.940047176596583,0.8284303105387019,0.9655756207674944,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9550655874965113,0.6551724137931034,0.948868677905945,0.641891891891892,0.06263048016701461,0.05970149253731343,0.06394417753374514,0.08700696055684455,0.9778933880673245,0.9472205378196924,0.9415616517165886,0.8422978412001464,0.9452070464424617,0.9222737819025522,7.5e-05,0.17508474576271188,0.7796648450230856,0.7796648450230856,False,protocol_loss
28,0.3532368540763855,0.40667057037353516,0.3532368540763855,0.40667057037353516,0.3532368540763855,0.40667057037353516,0.3532368540763855,0.40667057037353516,0.0,0.0,0.05343371629714966,0.9390299702585221,0.9176334106728539,0.938496624881162,0.8210144927536231,0.940346062867618,0.8284303105387019,0.9655756207674944,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9550655874965113,0.6551724137931034,0.948868677905945,0.641891891891892,0.06263048016701461,0.05970149253731343,0.06360100663463739,0.08700696055684455,0.9779211182034467,0.9472502447859316,0.941842495290871,0.8422978412001464,0.9452070464424617,0.9222737819025522,7.5e-05,0.17220338983050848,0.7796437211369772,0.7796437211369772,False,protocol_loss
29,0.35291701555252075,0.4065479636192322,0.35291701555252075,0.4065479636192322,0.35291701555252075,0.4065479636192322,0.35291701555252075,0.4065479636192322,0.0,0.0,0.053630948066711426,0.9390299702585221,0.9176334106728539,0.9385191000972433,0.8210144927536231,0.9403989037567891,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06471816283924843,0.05970149253731343,0.06360100663463739,0.08700696055684455,0.9779436923425839,0.9473167051991056,0.9418312562576879,0.8422978412001464,0.9452070464424617,0.9222737819025522,7.5e-05,0.16932203389830508,0.779623997960021,0.779623997960021,False,protocol_loss
30,0.352594792842865,0.4064127206802368,0.352594792842865,0.4064127206802368,0.352594792842865,0.4064127206802368,0.352594792842865,0.4064127206802368,0.0,0.0,0.053817927837371826,0.9390299702585221,0.9176334106728539,0.9385191000972433,0.8210144927536231,0.9403989037567891,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06471816283924843,0.05970149253731343,0.06360100663463739,0.08700696055684455,0.9779749117479312,0.9473734258585006,0.9418312562576879,0.8422978412001464,0.9452070464424617,0.9222737819025522,7.5e-05,0.16644067796610168,0.779605299982955,0.779605299982955,False,protocol_loss
31,0.3522697687149048,0.40626922249794006,0.3522697687149048,0.40626922249794006,0.3522697687149048,0.40626922249794006,0.3522697687149048,0.40626922249794006,0.0,0.0,0.05399945378303528,0.9390299702585221,0.9176334106728539,0.9385415753133245,0.8210144927536231,0.9404126826471847,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06471816283924843,0.05970149253731343,0.06371539693433997,0.08700696055684455,0.9780115755376086,0.9474250596564607,0.9415383844011808,0.8422978412001464,0.9452070464424617,0.9222737819025522,7.5e-05,0.16355932203389834,0.7795871473883886,0.7795871473883886,False,protocol_loss
32,0.3519324064254761,0.4061012864112854,0.3519324064254761,0.4061012864112854,0.3519324064254761,0.4061012864112854,0.3519324064254761,0.4061012864112854,0.0,0.0,0.054168879985809326,0.9390299702585221,0.9176334106728539,0.9385415753133245,0.8210144927536231,0.9404126826471847,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06471816283924843,0.05970149253731343,0.06371539693433997,0.08700696055684455,0.9780474813970678,0.9474229820280611,0.9415383844011808,0.8422978412001464,0.9452070464424617,0.9222737819025522,7.5e-05,0.16067796610169494,0.7795702047681112,0.7795702047681112,False,protocol_loss
33,0.35159218311309814,0.4059237837791443,0.35159218311309814,0.4059237837791443,0.35159218311309814,0.4059237837791443,0.35159218311309814,0.4059237837791443,0.0,0.0,0.05433160066604614,0.9391443605582247,0.9176334106728539,0.9386502946001262,0.8210144927536231,0.9405122529092563,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06360100663463739,0.08700696055684455,0.978079367859042,0.947474799239477,0.9416320254179136,0.8422978412001464,0.9452070464424617,0.9222737819025522,3.75e-05,0.15779661016949154,0.7795539327000875,0.7795539327000875,False,protocol_loss
34,0.35142484307289124,0.40583428740501404,0.35142484307289124,0.40583428740501404,0.35142484307289124,0.40583428740501404,0.35142484307289124,0.40583428740501404,0.0,0.0,0.0544094443321228,0.9391443605582247,0.9176334106728539,0.9386502946001262,0.8210144927536231,0.9405122529092563,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06360100663463739,0.08700696055684455,0.9780936598178177,0.9474265210333045,0.9416320254179136,0.8422978412001464,0.9452070464424617,0.9222737819025522,3.75e-05,0.15491525423728814,0.7795461483334799,0.7795461483334799,False,
35,0.351254940032959,0.4057376980781555,0.351254940032959,0.4057376980781555,0.351254940032959,0.4057376980781555,0.351254940032959,0.4057376980781555,0.0,0.0,0.05448275804519653,0.9393731411576298,0.9176334106728539,0.9388452579576477,0.8210144927536231,0.9407067589244199,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06337222603523221,0.08700696055684455,0.9781124244323184,0.9474291401024179,0.9418252968569271,0.8422978412001464,0.9452070464424617,0.9222737819025522,3.75e-05,0.15203389830508474,0.7795388169621725,0.7795388169621725,False,protocol_loss
36,0.3510788679122925,0.40562713146209717,0.3510788679122925,0.40562713146209717,0.3510788679122925,0.40562713146209717,0.3510788679122925,0.40562713146209717,0.0,0.0,0.05454826354980469,0.9393731411576298,0.9176334106728539,0.9388452579576477,0.8210144927536231,0.9407067589244199,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06337222603523221,0.08700696055684455,0.9781327713267457,0.9474267815195822,0.9418252968569271,0.8422978412001464,0.9452070464424617,0.9222737819025522,3.75e-05,0.14915254237288136,0.7795322664117117,0.7795322664117117,False,protocol_loss
37,0.35090145468711853,0.40550968050956726,0.35090145468711853,0.40550968050956726,0.35090145468711853,0.40550968050956726,0.35090145468711853,0.40550968050956726,0.0,0.0,0.05460822582244873,0.9393731411576298,0.9176334106728539,0.9388452579576477,0.8210144927536231,0.9407067589244199,0.8284303105387019,0.9661208356860531,0.6785714285714286,0.9447818884594147,0.6333333333333333,0.9553322166387493,0.6551724137931034,0.9489739323349973,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06337222603523221,0.08700696055684455,0.9781502978618941,0.9475340746946582,0.9418252968569271,0.8422978412001464,0.9452070464424617,0.9222737819025522,3.75e-05,0.14627118644067796,0.7795262701844473,0.7795262701844473,False,protocol_loss
38,0.3507230877876282,0.40538740158081055,0.3507230877876282,0.40538740158081055,0.3507230877876282,0.40538740158081055,0.3507230877876282,0.40538740158081055,0.0,0.0,0.05466431379318237,0.9394875314573324,0.9176334106728539,0.9390293183294497,0.8210144927536231,0.9408446862070781,0.8284303105387019,0.9661399548532731,0.6785714285714286,0.9453340695748206,0.6333333333333333,0.955623778956182,0.6551724137931034,0.9494232475598935,0.641891891891892,0.06680584551148225,0.05970149253731343,0.06314344543582705,0.08700696055684455,0.978164864197374,0.9475636636517587,0.9422170876493258,0.8422978412001464,0.9452070464424617,0.9222737819025522,3.75e-05,0.1433898305084746,0.779520661387374,0.779520661387374,False,protocol_loss
