ticker,company_name,rating_date,sector,xai_shared_row_id,xai_shared_sample_id,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,feature,feature_value,gradientshap_attribution,direction,feature_source,probability_source,xai_probability_source,xai_method,gradientshap_method,proxy_mse,proxy_argmax_agreement
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,1,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,roe,0.9978612065315247,0.011109039187431335,supports_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,2,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,asset_turnover,1.0123293995857239,-0.008414728567004204,opposes_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,3,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,pretax_profit_margin,0.5654079020023346,-0.007734033744782209,opposes_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,4,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,operating_profit_margin,0.47191569209098816,0.0060187154449522495,supports_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,5,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,ebit_margin,0.5878666937351227,-0.003993703983724117,opposes_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,6,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,current_ratio,0.17757752910256386,0.00362041755579412,supports_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,7,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,gross_profit_margin,-0.6834584921598434,-0.002441831398755312,opposes_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,8,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,roa,0.976940929889679,-0.00242262682877481,opposes_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,9,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,free_cashflow_ps,-0.6030890047550201,0.0021566625218838453,supports_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
KOS,"Kosmos Energy, Ltd.",2016-02-09,5,000518,000518,518,10,lightgbm,LightGBM,2,IG,0.9686809373796273,0,Distressed,0.008231232898634146,operating_cashflow_ps,-0.6212241658940911,-0.00041800778126344085,opposes_explained_class,original_financial_tabular_window_mean,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.05163930332269454,0.8566453859547302
