Split,Calibration,Protocol,NLL,Objective,CDF_EMD2,Brier,ECE,Accuracy,Macro_F1,Weighted_F1,QWK,Ordinal_MAE,AUC_ROC_OVR_Macro,AUC,ChgAcc,Precision_Weighted,Recall_Weighted,Temperature
Val,raw,benchmark_ce,0.26611453430129656,0.26611453430129656,0.03366681012253484,0.1320754089503312,0.01514512612793558,0.919953596287703,0.801236121748825,0.9187223895412259,0.8606055161261342,0.08120649651972157,0.9504860863038137,0.9504860863038137,,0.918305139976924,0.919953596287703,1.011154057633429
Val,temperature_oof,benchmark_ce,0.2669301212273725,0.2669301212273725,0.03370198006569947,0.13220123071123902,0.016129405111547385,0.919953596287703,0.801236121748825,0.9187223895412259,0.8606055161261342,0.08120649651972157,0.9486296185466645,0.9486296185466645,,,,1.011154057633429
Test,raw,benchmark_ce,0.25417570663269295,0.25417570663269295,0.0326142611382462,0.1286675173425028,0.016529029088537275,0.9199071387115496,0.8011677555073735,0.9190185928764513,0.8635498943246466,0.08067324434126523,0.9596801639839215,0.9596801639839215,,0.9188479563463275,0.9199071387115496,1.011154057633429
Test,temperature,benchmark_ce,0.25440296602009477,0.25440296602009477,0.032619998535107705,0.12865729075835092,0.016320016770911463,0.9199071387115496,0.8011677555073735,0.9190185928764513,0.8635498943246466,0.08067324434126523,0.9596850477777078,0.9596850477777078,,,,1.011154057633429
