selected_threshold,selection_metric,accuracy_floor_drop,min_accuracy_gain,selected_checkpoint,selected_checkpoint_epoch,final_train_ce_loss,final_val_ce_loss,final_loss_gap,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.45,Class0_F2,0.0,0.001,balanced_loss,55,0.2762921154499054,0.2890302240848541,0.01273810863494873,0.45,0.9211136890951276,0.9189062028719581,0.9211136890951276,0.7961924386945101,0.9193385423035743,0.6666666666666666,0.4666666666666667,0.5490196078431373,0.4964539007092198,30,0.9746558815726004,0.8671031868390982,0.1044776119402985,0.07888631090487239
