checkpoint,epoch,train_loss,val_loss,train_ce_loss,val_ce_loss,ce_loss_gap,val_aux_loss,train_acc,val_acc,val_class0_recall,val_class0_f2,val_metric_score,val_checkpoint_score,checkpoint_mode,balanced_accuracy_floor_drop,min_val_loss_epoch,min_val_loss,min_val_loss_source,best_val_acc_epoch,best_val_acc,best_gap_epoch,best_gap,learning_rate,selected_class0_threshold,persistence_prior_scale
balanced_loss,10,0.3902457356452942,0.42988839745521545,0.3902457356452942,0.42988839745521545,0.039642661809921265,0.0,0.9331960649736902,0.9234338747099768,0.7333333333333333,0.7284768211920529,0.8411766205769188,0.802521840069224,balanced_loss,0.003,100,0.39987123012542725,val_CE_Loss,5,0.925754060324826,1,0.026673436164855957,0.0006,,1.25
