epoch,train_Loss,val_Loss,train_Accuracy,val_Accuracy,train_Macro_F1,val_Macro_F1,train_Class0_Precision,val_Class0_Precision,train_Class0_Recall,val_Class0_Recall,train_Class0_F1,val_Class0_F1,train_Class0_F2,val_Class0_F2,train_ChgAcc,val_ChgAcc,train_Ordinal_MAE,val_Ordinal_MAE,train_AUC,val_AUC,train_QWK,val_QWK,Learning_Rate
17,0.29224351048469543,0.3192722201347351,0.919555481837784,0.9176334106728539,0.8258493338222487,0.8147820190074743,0.6847826086956522,0.59375,0.6086956521739131,0.6333333333333333,0.6445012787723785,0.6129032258064516,0.6225296442687748,0.625,0.06263048016701461,0.0,0.08127384309172334,0.08352668213457076,0.9576590491730125,0.9464312081521609,0.8632918134085856,0.8621026598872401,0.0012
18,0.2951676547527313,0.3223939538002014,0.9197213468236856,0.9176334106728539,0.8253133192380019,0.8147820190074743,0.6927374301675978,0.59375,0.5990338164251208,0.6333333333333333,0.6424870466321243,0.6129032258064516,0.615690168818272,0.625,0.06680584551148225,0.0,0.08110797810582186,0.08352668213457076,0.9577073178128358,0.946636503448078,0.8631511261449463,0.8621026598872401,0.0012
19,0.297085165977478,0.3227716088294983,0.9203848067672914,0.9176334106728539,0.8268231619057298,0.8147820190074743,0.7005649717514124,0.59375,0.5990338164251208,0.6333333333333333,0.6458333333333334,0.6129032258064516,0.6169154228855722,0.625,0.0709812108559499,0.0,0.08027865317631448,0.08352668213457076,0.9582537074124219,0.946837447274245,0.8648989183598625,0.8621026598872401,0.0012
20,0.29756757616996765,0.32410088181495667,0.9213799966827003,0.9187935034802784,0.8286988165430085,0.8156191534109903,0.702247191011236,0.59375,0.6038647342995169,0.6333333333333333,0.6493506493506493,0.6129032258064516,0.6212723658051691,0.625,0.0709812108559499,0.0,0.07928346326090563,0.08236658932714618,0.9591423654129847,0.9464429469995062,0.8666197438143363,0.8639125940215487,0.0012
21,0.2970903813838959,0.324402779340744,0.9212141316967988,0.9176334106728539,0.82983664523963,0.8075176245609342,0.6861702127659575,0.5806451612903226,0.6231884057971014,0.6,0.6531645569620254,0.5901639344262295,0.6348425196850392,0.5960264900662251,0.05636743215031315,0.0,0.0794493282468071,0.08352668213457076,0.9597729068025324,0.9460337713863455,0.8671600510905654,0.8614773892044961,0.0012
22,0.2950625717639923,0.32302024960517883,0.9205506717531929,0.9211136890951276,0.8283416303613805,0.8311172287049139,0.6735751295336787,0.6176470588235294,0.6280193236714976,0.7,0.65,0.65625,0.6366307541625856,0.6818181818181818,0.04175365344467641,0.0,0.08011278819041301,0.08004640371229699,0.9602145200293113,0.9462327346009759,0.8664643132811856,0.8687232682548058,0.0012
23,0.29162272810935974,0.32057058811187744,0.9215458616686018,0.9211136890951276,0.8323439693412965,0.8311172287049139,0.6733668341708543,0.6176470588235294,0.6473429951690821,0.7,0.6600985221674877,0.65625,0.6523855890944498,0.6818181818181818,0.03549060542797495,0.0,0.07911759827500414,0.08004640371229699,0.9609854224072603,0.9467614544094606,0.8685860319674898,0.8687232682548058,0.0012
24,0.2886999547481537,0.31857335567474365,0.9212141316967988,0.9211136890951276,0.8326232638908638,0.8311172287049139,0.6666666666666666,0.6176470588235294,0.6570048309178744,0.7,0.6618004866180048,0.65625,0.6589147286821706,0.6818181818181818,0.027139874739039668,0.0,0.0794493282468071,0.08004640371229699,0.9617462784747248,0.947104766799686,0.8684158764293992,0.8687232682548058,0.00066
25,0.28761303424835205,0.3170548975467682,0.9212141316967988,0.9211136890951276,0.8336691258425774,0.8311172287049139,0.6634615384615384,0.6176470588235294,0.6666666666666666,0.7,0.6650602409638554,0.65625,0.666023166023166,0.6818181818181818,0.022964509394572025,0.0,0.0794493282468071,0.08004640371229699,0.9621042311968292,0.947818259044578,0.8687299082126971,0.8687232682548058,0.00066
26,0.28638380765914917,0.3172907531261444,0.9203848067672914,0.9222737819025522,0.831052137165352,0.8385356600694757,0.6509433962264151,0.6285714285714286,0.6666666666666666,0.7333333333333333,0.6587112171837709,0.676923076923077,0.6634615384615384,0.7096774193548386,0.014613778705636743,0.0,0.08027865317631448,0.07888631090487239,0.9625100248723756,0.9476013667164117,0.867705505344286,0.8710992241173052,0.00066
27,0.28529229760169983,0.3168039619922638,0.92021894178139,0.9222737819025522,0.8314707774725917,0.8385356600694757,0.6451612903225806,0.6285714285714286,0.6763285024154589,0.7333333333333333,0.660377358490566,0.676923076923077,0.6698564593301436,0.7096774193548386,0.010438413361169102,0.0,0.08044451816221596,0.07888631090487239,0.9629267274074084,0.9480623316800182,0.8678299404551558,0.8710992241173052,0.00066
28,0.28433680534362793,0.3163324296474457,0.9205506717531929,0.9222737819025522,0.8312842206647447,0.8385356600694757,0.6422018348623854,0.6285714285714286,0.6763285024154589,0.7333333333333333,0.6588235294117647,0.676923076923077,0.6692160611854686,0.7096774193548386,0.012526096033402923,0.0,0.08027865317631448,0.07888631090487239,0.9632644756223657,0.9488777598216308,0.8676403913753644,0.8710992241173052,0.00066
29,0.28367459774017334,0.3159090578556061,0.9203848067672914,0.9222737819025522,0.832101417049045,0.8385356600694757,0.6438356164383562,0.6285714285714286,0.6811594202898551,0.7333333333333333,0.6619718309859155,0.676923076923077,0.6733524355300861,0.7096774193548386,0.010438413361169102,0.0,0.08027865317631448,0.07888631090487239,0.9635960757878529,0.9499672315269255,0.8682468626398208,0.8710992241173052,0.00066
30,0.28338104486465454,0.3157784640789032,0.9203848067672914,0.9222737819025522,0.832101417049045,0.8385356600694757,0.6438356164383562,0.6285714285714286,0.6811594202898551,0.7333333333333333,0.6619718309859155,0.676923076923077,0.6733524355300861,0.7096774193548386,0.010438413361169102,0.0,0.08027865317631448,0.07888631090487239,0.9638757948960134,0.9504390208636009,0.8682468626398208,0.8710992241173052,0.00066
31,0.283070832490921,0.3149864971637726,0.92021894178139,0.9222737819025522,0.831964589899704,0.8385356600694757,0.6438356164383562,0.6285714285714286,0.6811594202898551,0.7333333333333333,0.6619718309859155,0.676923076923077,0.6733524355300861,0.7096774193548386,0.014613778705636743,0.0,0.08044451816221596,0.07888631090487239,0.9641309993563082,0.9518828658745845,0.8679715243212174,0.8710992241173052,0.00066
32,0.2827272415161133,0.31464824080467224,0.919887211809587,0.9222737819025522,0.8307205317806003,0.8385356600694757,0.6422018348623854,0.6285714285714286,0.6763285024154589,0.7333333333333333,0.6588235294117647,0.676923076923077,0.6692160611854686,0.7096774193548386,0.014613778705636743,0.0,0.0807762481340189,0.07888631090487239,0.964391199224577,0.9529730734956812,0.8673648708136851,0.8710992241173052,0.00066
33,0.2819395363330841,0.31417712569236755,0.9200530767954884,0.9222737819025522,0.8308403733261419,0.8385356600694757,0.6422018348623854,0.6285714285714286,0.6763285024154589,0.7333333333333333,0.6588235294117647,0.676923076923077,0.6692160611854686,0.7096774193548386,0.016701461377870562,0.0,0.08061038314811743,0.07888631090487239,0.9647114078872853,0.953517067818955,0.8676252488977386,0.8710992241173052,0.00066
34,0.28074511885643005,0.3139476180076599,0.919887211809587,0.9222737819025522,0.8307205317806003,0.8385356600694757,0.6422018348623854,0.6285714285714286,0.6763285024154589,0.7333333333333333,0.6588235294117647,0.676923076923077,0.6692160611854686,0.7096774193548386,0.014613778705636743,0.0,0.0807762481340189,0.07888631090487239,0.9651003061036784,0.9532534806704408,0.8673648708136851,0.8710992241173052,0.00066
35,0.2795080840587616,0.31277772784233093,0.9203848067672914,0.9222737819025522,0.8325681848904951,0.8385356600694757,0.6511627906976745,0.6285714285714286,0.6763285024154589,0.7333333333333333,0.6635071090047393,0.676923076923077,0.6711409395973156,0.7096774193548386,0.020876826722338204,0.0,0.08027865317631448,0.07888631090487239,0.9655732970394908,0.9536351193559104,0.8679337352605371,0.8710992241173052,0.00066
36,0.27848777174949646,0.31178632378578186,0.9210482667108973,0.9222737819025522,0.8346082177152283,0.8385356600694757,0.6558139534883721,0.6285714285714286,0.6811594202898551,0.7333333333333333,0.6682464454976303,0.676923076923077,0.675934803451582,0.7096774193548386,0.025052192066805846,0.0,0.07978105821861005,0.07888631090487239,0.9659191819786942,0.9541839295168257,0.868194610084569,0.8710992241173052,0.00066
37,0.2775963246822357,0.31147676706314087,0.9212141316967988,0.9211136890951276,0.8347448064077748,0.8311172287049139,0.6558139534883721,0.6176470588235294,0.6811594202898551,0.7,0.6682464454976303,0.65625,0.675934803451582,0.6818181818181818,0.025052192066805846,0.0,0.07961519323270858,0.08004640371229699,0.966294791762528,0.9541171110763935,0.8684705899952503,0.8687232682548058,0.00066
38,0.2769334316253662,0.3110486567020416,0.9213799966827003,0.9211136890951276,0.834881357160357,0.8311172287049139,0.6558139534883721,0.6176470588235294,0.6811594202898551,0.7,0.6682464454976303,0.65625,0.675934803451582,0.6818181818181818,0.025052192066805846,0.0,0.0794493282468071,0.08004640371229699,0.966560831227849,0.9542955070194727,0.8687465382800503,0.8687232682548058,0.00066
39,0.27637773752212524,0.31101730465888977,0.9215458616686018,0.9211136890951276,0.8350178700143585,0.8311172287049139,0.6558139534883721,0.6176470588235294,0.6811594202898551,0.7,0.6682464454976303,0.65625,0.675934803451582,0.6818181818181818,0.025052192066805846,0.0,0.07928346326090563,0.08004640371229699,0.9668307004483062,0.9542617727362156,0.8690224549444051,0.8687232682548058,0.00066
40,0.27620431780815125,0.31052064895629883,0.9212141316967988,0.9211136890951276,0.8337766988106482,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.020876826722338204,0.0,0.07961519323270858,0.08004640371229699,0.9670036450143272,0.9550769426535303,0.8686417382949612,0.8687232682548058,0.00066
41,0.2762167751789093,0.31051552295684814,0.9212141316967988,0.9211136890951276,0.8337766988106482,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.020876826722338204,0.0,0.07961519323270858,0.08004640371229699,0.9671283025904261,0.955202038933319,0.8686417382949612,0.8687232682548058,0.00066
42,0.27630534768104553,0.31112056970596313,0.9208824017249958,0.9211136890951276,0.8335034406491663,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.016701461377870562,0.0,0.07994692320451152,0.08004640371229699,0.967370452715825,0.9554034667955672,0.8680904847756998,0.8687232682548058,0.00066
43,0.2766282558441162,0.3119027018547058,0.9208824017249958,0.9211136890951276,0.8335034406491663,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.016701461377870562,0.0,0.07994692320451152,0.08004640371229699,0.9676014724828709,0.9556210273732386,0.8680904847756998,0.8687232682548058,0.00066
44,0.27692079544067383,0.3127029240131378,0.9210482667108973,0.9211136890951276,0.8336400887164402,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.020876826722338204,0.0,0.07978105821861005,0.08004640371229699,0.9678210267024078,0.9558778950626415,0.8683661273092931,0.8687232682548058,0.00066
45,0.27713772654533386,0.31318962574005127,0.9210482667108973,0.9211136890951276,0.8336400887164402,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.020876826722338204,0.0,0.07978105821861005,0.08004640371229699,0.9679472436238273,0.9565151772099374,0.8683661273092931,0.8687232682548058,0.00066
46,0.27713268995285034,0.31353288888931274,0.9210482667108973,0.9211136890951276,0.8336400887164402,0.8311172287049139,0.6497695852534562,0.6176470588235294,0.6811594202898551,0.7,0.6650943396226415,0.65625,0.6746411483253589,0.6818181818181818,0.020876826722338204,0.0,0.07978105821861005,0.08004640371229699,0.9681389740933602,0.9567168194913149,0.8683661273092931,0.8687232682548058,0.00066
47,0.276790052652359,0.3131924569606781,0.9213799966827003,0.9211136890951276,0.834881357160357,0.8311172287049139,0.6558139534883721,0.6176470588235294,0.6811594202898551,0.7,0.6682464454976303,0.65625,0.675934803451582,0.6818181818181818,0.025052192066805846,0.0,0.0794493282468071,0.08004640371229699,0.9683653516073774,0.956926933493726,0.8687465382800503,0.8687232682548058,0.00066
48,0.2762203514575958,0.3131405711174011,0.9215458616686018,0.919953596287703,0.8355056620551422,0.8234819249646845,0.6588785046728972,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.669833729216152,0.6349206349206349,0.6765834932821497,0.65359477124183,0.027139874739039668,0.0,0.07928346326090563,0.08120649651972157,0.9686127539812937,0.9570242468969036,0.8689370829824173,0.8663278052982986,0.00066
49,0.2755862772464752,0.31354042887687683,0.9215458616686018,0.919953596287703,0.8359624132300123,0.8234819249646845,0.6619718309859155,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6714285714285714,0.6349206349206349,0.6772334293948127,0.65359477124183,0.027139874739039668,0.0,0.07911759827500414,0.08120649651972157,0.9688630954553341,0.9565145569585392,0.8696653169779125,0.8663278052982986,0.00036300000000000004
50,0.2752220332622528,0.3132912218570709,0.9215458616686018,0.919953596287703,0.8359624132300123,0.8234819249646845,0.6619718309859155,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6714285714285714,0.6349206349206349,0.6772334293948127,0.65359477124183,0.027139874739039668,0.0,0.07911759827500414,0.08120649651972157,0.9689945715286964,0.9566318913099884,0.8696653169779125,0.8663278052982986,0.00036300000000000004
51,0.27482476830482483,0.31318533420562744,0.9213799966827003,0.919953596287703,0.835322259314665,0.8234819249646845,0.6635071090047393,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6698564593301436,0.6349206349206349,0.6737247353224255,0.65359477124183,0.029227557411273485,0.0,0.07928346326090563,0.08120649651972157,0.9691362898500699,0.9568435864362442,0.8692335169896361,0.8663278052982986,0.00036300000000000004
52,0.27422472834587097,0.3128602206707001,0.9217117266545032,0.919953596287703,0.8365860015316428,0.8234819249646845,0.6698564593301436,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6730769230769231,0.6349206349206349,0.6750241080038573,0.65359477124183,0.033402922755741124,0.0,0.07895173328910267,0.08120649651972157,0.9692817571245648,0.9569649025616803,0.8696163452437944,0.8663278052982986,0.00036300000000000004
53,0.27361446619033813,0.3125392496585846,0.9218775916404047,0.919953596287703,0.8367223478028311,0.8234819249646845,0.6698564593301436,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6730769230769231,0.6349206349206349,0.6750241080038573,0.65359477124183,0.033402922755741124,0.0,0.0787858683032012,0.08120649651972157,0.969423934594969,0.956922229624082,0.8698932148447017,0.8663278052982986,0.00036300000000000004
54,0.27308085560798645,0.31229427456855774,0.9217117266545032,0.919953596287703,0.8365860015316428,0.8234819249646845,0.6698564593301436,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6730769230769231,0.6349206349206349,0.6750241080038573,0.65359477124183,0.033402922755741124,0.0,0.07895173328910267,0.08120649651972157,0.9695691210918861,0.9569034198004553,0.8696163452437944,0.8663278052982986,0.00036300000000000004
55,0.27260348200798035,0.3124043941497803,0.9218775916404047,0.919953596287703,0.8367223478028311,0.8234819249646845,0.6698564593301436,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6730769230769231,0.6349206349206349,0.6750241080038573,0.65359477124183,0.033402922755741124,0.0,0.0787858683032012,0.08120649651972157,0.9697205864631018,0.9568330634857697,0.8698932148447017,0.8663278052982986,0.00036300000000000004
56,0.2721947729587555,0.3123166859149933,0.9218775916404047,0.919953596287703,0.8367223478028311,0.8234819249646845,0.6698564593301436,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6730769230769231,0.6349206349206349,0.6750241080038573,0.65359477124183,0.033402922755741124,0.0,0.0787858683032012,0.08120649651972157,0.9698754733574496,0.9568222712493643,0.8698932148447017,0.8663278052982986,0.00036300000000000004
57,0.27182626724243164,0.3127927780151367,0.9218775916404047,0.919953596287703,0.8367223478028311,0.8234819249646845,0.6698564593301436,0.6060606060606061,0.6763285024154589,0.6666666666666666,0.6730769230769231,0.6349206349206349,0.6750241080038573,0.65359477124183,0.033402922755741124,0.0,0.0787858683032012,0.08120649651972157,0.9699817835576393,0.9564682502332289,0.8698932148447017,0.8663278052982986,0.00036300000000000004
58,0.2715913653373718,0.31292322278022766,0.9220434566263062,0.919953596287703,0.8378578779357072,0.8234819249646845,0.6714285714285714,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6762589928057554,0.6349206349206349,0.6791907514450868,0.65359477124183,0.033402922755741124,0.0,0.07862000331729972,0.08120649651972157,0.9700832231265087,0.9564393002578225,0.8702399560902261,0.8663278052982986,0.00019965000000000003
59,0.2714722454547882,0.3131409287452698,0.9220434566263062,0.919953596287703,0.8378578779357072,0.8234819249646845,0.6714285714285714,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6762589928057554,0.6349206349206349,0.6791907514450868,0.65359477124183,0.033402922755741124,0.0,0.07862000331729972,0.08120649651972157,0.9701715385666102,0.9565022637330595,0.8702399560902261,0.8663278052982986,0.00019965000000000003
60,0.27148911356925964,0.3133143186569214,0.9218775916404047,0.919953596287703,0.8372235368474544,0.8234819249646845,0.6682464454976303,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6746411483253588,0.6349206349206349,0.6785370548604427,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.9702291321640503,0.9566415249162299,0.8700481815736708,0.8663278052982986,0.00019965000000000003
61,0.2715781331062317,0.3134271502494812,0.9218775916404047,0.919953596287703,0.8372235368474544,0.8234819249646845,0.6682464454976303,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6746411483253588,0.6349206349206349,0.6785370548604427,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.970275166017675,0.9566851499266219,0.8700481815736708,0.8663278052982986,0.00019965000000000003
62,0.27162182331085205,0.313666969537735,0.9218775916404047,0.919953596287703,0.8372235368474544,0.8234819249646845,0.6682464454976303,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6746411483253588,0.6349206349206349,0.6785370548604427,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.9703350243769066,0.9567578224534005,0.8700481815736708,0.8663278052982986,0.00019965000000000003
63,0.27169814705848694,0.3139812648296356,0.9218775916404047,0.919953596287703,0.8372235368474544,0.8234819249646845,0.6682464454976303,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6746411483253588,0.6349206349206349,0.6785370548604427,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.9704017641432588,0.9567949543957518,0.8700481815736708,0.8663278052982986,0.00019965000000000003
64,0.2718256115913391,0.3141700029373169,0.9218775916404047,0.919953596287703,0.8367617027222045,0.8234819249646845,0.6650943396226415,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6730310262529833,0.6349206349206349,0.6778846153846153,0.65359477124183,0.031315240083507306,0.0,0.07895173328910267,0.08120649651972157,0.9704414827760166,0.9568421070463181,0.8693188528400875,0.8663278052982986,0.00019965000000000003
65,0.27203601598739624,0.314450204372406,0.9218775916404047,0.919953596287703,0.8367617027222045,0.8234819249646845,0.6650943396226415,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6730310262529833,0.6349206349206349,0.6778846153846153,0.65359477124183,0.031315240083507306,0.0,0.07895173328910267,0.08120649651972157,0.9704717650562421,0.9568886861195072,0.8693188528400875,0.8663278052982986,0.00019965000000000003
66,0.272063672542572,0.3148636519908905,0.9218775916404047,0.919953596287703,0.8367617027222045,0.8234819249646845,0.6650943396226415,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6730310262529833,0.6349206349206349,0.6778846153846153,0.65359477124183,0.031315240083507306,0.0,0.07895173328910267,0.08120649651972157,0.9705219563874016,0.956854834433984,0.8693188528400875,0.8663278052982986,0.00019965000000000003
67,0.2721727192401886,0.31493932008743286,0.9220434566263062,0.919953596287703,0.8368980699946929,0.8234819249646845,0.6650943396226415,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6730310262529833,0.6349206349206349,0.6778846153846153,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.9705524435756576,0.9568338187387398,0.8695952292894378,0.8663278052982986,0.00010980750000000002
68,0.2723034918308258,0.3152019679546356,0.9220434566263062,0.919953596287703,0.8368980699946929,0.8234819249646845,0.6650943396226415,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6730310262529833,0.6349206349206349,0.6778846153846153,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.9705979777977243,0.9568684174844528,0.8695952292894378,0.8663278052982986,0.00010980750000000002
69,0.2724599838256836,0.315456360578537,0.9220434566263062,0.919953596287703,0.8368980699946929,0.8234819249646845,0.6650943396226415,0.6060606060606061,0.6811594202898551,0.6666666666666666,0.6730310262529833,0.6349206349206349,0.6778846153846153,0.65359477124183,0.031315240083507306,0.0,0.0787858683032012,0.08120649651972157,0.9706345792923697,0.9569544666146707,0.8695952292894378,0.8663278052982986,0.00010980750000000002
