row_id,ticker,company_name,rating_date,sector,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,feature,feature_value,gradientshap_attribution,direction,feature_source,probability_source,xai_probability_source,xai_method,gradientshap_method,proxy_mse,proxy_argmax_agreement
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,1,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,current_ratio,3.687263505334436,0.21040688455104828,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,2,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,roa,-1.4434667783453112,0.1346724033355713,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,3,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,operating_profit_margin,-1.1022470120670762,-0.12056012451648712,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,4,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,ebit_margin,-1.1482403738439813,0.10943451523780823,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,5,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,asset_turnover,0.5545502965884336,0.0469263531267643,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,6,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,operating_cashflow_ps,-0.3053907869040474,0.015926487743854523,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,7,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,net_profit_margin,-1.1830157614704153,-0.014685760252177715,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,8,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,debt_equity_ratio,0.32495453121047824,0.01210600696504116,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,9,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,gross_profit_margin,-0.9889214940965801,-0.007262367755174637,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,10,gat,GAT,0,Distressed,0.8052178797384713,0,Distressed,0.8052178797384713,pretax_profit_margin,-1.0292203338626413,0.0023526116274297237,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,1,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,pretax_profit_margin,-1.0292203338626413,0.3422139286994934,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,2,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,operating_profit_margin,-1.1022470120670762,-0.12768979370594025,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,3,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,roa,-1.4434667783453112,-0.07183367758989334,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,4,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,ebit_margin,-1.1482403738439813,-0.06776665896177292,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,5,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,roe,-1.191987215384365,0.04996088519692421,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,6,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,gross_profit_margin,-0.9889214940965801,0.04703470692038536,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,7,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,current_ratio,3.687263505334436,0.03701888024806976,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,8,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,asset_turnover,0.5545502965884336,-0.024649279192090034,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,9,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,operating_cashflow_ps,-0.3053907869040474,0.02150259166955948,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,10,gat,GAT,0,Distressed,0.8052178797384713,1,HY,0.1487303745663716,free_cashflow_ps,-0.07246938888581082,-0.01142075750976801,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,1,gat,GAT,0,Distressed,0.8052178797384713,2,IG,0.0460517456951572,pretax_profit_margin,-1.0292203338626413,-0.3158421814441681,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,2,gat,GAT,0,Distressed,0.8052178797384713,2,IG,0.0460517456951572,operating_profit_margin,-1.1022470120670762,0.26512208580970764,supports_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,3,gat,GAT,0,Distressed,0.8052178797384713,2,IG,0.0460517456951572,current_ratio,3.687263505334436,-0.15354621410369873,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,4,gat,GAT,0,Distressed,0.8052178797384713,2,IG,0.0460517456951572,roa,-1.4434667783453112,-0.10097350925207138,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,5,gat,GAT,0,Distressed,0.8052178797384713,2,IG,0.0460517456951572,ebit_margin,-1.1482403738439813,-0.07880246639251709,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
test_000976,MHK,Mohawk Industries Inc.,2012-03-14,3,976,6,gat,GAT,0,Distressed,0.8052178797384713,2,IG,0.0460517456951572,roe,-1.191987215384365,-0.06702041625976562,opposes_explained_class,df_test_mask_original_financial_features,test_proba,test_proba,expected_gradients_fallback,expected_gradients_fallback: ModuleNotFoundError,0.03606567584754026,0.8195008705745792
