rating_detail,rating_class,binary_rating,company_name,ticker,rating_agency,rating_date,sector,source,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps
BB+,BB,0,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,8/12/2011,Consumer Non-Durables,credit_rating_financial,2.6685,0.5794,0.230581,0.008183,0.008183,-0.014542,-0.001029,0.8361,-0.000318,-0.000159,9.8201,8.2288
BBB-,BBB,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,3/14/2012,Consumer Non-Durables,credit_rating_financial,2.1438,0.5054,0.263693,0.059065000000000006,0.059065000000000006,0.036218,0.034259,0.8721,0.058056,0.031142,-5.172,-5.8513
BBB-,BBB,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,11/29/2012,Consumer Non-Durables,credit_rating_financial,2.1438,0.5054,0.263693,0.059065000000000006,0.059065000000000006,0.036218,0.034259,0.8721,0.058056,0.031142,-5.172,-5.8513
BBB-,BBB,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,12/6/2012,Consumer Non-Durables,credit_rating_financial,2.1438,0.5054,0.263693,0.059065000000000006,0.059065000000000006,0.036218,0.034259,0.8721,0.058056,0.031142,-5.172,-5.8513
BBB,BBB,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,8/22/2013,Consumer Non-Durables,credit_rating_financial,2.1775,0.4644,0.251119,0.055925,0.055925,0.035424000000000004,0.030825,0.9091,0.052177,0.028717000000000003,-0.2836,-2.0089
BBB,BBB,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,2/21/2014,Consumer Non-Durables,credit_rating_financial,3.0774,0.3718,0.25744,0.065568,0.065568,0.052607999999999995,0.043238000000000006,0.9182,0.067451,0.039801,4.1137,5.1042
A,A,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,2/27/2014,Consumer Non-Durables,credit_rating_financial,3.0774,0.3718,0.25744,0.065568,0.065568,0.052607999999999995,0.043238000000000006,0.9182,0.067451,0.039801,4.1137,5.1042
A,A,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,8/29/2014,Consumer Non-Durables,credit_rating_financial,3.0774,0.3718,0.25744,0.065568,0.065568,0.052607999999999995,0.043238000000000006,0.9182,0.067451,0.039801,4.1137,5.1042
BBB,BBB,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,6/2/2015,Consumer Non-Durables,credit_rating_financial,2.3362,0.5056,0.261379,0.074425,0.074425,0.060632,0.047462,0.8652,0.082139,0.043228,-1.2146,-3.279
A,A,1,Mohawk Industries Inc.,MHK,Standard & Poor's Ratings Services,7/31/2015,Consumer Non-Durables,credit_rating_financial,2.3362,0.5056,0.261379,0.074425,0.074425,0.060632,0.047462,0.8652,0.082139,0.043228,-1.2146,-3.279
