rating_detail,rating_class,binary_rating,company_name,ticker,rating_agency,rating_date,sector,source,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps
BB,BB,0,Alcoa Corporation,AA,Egan-Jones Ratings Company,10/14/2015,Basic Industries,corporate_rating,1.067387687,0.518957848,0.192874364,-0.005982677,-0.017055094,-0.04116439,-0.077060452,0.682324986,-0.091400127,-0.052580272,4.784838264,2.646699108
BB,BB,0,"American Airlines Group, Inc.",AAL,Egan-Jones Ratings Company,11/12/2013,Transportation,corporate_rating,1.037447487,-15.6497,1,0.052312755,-0.081516659,-0.081516659,-0.068578693,0.632551209,0.671548883,-0.043379535,4.139935969,-11.2802
B,B,0,"American Airlines Group, Inc.",AAL,Moody's Investors Service,6/30/2015,Transportation,corporate_rating,0.901525865,20.65809005,1,0.49549580999999976,0.49417,0.4721196172599997,0.3997656781999976,0.1407,1.426026719,0.065842681,4.292946188,-3.109598359
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,5/29/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49927999999999995,0.105933,0.105933,0.10057600000000001,0.062337,1.3449,0.32020499999999996,0.084024,-1.5016,-1.6121
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/25/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49927999999999995,0.105933,0.105933,0.10057600000000001,0.062337,1.3449,0.32020499999999996,0.084024,-1.5016,-1.6121
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,11/13/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49927999999999995,0.105933,0.105933,0.10057600000000001,0.062337,1.3449,0.32020499999999996,0.084024,-1.5016,-1.6121
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,2/21/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,6/18/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/2/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,12/18/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,2/20/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,6/9/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/24/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291
A-,A,1,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/30/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291
BBB-,BBB,1,"Advance Auto Parts, Inc.",AAP,Moody's Investors Service,6/15/2012,Consumer Services,credit_rating_financial,1.0484,0.4906,0.497417,0.107713,0.107713,0.10262399999999999,0.063792,1.6879,0.46547400000000005,0.107962,3.111,1.936
BBB-,BBB,1,"Advance Auto Parts, Inc.",AAP,Moody's Investors Service,11/25/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49927999999999995,0.105933,0.105933,0.10057600000000001,0.062337,1.3449,0.32020499999999996,0.084024,-1.5016,-1.6121
BBB,BBB,1,"Advance Auto Parts, Inc.",AAP,Moody's Investors Service,8/5/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291
AA+,AA,1,Apple Inc.,AAPL,Moody's Investors Service,11/4/2014,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Moody's Investors Service,2/10/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Moody's Investors Service,6/1/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Moody's Investors Service,7/24/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Moody's Investors Service,8/20/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Moody's Investors Service,9/10/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AAA,AAA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,4/24/2014,Technology,credit_rating_financial,1.6786,0.1373,0.376245,0.286695,0.286695,0.293459,0.216705,0.8257,0.299776,0.178923,0.1359,0.1363
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/27/2014,Technology,credit_rating_financial,1.6786,0.1373,0.376245,0.286695,0.286695,0.293459,0.216705,0.8257,0.299776,0.178923,0.1359,0.1363
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,2/18/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/28/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,6/2/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,8/25/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.29258500000000004,0.216144,0.7885,0.354201,0.17042000000000002,0.381,0.3032
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/20/2016,Technology,credit_rating_financial,1.1088,0.539,0.400599,0.304773,0.304773,0.310271,0.228458,0.805,0.447355,0.183899,1.0688,0.9743
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,6/3/2016,Technology,credit_rating_financial,1.1088,0.539,0.400599,0.304773,0.304773,0.310271,0.228458,0.805,0.447355,0.183899,1.0688,0.9743
AA+,AA,1,Apple Inc.,AAPL,Standard & Poor's Ratings Services,6/13/2016,Technology,credit_rating_financial,1.1088,0.539,0.400599,0.304773,0.304773,0.310271,0.228458,0.805,0.447355,0.183899,1.0688,0.9743
A+,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,8/5/2013,Capital Goods,credit_rating_financial,1.4363,0.2446,0.300974,0.12284800000000001,0.12284800000000001,0.11976800000000001,0.08339,0.9582,0.202375,0.083384,-0.2554,-0.3095
A+,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,11/4/2013,Capital Goods,credit_rating_financial,1.4363,0.2446,0.300974,0.12284800000000001,0.12284800000000001,0.11976800000000001,0.08339,0.9582,0.202375,0.083384,-0.2554,-0.3095
AA-,AA,1,ABB LTD,ABB,Egan-Jones Ratings Company,3/10/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224000000000004,0.07,-0.0551
A+,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,5/20/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224000000000004,0.07,-0.0551
A+,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,7/28/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224000000000004,0.07,-0.0551
AA-,AA,1,ABB LTD,ABB,Egan-Jones Ratings Company,10/23/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224000000000004,0.07,-0.0551
A,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,1/16/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039
A,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,5/8/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039
A,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,8/12/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039
A+,A,1,ABB LTD,ABB,Egan-Jones Ratings Company,10/23/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039
BBB+,BBB,1,ABB Ltd,ABB,Fitch Ratings,6/15/2012,Capital Goods,credit_rating_financial,1.5144,0.1412,0.30165600000000004,0.12086499999999999,0.12086499999999999,0.118396,0.081073,0.8703,0.17609000000000002,0.074997,0.0689,0.1098
A-,A,1,ABB Ltd,ABB,Fitch Ratings,5/2/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224000000000004,0.07,-0.0551
A,A,1,ABB Ltd,ABB,Moody's Investors Service,6/15/2012,Consumer Durables,corporate_rating,1.436326309,1.477593966,0.300973941,0.000236904,0.11976836,0.11976836,0.087259805,0.958182002,0.210115992,0.083610775,1.578671329,1.558129371
BBB,BBB,1,ABB Ltd.,ABB,Standard & Poor's Ratings Services,2/1/2012,Capital Goods,credit_rating_financial,1.5144,0.1412,0.30165600000000004,0.12086499999999999,0.12086499999999999,0.118396,0.081073,0.8703,0.17609000000000002,0.074997,0.0689,0.1098
A,A,1,ABB Ltd.,ABB,Standard & Poor's Ratings Services,5/17/2012,Capital Goods,credit_rating_financial,1.5144,0.1412,0.30165600000000004,0.12086499999999999,0.12086499999999999,0.118396,0.081073,0.8703,0.17609000000000002,0.074997,0.0689,0.1098
BBB,BBB,1,AbbVie Inc.,ABBV,Moody's Investors Service,11/14/2016,Health Care,corporate_rating,1.654943257,13.25776531,0.772486153,0.36601919,0.307512286,0.307512286,0.232194399,0.387872736,1.284081104,0.090061877,4.340937115,4.045622688
A,A,1,AbbVie Inc.,ABBV,Standard & Poor's Ratings Services,7/18/2014,Health Care,corporate_rating,1.41122807,14.81343284,0.778256513,0.170891784,0.118687375,0.118687375,0.088877756,0.724579809,1.01836969,0.064399027,2.22507837,1.84137931
A+,A,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,7/26/2013,Consumer Services,credit_rating_financial,0.9816,0.5686,0.038384999999999996,0.016696,0.016696,0.015585,0.009208,3.5128,0.310147,0.049303999999999994,0.876,0.9162
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,1/9/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038384999999999996,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,1/28/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038384999999999996,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,5/8/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038384999999999996,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,7/28/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038384999999999996,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,11/14/2014,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,2/5/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,5/27/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,8/4/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
AA-,AA,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,9/22/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
A+,A,1,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,11/5/2015,Consumer Services,credit_rating_financial,0.9424,6.0664,0.038384999999999996,0.003105,0.003105,0.001978,-0.001016,3.5128,-0.224154,-0.004941,11.7878,11.8478
A-,A,1,AmerisourceBergen Corp.,ABC,Fitch Ratings,6/15/2012,Consumer Services,credit_rating_financial,1.046,0.4761,0.038384999999999996,0.015115,0.015115,0.014206000000000002,0.008979,3.5128,0.24329599999999998,0.046553000000000004,0.346,0.4003
BBB,BBB,1,AmerisourceBergen Corporation,ABC,Moody's Investors Service,5/19/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038384999999999996,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074
BBB,BBB,1,AmerisourceBergen Corporation,ABC,Moody's Investors Service,2/17/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/26/2011,Consumer Services,credit_rating_financial,1.085,0.4548,0.038384999999999996,0.014039,0.014039,0.013065,0.008187,3.5128,0.213182,0.043631,1.2707,1.1387
A,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,10/31/2011,Consumer Services,credit_rating_financial,1.046,0.4761,0.038384999999999996,0.015115,0.015115,0.014206000000000002,0.008979,3.5128,0.24329599999999998,0.046553000000000004,0.346,0.4003
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/19/2012,Consumer Services,credit_rating_financial,1.046,0.4761,0.038384999999999996,0.015115,0.015115,0.014206000000000002,0.008979,3.5128,0.24329599999999998,0.046553000000000004,0.346,0.4003
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/17/2013,Consumer Services,credit_rating_financial,0.9816,0.5686,0.038384999999999996,0.016696,0.016696,0.015585,0.009208,3.5128,0.310147,0.049303999999999994,0.876,0.9162
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,3/19/2013,Consumer Services,credit_rating_financial,0.9816,0.5686,0.038384999999999996,0.016696,0.016696,0.015585,0.009208,3.5128,0.310147,0.049303999999999994,0.876,0.9162
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/29/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038384999999999996,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/12/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
A-,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/23/2015,Consumer Services,credit_rating_financial,0.9739,1.0198,0.038384999999999996,0.006541,0.006541,0.005602,0.002293,3.5128,0.143991,0.013086,2.873,2.6098
A,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,10/6/2015,Consumer Services,credit_rating_financial,0.9424,6.0664,0.038384999999999996,0.003105,0.003105,0.001978,-0.001016,3.5128,-0.224154,-0.004941,11.7878,11.8478
A,A,1,AmerisourceBergen Corp.,ABC,Standard & Poor's Ratings Services,1/27/2016,Consumer Services,credit_rating_financial,0.9424,6.0664,0.038384999999999996,0.003105,0.003105,0.001978,-0.001016,3.5128,-0.224154,-0.004941,11.7878,11.8478
A-,A,1,Ambev S.A.,ABEV,Moody's Investors Service,10/30/2015,Consumer Non-Durables,credit_rating_financial,0.9498,0.0624,0.66348,0.417954,0.417954,0.377329,0.316848,0.5278,0.283242,0.171353,-0.1248,-0.108
BBB-,BBB,1,Ambev S.A.,ABEV,Moody's Investors Service,2/25/2016,Consumer Non-Durables,credit_rating_financial,0.9394,0.0716,0.656223,0.40193399999999996,0.40193399999999996,0.353454,0.26592,0.5181,0.255876,0.142822,0.0246,0.0425
BB,BB,0,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,8/21/2013,Consumer Services,credit_rating_financial,1.2455,2.733,0.169097,0.03168,0.03168,0.018158,0.016395,2.9177,0.142376,0.03276,-5.8565,-4.4492
BB+,BB,0,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,11/4/2013,Consumer Services,credit_rating_financial,1.2455,2.733,0.169097,0.03168,0.03168,0.018158,0.016395,2.9177,0.142376,0.03276,-5.8565,-4.4492
BB+,BB,0,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,11/8/2013,Consumer Services,credit_rating_financial,1.2455,2.733,0.169097,0.03168,0.03168,0.018158,0.016395,2.9177,0.142376,0.03276,-5.8565,-4.4492
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,3/21/2014,Consumer Services,credit_rating_financial,1.2649,2.539,0.164548,0.040049,0.040049,0.028717000000000003,0.017709,2.7939,0.20680199999999999,0.050137999999999995,4.9012,1.3658
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,5/1/2014,Consumer Services,credit_rating_financial,1.2649,2.539,0.164548,0.040049,0.040049,0.028717000000000003,0.017709,2.7939,0.20680199999999999,0.050137999999999995,4.9012,1.3658
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,7/29/2014,Consumer Services,credit_rating_financial,1.2649,2.539,0.164548,0.040049,0.040049,0.028717000000000003,0.017709,2.7939,0.20680199999999999,0.050137999999999995,4.9012,1.3658
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,10/30/2014,Consumer Services,credit_rating_financial,1.2649,2.539,0.164548,0.040049,0.040049,0.028717000000000003,0.017709,2.7939,0.20680199999999999,0.050137999999999995,4.9012,1.3658
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,3/6/2015,Consumer Services,credit_rating_financial,1.3289,2.3724,0.16420200000000001,0.042381,0.042381,0.030985,0.02045,2.8248,0.20607399999999998,0.053532,2.2873,1.6507
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,6/15/2015,Consumer Services,credit_rating_financial,1.3289,2.3724,0.16420200000000001,0.042381,0.042381,0.030985,0.02045,2.8248,0.20607399999999998,0.053532,2.2873,1.6507
BBB-,BBB,1,"ASBURY AUTOMOTIVE GROUP, INC",ABG,Egan-Jones Ratings Company,7/22/2015,Consumer Services,credit_rating_financial,1.3289,2.3724,0.16420200000000001,0.042381,0.042381,0.030985,0.02045,2.8248,0.20607399999999998,0.053532,2.2873,1.6507
CCC+,CCC,0,"Asbury Automotive Group, Inc.",ABG,Moody's Investors Service,6/15/2012,Consumer Services,credit_rating_financial,1.3791,3.373,0.166693,0.032568,0.032568,0.015287,0.010128999999999999,2.5307,0.123302,0.023818000000000002,-3.0726,-3.9568
B-,B,0,"Asbury Automotive Group, Inc.",ABG,Moody's Investors Service,8/21/2012,Consumer Services,credit_rating_financial,1.3791,3.373,0.166693,0.032568,0.032568,0.015287,0.010128999999999999,2.5307,0.123302,0.023818000000000002,-3.0726,-3.9568
B,B,0,"Asbury Automotive Group, Inc.",ABG,Moody's Investors Service,6/14/2013,Consumer Services,credit_rating_financial,1.2455,2.733,0.169097,0.03168,0.03168,0.018158,0.016395,2.9177,0.142376,0.03276,-5.8565,-4.4492
B,B,0,"Asbury Automotive Group, Inc.",ABG,Moody's Investors Service,6/17/2013,Consumer Services,credit_rating_financial,1.2455,2.733,0.169097,0.03168,0.03168,0.018158,0.016395,2.9177,0.142376,0.03276,-5.8565,-4.4492
B+,B,0,"Asbury Automotive Group, Inc.",ABG,Moody's Investors Service,9/26/2014,Consumer Services,credit_rating_financial,1.2649,2.539,0.164548,0.040049,0.040049,0.028717000000000003,0.017709,2.7939,0.20680199999999999,0.050137999999999995,4.9012,1.3658
B+,B,0,Asbury Automotive Group Inc.,ABG,Standard & Poor's Ratings Services,11/19/2014,Consumer Services,credit_rating_financial,1.2649,2.539,0.164548,0.040049,0.040049,0.028717000000000003,0.017709,2.7939,0.20680199999999999,0.050137999999999995,4.9012,1.3658
BB,BB,0,Asbury Automotive Group Inc.,ABG,Standard & Poor's Ratings Services,6/2/2015,Consumer Services,credit_rating_financial,1.3289,2.3724,0.16420200000000001,0.042381,0.042381,0.030985,0.02045,2.8248,0.20607399999999998,0.053532,2.2873,1.6507
BB,BB,0,Asbury Automotive Group Inc.,ABG,Standard & Poor's Ratings Services,6/7/2016,Consumer Services,credit_rating_financial,1.2266,3.2911,0.16483499999999998,0.045708,0.045708,0.031187999999999997,0.019018999999999998,2.6891,0.25174199999999997,0.051329,1.1671,1.694
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,8/13/2013,Health Care,credit_rating_financial,1.5354,0.6285,0.532069,0.076097,0.076097,0.057738,0.220862,0.3551,0.04591,0.018680000000000002,0.11,-0.1892
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,11/19/2013,Health Care,credit_rating_financial,1.5354,0.6285,0.532069,0.076097,0.076097,0.057738,0.220862,0.3551,0.04591,0.018680000000000002,0.11,-0.1892
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,3/25/2014,Health Care,credit_rating_financial,2.3587,0.7637,0.532861,0.071391,0.071391,-0.011549,0.313018,0.2833,0.008839,0.003525,0.1262,-0.0498
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,5/20/2014,Health Care,credit_rating_financial,2.3587,0.7637,0.532861,0.071391,0.071391,-0.011549,0.313018,0.2833,0.008839,0.003525,0.1262,-0.0498
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,7/14/2014,Health Care,credit_rating_financial,2.3587,0.7637,0.532861,0.071391,0.071391,-0.011549,0.313018,0.2833,0.008839,0.003525,0.1262,-0.0498
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,12/18/2014,Health Care,credit_rating_financial,2.3587,0.7637,0.532861,0.071391,0.071391,-0.011549,0.313018,0.2833,0.008839,0.003525,0.1262,-0.0498
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,2/4/2015,Health Care,credit_rating_financial,2.0245,0.2597,0.532329,0.10851100000000001,0.10851100000000001,0.103831,0.131048,0.4576,0.07868,0.046283000000000005,-3.7387,-3.3386
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,4/27/2015,Health Care,credit_rating_financial,2.0245,0.2597,0.532329,0.10851100000000001,0.10851100000000001,0.103831,0.131048,0.4576,0.07868,0.046283000000000005,-3.7387,-3.3386
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,8/6/2015,Health Care,credit_rating_financial,2.0245,0.2597,0.532329,0.10851100000000001,0.10851100000000001,0.103831,0.131048,0.4576,0.07868,0.046283000000000005,-3.7387,-3.3386
A+,A,1,ABBOTT LABORATORIES,ABT,Egan-Jones Ratings Company,10/23/2015,Health Care,credit_rating_financial,2.0245,0.2597,0.532329,0.10851100000000001,0.10851100000000001,0.103831,0.131048,0.4576,0.07868,0.046283000000000005,-3.7387,-3.3386
A+,A,1,Abbott Laboratories,ABT,Fitch Ratings,6/15/2012,Health Care,credit_rating_financial,1.2928,0.831,0.582981,0.173106,0.173106,0.16245,0.13155,0.5806,0.203213,0.076372,0.9361,0.9841
A,A,1,Abbott Laboratories,ABT,Moody's Investors Service,3/4/2015,Health Care,credit_rating_financial,2.0245,0.2597,0.532329,0.10851100000000001,0.10851100000000001,0.103831,0.131048,0.4576,0.07868,0.046283000000000005,-3.7387,-3.3386
A,A,1,Abbott Laboratories,ABT,Moody's Investors Service,3/5/2015,Health Care,credit_rating_financial,2.0245,0.2597,0.532329,0.10851100000000001,0.10851100000000001,0.103831,0.131048,0.4576,0.07868,0.046283000000000005,-3.7387,-3.3386
AAA,AAA,1,Abbott Laboratories,ABT,Standard & Poor's Ratings Services,10/19/2011,Health Care,credit_rating_financial,1.7866,0.7097,0.570634,0.202691,0.202691,0.23383199999999998,0.18676700000000002,0.5851,0.24780000000000002,0.109275,4.6782,3.9779
