rating_detail,company_name,ticker,rating_agency,rating_date,sector,source,current_ratio,debt_equity_ratio,gross_profit_margin,operating_profit_margin,ebit_margin,pretax_profit_margin,net_profit_margin,asset_turnover,roe,roa,operating_cashflow_ps,free_cashflow_ps,fe_leverage_liquidity,fe_cashflow_conversion,fe_cashflow_spread_ps,fe_profitability_composite,fe_earnings_quality_gap,fe_current_ratio_sector_z,fe_current_ratio_sector_year_z,fe_debt_equity_ratio_sector_z,fe_debt_equity_ratio_sector_year_z,fe_ebit_margin_sector_z,fe_ebit_margin_sector_year_z,fe_net_profit_margin_sector_z,fe_net_profit_margin_sector_year_z,fe_roa_sector_z,fe_roa_sector_year_z,fe_roe_sector_z,fe_roe_sector_year_z,fe_operating_cashflow_ps_sector_z,fe_operating_cashflow_ps_sector_year_z,fe_free_cashflow_ps_sector_z,fe_free_cashflow_ps_sector_year_z
HY,Alcoa Corporation,AA,Egan-Jones Ratings Company,10/14/2015,Basic Industries,corporate_rating,1.067387687,0.518957848,0.192874364,-0.005982677,-0.017055094,-0.04116439,-0.077060452,0.682324986,-0.091400127,-0.052580272,4.784838264,2.646699108,0.486194336,0.553142857,2.138139156,-0.013195521,0.071077775,-1.152977344,-1.158307691,-0.383458306,-0.456398841,-1.058022052,-1.181582609,-1.356615577,-1.742365726,-1.450177349,-1.853576622,-0.691858268,-0.956634289,0.979582281,1.228167117,0.701929837,0.778331581
HY,"American Airlines Group, Inc.",AAL,Egan-Jones Ratings Company,11/12/2013,Transportation,corporate_rating,1.037447487,-15.6497,1.0,0.052312755,-0.081516659,-0.081516659,-0.068578693,0.632551209,0.671548883,-0.043379535,4.139935969,-11.2802,-8.313552712,-2.724728132,11.155502,0.206981442,0.120891448,-0.797203006,-0.997367999,-2.25902709,-1.355067837,-1.226721935,-1.360017321,-0.747150867,0.366738981,-0.281134793,0.67819123,0.241421399,-0.291263286,-0.511531768,0.572715962,-1.147875208,-0.82875235
HY,"American Airlines Group, Inc.",AAL,Moody's Investors Service,6/30/2015,Transportation,corporate_rating,0.901525865,20.65809005,1.0,0.49549581,0.49417,0.472119617,0.399765678,0.1407,1.426026719,0.065842681,4.292946188,-3.109598359,16.09358411,-0.724350649,7.402544547,0.439107571,0.095730132,-0.941824401,-0.96185736,2.978583858,2.130895139,2.338174147,1.930041666,2.155777975,1.856387423,0.684948586,0.413976184,1.132970483,0.797742893,-0.492060777,-0.645023212,-0.305386021,-0.180135965
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,5/29/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49928,0.105933,0.105933,0.100576,0.062337,1.3449,0.320205,0.084024,-1.5016,-1.6121,0.401768489,1.073588173,0.1105,0.182612571,0.043596,-0.420131612,-0.391283422,-0.069526319,0.064166348,0.375907774,0.33669416,0.225518461,0.277346978,0.520766929,0.569734081,0.61887518,0.550203966,-0.742120481,-0.695746549,-0.6768818,-0.669979642
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/25/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49928,0.105933,0.105933,0.100576,0.062337,1.3449,0.320205,0.084024,-1.5016,-1.6121,0.401768489,1.073588173,0.1105,0.182612571,0.043596,-0.420131612,-0.391283422,-0.069526319,0.064166348,0.375907774,0.33669416,0.225518461,0.277346978,0.520766929,0.569734081,0.61887518,0.550203966,-0.742120481,-0.695746549,-0.6768818,-0.669979642
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,11/13/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49928,0.105933,0.105933,0.100576,0.062337,1.3449,0.320205,0.084024,-1.5016,-1.6121,0.401768489,1.073588173,0.1105,0.182612571,0.043596,-0.420131612,-0.391283422,-0.069526319,0.064166348,0.375907774,0.33669416,0.225518461,0.277346978,0.520766929,0.569734081,0.61887518,0.550203966,-0.742120481,-0.695746549,-0.6768818,-0.669979642
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,2/21/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499,0.481599556,0.355973051,-1.1758,0.169943857,0.041494,-0.201717546,-0.213834432,-0.007255689,-0.166196514,0.322022228,0.393955042,0.194539998,0.247642363,0.256969531,0.273155855,0.438578135,0.528397074,-0.831418961,-0.77294837,-0.374460247,-0.311166184
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,6/18/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499,0.481599556,0.355973051,-1.1758,0.169943857,0.041494,-0.201717546,-0.213834432,-0.007255689,-0.166196514,0.322022228,0.393955042,0.194539998,0.247642363,0.256969531,0.273155855,0.438578135,0.528397074,-0.831418961,-0.77294837,-0.374460247,-0.311166184
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/2/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499,0.481599556,0.355973051,-1.1758,0.169943857,0.041494,-0.201717546,-0.213834432,-0.007255689,-0.166196514,0.322022228,0.393955042,0.194539998,0.247642363,0.256969531,0.273155855,0.438578135,0.528397074,-0.831418961,-0.77294837,-0.374460247,-0.311166184
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,12/18/2014,Consumer Services,credit_rating_financial,1.4429,0.6949,0.500807,0.101684,0.101684,0.096461,0.06019,1.167,0.258381,0.0704,-1.8257,-0.6499,0.481599556,0.355973051,-1.1758,0.169943857,0.041494,-0.201717546,-0.213834432,-0.007255689,-0.166196514,0.322022228,0.393955042,0.194539998,0.247642363,0.256969531,0.273155855,0.438578135,0.528397074,-0.831418961,-0.77294837,-0.374460247,-0.311166184
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,2/20/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291,0.630000771,0.685602834,0.7012,0.151918571,0.036514,-0.361602353,-0.373765527,0.031811073,-0.010171359,0.129738712,0.052327938,0.047626764,-0.004627382,0.094710122,0.033129509,0.40408711,0.375716738,0.286120798,0.298667936,0.310404195,0.20955711
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,6/9/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291,0.630000771,0.685602834,0.7012,0.151918571,0.036514,-0.361602353,-0.373765527,0.031811073,-0.010171359,0.129738712,0.052327938,0.047626764,-0.004627382,0.094710122,0.033129509,0.40408711,0.375716738,0.286120798,0.298667936,0.310404195,0.20955711
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/24/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291,0.630000771,0.685602834,0.7012,0.151918571,0.036514,-0.361602353,-0.373765527,0.031811073,-0.010171359,0.129738712,0.052327938,0.047626764,-0.004627382,0.094710122,0.033129509,0.40408711,0.375716738,0.286120798,0.298667936,0.310404195,0.20955711
IG,"ADVANCE AUTO PARTS, INC.",AAP,Egan-Jones Ratings Company,9/30/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291,0.630000771,0.685602834,0.7012,0.151918571,0.036514,-0.361602353,-0.373765527,0.031811073,-0.010171359,0.129738712,0.052327938,0.047626764,-0.004627382,0.094710122,0.033129509,0.40408711,0.375716738,0.286120798,0.298667936,0.310404195,0.20955711
IG,"Advance Auto Parts, Inc.",AAP,Moody's Investors Service,6/15/2012,Consumer Services,credit_rating_financial,1.0484,0.4906,0.497417,0.107713,0.107713,0.102624,0.063792,1.6879,0.465474,0.107962,3.111,1.936,0.467951164,0.62230794,1.175,0.207527857,0.043921,-0.634921915,-0.702224612,-0.07246271,-0.043792801,0.398481621,0.467064382,0.24651225,0.253634576,0.984271194,1.052875902,1.042522492,1.231651229,0.528777915,0.34266529,0.43829375,0.434190421
IG,"Advance Auto Parts, Inc.",AAP,Moody's Investors Service,11/25/2013,Consumer Services,credit_rating_financial,1.244,0.4998,0.49928,0.105933,0.105933,0.100576,0.062337,1.3449,0.320205,0.084024,-1.5016,-1.6121,0.401768489,1.073588173,0.1105,0.182612571,0.043596,-0.420131612,-0.391283422,-0.069526319,0.064166348,0.375907774,0.33669416,0.225518461,0.277346978,0.520766929,0.569734081,0.61887518,0.550203966,-0.742120481,-0.695746549,-0.6768818,-0.669979642
IG,"Advance Auto Parts, Inc.",AAP,Moody's Investors Service,8/5/2015,Consumer Services,credit_rating_financial,1.2973,0.8173,0.452425,0.086522,0.086522,0.079379,0.050008,1.2363,0.246554,0.06202,2.2303,1.5291,0.630000771,0.685602834,0.7012,0.151918571,0.036514,-0.361602353,-0.373765527,0.031811073,-0.010171359,0.129738712,0.052327938,0.047626764,-0.004627382,0.094710122,0.033129509,0.40408711,0.375716738,0.286120798,0.298667936,0.310404195,0.20955711
IG,Apple Inc.,AAPL,Moody's Investors Service,11/4/2014,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.8820675,-0.151621698,-0.183811761,1.163068186,1.101337801,0.993896735,0.859946136,1.776795484,2.012693206,0.549391776,0.487331424,-0.129415276,0.129285329,-0.120360837,0.14392313
IG,Apple Inc.,AAPL,Moody's Investors Service,2/10/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Moody's Investors Service,6/1/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Moody's Investors Service,7/24/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Moody's Investors Service,8/20/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Moody's Investors Service,9/10/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,4/24/2014,Technology,credit_rating_financial,1.6786,0.1373,0.376245,0.286695,0.286695,0.293459,0.216705,0.8257,0.299776,0.178923,0.1359,0.1363,0.081794352,1.002943341,-0.0004,0.276928286,0.06999,-0.429771247,-0.481788739,-0.197010883,-0.224327464,1.158904678,1.097274151,0.99876499,0.86451365,1.910168442,2.162365132,0.416785139,0.345115303,-0.236966801,-0.016955865,-0.204417491,0.026038515
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/27/2014,Technology,credit_rating_financial,1.6786,0.1373,0.376245,0.286695,0.286695,0.293459,0.216705,0.8257,0.299776,0.178923,0.1359,0.1363,0.081794352,1.002943341,-0.0004,0.276928286,0.06999,-0.429771247,-0.481788739,-0.197010883,-0.224327464,1.158904678,1.097274151,0.99876499,0.86451365,1.910168442,2.162365132,0.416785139,0.345115303,-0.236966801,-0.016955865,-0.204417491,0.026038515
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,2/18/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/28/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,6/2/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,8/25/2015,Technology,credit_rating_financial,1.0801,0.3164,0.38588,0.287223,0.287223,0.292585,0.216144,0.7885,0.354201,0.17042,0.381,0.3032,0.292935839,0.795800525,0.0778,0.284810857,0.071079,-0.812079413,-0.845884911,-0.151621698,-0.214097018,1.163068186,1.114084829,0.993896735,1.08366173,1.776795484,1.841681505,0.549391776,0.529416758,-0.129415276,-0.129495689,-0.120360837,-0.114883592
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/20/2016,Technology,credit_rating_financial,1.1088,0.539,0.400599,0.304773,0.304773,0.310271,0.228458,0.805,0.447355,0.183899,1.0688,0.9743,0.486111111,0.911583084,0.0945,0.311446857,0.076315,-0.793746507,-0.724679478,-0.09520834,-0.252204922,1.301457513,1.508965176,1.10075538,1.380574119,1.988218993,2.261316802,0.77636171,0.636687579,0.172395979,-0.031942903,0.2176285,0.024923801
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,6/3/2016,Technology,credit_rating_financial,1.1088,0.539,0.400599,0.304773,0.304773,0.310271,0.228458,0.805,0.447355,0.183899,1.0688,0.9743,0.486111111,0.911583084,0.0945,0.311446857,0.076315,-0.793746507,-0.724679478,-0.09520834,-0.252204922,1.301457513,1.508965176,1.10075538,1.380574119,1.988218993,2.261316802,0.77636171,0.636687579,0.172395979,-0.031942903,0.2176285,0.024923801
IG,Apple Inc.,AAPL,Standard & Poor's Ratings Services,6/13/2016,Technology,credit_rating_financial,1.1088,0.539,0.400599,0.304773,0.304773,0.310271,0.228458,0.805,0.447355,0.183899,1.0688,0.9743,0.486111111,0.911583084,0.0945,0.311446857,0.076315,-0.793746507,-0.724679478,-0.09520834,-0.252204922,1.301457513,1.508965176,1.10075538,1.380574119,1.988218993,2.261316802,0.77636171,0.636687579,0.172395979,-0.031942903,0.2176285,0.024923801
IG,ABB LTD,ABB,Egan-Jones Ratings Company,8/5/2013,Capital Goods,credit_rating_financial,1.4363,0.2446,0.300974,0.122848,0.122848,0.119768,0.08339,0.9582,0.202375,0.083384,-0.2554,-0.3095,0.170298684,1.211824589,0.0541,0.147941,0.039458,-0.693120834,-0.855055974,-0.261849726,-0.302778165,0.310517381,0.154251482,0.415542194,0.276215729,0.598856339,0.474939376,0.010209609,0.012474126,-0.347574918,-0.390928948,-0.284620689,-0.367947717
IG,ABB LTD,ABB,Egan-Jones Ratings Company,11/4/2013,Capital Goods,credit_rating_financial,1.4363,0.2446,0.300974,0.122848,0.122848,0.119768,0.08339,0.9582,0.202375,0.083384,-0.2554,-0.3095,0.170298684,1.211824589,0.0541,0.147941,0.039458,-0.693120834,-0.855055974,-0.261849726,-0.302778165,0.310517381,0.154251482,0.415542194,0.276215729,0.598856339,0.474939376,0.010209609,0.012474126,-0.347574918,-0.390928948,-0.284620689,-0.367947717
IG,ABB LTD,ABB,Egan-Jones Ratings Company,3/10/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224,0.07,-0.0551,0.391177666,-0.787142857,0.1251,0.125723857,0.034422,-0.654821584,-0.744506017,-0.184803988,-0.106658366,0.068100461,0.055075961,0.174601653,0.226889272,0.092321864,0.128461452,-0.08671769,-0.003865933,-0.247341004,-0.330924706,-0.200982771,-0.290450726
IG,ABB LTD,ABB,Egan-Jones Ratings Company,5/20/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224,0.07,-0.0551,0.391177666,-0.787142857,0.1251,0.125723857,0.034422,-0.654821584,-0.744506017,-0.184803988,-0.106658366,0.068100461,0.055075961,0.174601653,0.226889272,0.092321864,0.128461452,-0.08671769,-0.003865933,-0.247341004,-0.330924706,-0.200982771,-0.290450726
IG,ABB LTD,ABB,Egan-Jones Ratings Company,7/28/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224,0.07,-0.0551,0.391177666,-0.787142857,0.1251,0.125723857,0.034422,-0.654821584,-0.744506017,-0.184803988,-0.106658366,0.068100461,0.055075961,0.174601653,0.226889272,0.092321864,0.128461452,-0.08671769,-0.003865933,-0.247341004,-0.330924706,-0.200982771,-0.290450726
IG,ABB LTD,ABB,Egan-Jones Ratings Company,10/23/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224,0.07,-0.0551,0.391177666,-0.787142857,0.1251,0.125723857,0.034422,-0.654821584,-0.744506017,-0.184803988,-0.106658366,0.068100461,0.055075961,0.174601653,0.226889272,0.092321864,0.128461452,-0.08671769,-0.003865933,-0.247341004,-0.330924706,-0.200982771,-0.290450726
IG,ABB LTD,ABB,Egan-Jones Ratings Company,1/16/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039,0.263583013,-0.631067961,-0.1008,0.124929429,0.038234,-0.549232008,-0.437924264,-0.221763711,-0.298632912,0.088653869,0.087212442,0.139354498,0.08718,0.170315781,0.078764357,-0.104698651,-0.272319218,-0.287939744,-0.23964119,-0.170045947,-0.133119292
IG,ABB LTD,ABB,Egan-Jones Ratings Company,5/8/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039,0.263583013,-0.631067961,-0.1008,0.124929429,0.038234,-0.549232008,-0.437924264,-0.221763711,-0.298632912,0.088653869,0.087212442,0.139354498,0.08718,0.170315781,0.078764357,-0.104698651,-0.272319218,-0.287939744,-0.23964119,-0.170045947,-0.133119292
IG,ABB LTD,ABB,Egan-Jones Ratings Company,8/12/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039,0.263583013,-0.631067961,-0.1008,0.124929429,0.038234,-0.549232008,-0.437924264,-0.221763711,-0.298632912,0.088653869,0.087212442,0.139354498,0.08718,0.170315781,0.078764357,-0.104698651,-0.272319218,-0.287939744,-0.23964119,-0.170045947,-0.133119292
IG,ABB LTD,ABB,Egan-Jones Ratings Company,10/23/2015,Capital Goods,credit_rating_financial,1.5847,0.4177,0.286561,0.104832,0.104832,0.097161,0.066598,0.8707,0.15327,0.061252,-0.0618,0.039,0.263583013,-0.631067961,-0.1008,0.124929429,0.038234,-0.549232008,-0.437924264,-0.221763711,-0.298632912,0.088653869,0.087212442,0.139354498,0.08718,0.170315781,0.078764357,-0.104698651,-0.272319218,-0.287939744,-0.23964119,-0.170045947,-0.133119292
IG,ABB Ltd,ABB,Fitch Ratings,6/15/2012,Capital Goods,credit_rating_financial,1.5144,0.1412,0.301656,0.120865,0.120865,0.118396,0.081073,0.8703,0.17609,0.074997,0.0689,0.1098,0.093238246,1.593613933,-0.0409,0.141991714,0.039792,-0.617394976,-0.543928033,-0.285794809,-0.255869958,0.286097124,0.401836074,0.37743316,0.516500267,0.436459372,0.504483701,-0.051298662,0.050294391,-0.247679841,-0.251192171,-0.146769357,-0.042616302
IG,ABB Ltd,ABB,Fitch Ratings,5/2/2014,Capital Goods,credit_rating_financial,1.4758,0.5773,0.289252,0.103163,0.103163,0.09757,0.068741,0.8016,0.160954,0.057224,0.07,-0.0551,0.391177666,-0.787142857,0.1251,0.125723857,0.034422,-0.654821584,-0.744506017,-0.184803988,-0.106658366,0.068100461,0.055075961,0.174601653,0.226889272,0.092321864,0.128461452,-0.08671769,-0.003865933,-0.247341004,-0.330924706,-0.200982771,-0.290450726
IG,ABB Ltd,ABB,Moody's Investors Service,6/15/2012,Consumer Durables,corporate_rating,1.436326309,1.477593966,0.300973941,0.000236904,0.11976836,0.11976836,0.087259805,0.958182002,0.210115992,0.083610775,1.578671329,1.558129371,1.028731394,0.986987818,0.020541958,0.131676305,-0.087022901,-0.435712548,-0.282429505,-0.176663733,-0.020442842,0.697655929,0.71685337,0.856436762,1.351096399,0.758494001,0.739521125,-0.083537586,0.09440172,0.17713333,0.428736254,0.41539187,0.831401782
IG,ABB Ltd.,ABB,Standard & Poor's Ratings Services,2/1/2012,Capital Goods,credit_rating_financial,1.5144,0.1412,0.301656,0.120865,0.120865,0.118396,0.081073,0.8703,0.17609,0.074997,0.0689,0.1098,0.093238246,1.593613933,-0.0409,0.141991714,0.039792,-0.617394976,-0.543928033,-0.285794809,-0.255869958,0.286097124,0.401836074,0.37743316,0.516500267,0.436459372,0.504483701,-0.051298662,0.050294391,-0.247679841,-0.251192171,-0.146769357,-0.042616302
IG,ABB Ltd.,ABB,Standard & Poor's Ratings Services,5/17/2012,Capital Goods,credit_rating_financial,1.5144,0.1412,0.301656,0.120865,0.120865,0.118396,0.081073,0.8703,0.17609,0.074997,0.0689,0.1098,0.093238246,1.593613933,-0.0409,0.141991714,0.039792,-0.617394976,-0.543928033,-0.285794809,-0.255869958,0.286097124,0.401836074,0.37743316,0.516500267,0.436459372,0.504483701,-0.051298662,0.050294391,-0.247679841,-0.251192171,-0.146769357,-0.042616302
IG,AbbVie Inc.,ABBV,Moody's Investors Service,11/14/2016,Health Care,corporate_rating,1.654943257,13.25776531,0.772486153,0.36601919,0.307512286,0.307512286,0.232194399,0.387872736,1.284081104,0.090061877,4.340937115,4.045622688,8.01100899,0.931969891,0.295314427,0.439107571,0.133824791,-0.310113942,-0.202874757,5.346637306,3.08126805,0.902892386,1.064714958,0.776136284,0.891764727,0.414928596,0.735565871,3.713987822,3.562192193,1.868471429,1.884943484,1.822144703,2.138496588
IG,AbbVie Inc.,ABBV,Standard & Poor's Ratings Services,7/18/2014,Health Care,corporate_rating,1.41122807,14.81343284,0.778256513,0.170891784,0.118687375,0.118687375,0.088877756,0.724579809,1.01836969,0.064399027,2.22507837,1.84137931,10.49683829,0.827557058,0.38369906,0.33688136,0.082014028,-0.548189591,-0.538591087,5.346637306,4.277646056,-0.20870427,-0.072482604,-0.070517234,0.04584354,0.057093726,0.145075988,2.845310216,2.339108842,0.825434453,0.915244754,0.73316584,0.610760564
IG,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,7/26/2013,Consumer Services,credit_rating_financial,0.9816,0.5686,0.038385,0.016696,0.016696,0.015585,0.009208,3.5128,0.310147,0.049304,0.876,0.9162,0.579258354,1.045890411,-0.0402,0.065145857,0.007488,-0.708275658,-0.707874397,-0.047567224,0.083477184,-0.755790161,-0.607453064,-0.541065038,-0.290840442,-0.151505946,-0.134177672,0.589543081,0.527002761,-0.087026168,0.042700571,0.117768391,0.339808149
IG,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,1/9/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038385,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074,0.622068395,1.196975818,0.3413,0.044558571,0.005283,-0.723319765,-0.760468936,-0.036874933,-0.200870919,-0.837994471,-0.947497624,-0.602776676,-0.675705256,-0.601146519,-0.577443289,0.305390926,0.329123333,-0.805794899,-0.744702504,-0.822057975,-0.770648864
IG,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,1/28/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038385,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074,0.622068395,1.196975818,0.3413,0.044558571,0.005283,-0.723319765,-0.760468936,-0.036874933,-0.200870919,-0.837994471,-0.947497624,-0.602776676,-0.675705256,-0.601146519,-0.577443289,0.305390926,0.329123333,-0.805794899,-0.744702504,-0.822057975,-0.770648864
IG,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,5/8/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038385,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074,0.622068395,1.196975818,0.3413,0.044558571,0.005283,-0.723319765,-0.760468936,-0.036874933,-0.200870919,-0.837994471,-0.947497624,-0.602776676,-0.675705256,-0.601146519,-0.577443289,0.305390926,0.329123333,-0.805794899,-0.744702504,-0.822057975,-0.770648864
IG,AMERISOURCEBERGEN CORPORATION,ABC,Egan-Jones Ratings Company,7/28/2014,Consumer Services,credit_rating_financial,0.9679,0.6021,0.038385,0.010214,0.010214,0.009373,0.004931,3.5128,0.212711,0.026082,-1.7327,-2.074,0.622068395,1.196975818,0.3413,0.044558571,0.005283,-0.723319765,-0.760468936,-0.036874933,-0.200870919,-0.837994471,-0.947497624,-0.602776676,-0.675705256,-0.601146519,-0.577443289,0.305390926,0.329123333,-0.805794899,-0.744702504,-0.822057975,-0.770648864
