fold_id,train_years,val_years,test_years,train_size,val_size,test_size,cold_start_ticker_count,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
1,"[2005, 2009, 2010, 2011, 2012]",[2013],[2014],1645,1509,2096,138,0.2524850894632207,0.27233680156697304,0.20379487573062366,0.1922709923664122,0.1780205010902589,0.15118030629292145
2,"[2005, 2009, 2010, 2011, 2012, 2013]",[2014],[2015],3154,2096,2250,124,0.37786259541984735,0.3686469896566354,0.32096931330908357,0.26355555555555554,0.26307606903462505,0.2198647462028534
3,"[2005, 2009, 2010, 2011, 2012, 2013, 2014]",[2015],[2016],5250,2250,1180,104,0.37555555555555553,0.3553239804559422,0.31363950673334207,0.2627118644067797,0.2470097907114031,0.2051407145107536
