selected_threshold,selection_metric,accuracy_floor_drop,selected_checkpoint,selected_checkpoint_epoch,final_train_ce_loss,final_val_ce_loss,final_loss_gap,val_selected_class0_threshold,val_selected_Accuracy,val_selected_Precision_Weighted,val_selected_Recall_Weighted,val_selected_Macro_F1,val_selected_Weighted_F1,val_selected_Class0_Precision,val_selected_Class0_Recall,val_selected_Class0_F1,val_selected_Class0_F2,val_selected_Class0_Support,val_selected_AUC,val_selected_QWK,val_selected_ChgAcc,val_selected_Ordinal_MAE
0.1,Class0_F2,0.005,balanced_loss,2,0.3424372971057892,0.3384329676628113,0.0,0.1,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30.0,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
