checkpoint,epoch,val_accuracy,val_ce_loss,train_ce_loss,val_loss_gap,metric_score,checkpoint_score,accuracy_floor
metric,1,0.9222737819025522,0.3635651469230652,0.366354763507843,0.0,0.8349061451563148,0.7694903939381508,
loss,2,0.9222737819025522,0.3384329676628113,0.3424372971057892,0.0,0.8349061451563148,0.7745168297902015,
balanced_loss,2,0.9222737819025522,0.3384329676628113,0.3424372971057892,0.0,0.8349061451563148,0.7745168297902015,0.9192737819025522
selected:balanced_loss,2,0.9222737819025522,0.3384329676628113,0.3424372971057892,0.0,0.8349061451563148,0.7745168297902015,0.9192737819025522
