class0_threshold,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,Class0_Precision,Class0_Recall,Class0_F1,Class0_F2,Class0_Support,AUC,QWK,ChgAcc,Ordinal_MAE
0.05,0.8039443155452436,0.9097389848863963,0.8039443155452436,0.6392160501758343,0.8395201803018769,0.15894039735099338,0.8,0.26519337016574585,0.44280442804428055,30,0.9301626823890544,0.6449221090473338,0.029850746268656716,0.24129930394431554
0.06,0.8665893271461717,0.9158019526287412,0.8665893271461717,0.7168079933586338,0.883810349040447,0.2553191489361702,0.8,0.3870967741935484,0.5607476635514018,30,0.9301626823890544,0.7280831687513715,0.029850746268656716,0.16009280742459397
0.07,0.9048723897911833,0.9174202596895025,0.9048723897911833,0.7891965472599901,0.9092209963404646,0.4339622641509434,0.7666666666666667,0.5542168674698795,0.6647398843930636,30,0.9301626823890544,0.8286786392870488,0.014925373134328358,0.10208816705336426
0.08,0.9164733178654292,0.9205389778775885,0.9164733178654292,0.8194008885281671,0.9179887927048113,0.55,0.7333333333333333,0.6285714285714286,0.6874999999999999,30,0.9301626823890544,0.8592871015269221,0.0,0.08584686774941995
0.09,0.9211136890951276,0.9231182768943684,0.9211136890951276,0.834444961734173,0.9218989474104715,0.6111111111111112,0.7333333333333333,0.6666666666666666,0.7051282051282052,30,0.9301626823890544,0.8697879655672761,0.0,0.08004640371229699
0.1,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
0.11,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
0.12,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
0.13,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
0.14,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
0.15,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
0.16,0.9222737819025522,0.9238586139304786,0.9222737819025522,0.8385356600694757,0.9229106458299051,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7096774193548386,30,0.9301626823890544,0.8710992241173052,0.0,0.07888631090487239
