Model,Accuracy,Precision_Weighted,Recall_Weighted,Macro_F1,Weighted_F1,QWK,Ordinal_MAE,AUC_ROC_OVR_Macro,AUC
LSTM only,0.9175856065002902,0.9150212888268008,0.9175856065002902,0.7717181160125945,0.9156343280439859,0.8577319916382276,0.08299477655252467,0.9543324180483101,0.9543324180483101
TLSTM only,0.9251305861868834,0.9209800523754244,0.9251305861868834,0.7625423932759393,0.9222594171823576,0.8604835064873162,0.0771909460243761,0.969685043894767,0.969685043894767
Soft voting,0.922228670922809,0.9184152113512009,0.922228670922809,0.7640647088589595,0.9191478555474244,0.8665895456756966,0.07777132907719095,0.9692082592291467,0.9692082592291467
Validation-weighted voting,0.922228670922809,0.9184152113512009,0.922228670922809,0.7640647088589595,0.9191478555474244,0.8665895456756966,0.07777132907719095,0.9692082108968029,0.9692082108968029
DMF/DCS proposed (constant),0.9239698200812536,0.9202462912030133,0.9239698200812536,0.7467211290470392,0.9186924898259722,0.8629044900053204,0.07661056297156123,0.966081716525017,0.966081716525017
