ticker,company_name,rating_date,sector,test_index,rank,model_key,model_label,predicted_class_id,predicted_class,predicted_probability,explained_class_id,explained_class,explained_class_model_probability,explained_class_lime_prediction_probability,lime_rule,lime_weight_for_explained_class,direction,feature_source,probability_source,lime_probability_source,xai_probability_source,proxy_mse,proxy_argmax_agreement,html_path,lime_instance_plot_path
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,9,tcn,TCN,1,1,0.9815649039149016,0,0,0.010454584808854202,0.0007161319646944154,-0.74 < gross_profit_margin <= -0.13,-0.008634754187490757,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,10,tcn,TCN,1,1,0.9815649039149016,0,0,0.010454584808854202,0.0007161319646944154,0.01 < roa <= 0.39,-0.004497982249955336,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,1,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,-0.55 < free_cashflow_ps <= -0.14,0.08523949718930604,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,2,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,-0.12 < pretax_profit_margin <= 0.30,0.07744566164174564,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,3,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,debt_equity_ratio <= -0.81,-0.06400992168467906,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,4,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,roe <= 0.05,0.05335363564737781,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,5,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,0.23 < operating_profit_margin <= 0.70,0.050746638424941655,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,6,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,0.32 < ebit_margin <= 0.85,0.048240223893009505,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,7,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,0.12 < asset_turnover <= 1.13,0.04124542335605789,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,8,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,-0.74 < gross_profit_margin <= -0.13,0.037010127134479445,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,9,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,-0.92 < operating_cashflow_ps <= -0.08,-0.020700554762147175,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,10,tcn,TCN,1,1,0.9815649039149016,1,1,0.9815649039149016,0.9929640674010921,0.01 < roa <= 0.39,0.005155406124026766,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,1,tcn,TCN,1,1,0.9815649039149016,2,2,0.007980511276244221,0.006319800634213527,-0.12 < pretax_profit_margin <= 0.30,-0.10752029540458292,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,2,tcn,TCN,1,1,0.9815649039149016,2,2,0.007980511276244221,0.006319800634213527,-0.55 < free_cashflow_ps <= -0.14,-0.07073264541891612,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,3,tcn,TCN,1,1,0.9815649039149016,2,2,0.007980511276244221,0.006319800634213527,debt_equity_ratio <= -0.81,0.04654845363516175,supports_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,4,tcn,TCN,1,1,0.9815649039149016,2,2,0.007980511276244221,0.006319800634213527,0.23 < operating_profit_margin <= 0.70,-0.0374252402611226,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
CHDN,Churchill Downs Inc.,2015-12-02,4,1620,5,tcn,TCN,1,1,0.9815649039149016,2,2,0.007980511276244221,0.006319800634213527,0.32 < ebit_margin <= 0.85,-0.03300962186333016,opposes_explained_class,original_financial_sequence_mean,test_proba,LimeTabularExplainer,test_proba,0.05167219849374914,0.8485200232153222,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_test_idx_1620.html,/kaggle/working/credit_rating_artifacts/tcn_financial_lime_row_unknown_all_classes_plot.png
